pretty_comp,p_powerfact
KAuC2,3667.6470329999997
BaRhO3,167.5839247
Zr2AlN,629.9878980000002
BaPt,387.50503439999994
RbNiCl3,772.7106267999999
Tl2Sn(AsS3)2,1919.3061969999999
MoH2Cl2O3,755.6802369
Li7Mn5O2,154.8409711
Np(FeGe)2,416.34947630000005
LiSiRu2,315.9643015000001
MnRh2Pb,0.059329045999999996
ScPd,11.2134024
ErZrSb,786.2830774
SmDyRu2,116.76352630000001
RbNa2BO3,1016.694251
LiFeNiO4,395.9584808
PBr7,151.51078600000002
NiRuO3,32.68175129
Ca5B3O9F,572.4100863
LiVO2,43.41962623
SrSn3Pd,1813.9483300000002
Mg(AlC)2,2797.5166329999997
Sr3In,581.2381673
Rb3AsSe4,276.49211030000004
SmSiAg,119.8508186
BaZrSe3,2878.6884670000004
UAl2,4.105493696
Na4S2O5,688.5355221
Li2Si2WO7,267.29485950000003
CaZrO3,856.7589617000001
Zr(Se2Cl3)2,592.4666632999998
TiMnO3,1056.7680599999999
HfGaCo2,45.85849245
RbMnF3,2519.164059
Sr5Cr3O2F,6.368399225
Fe3PH6PbSO4,27.46368052
Na2TiSiO5,1431.810982
Rb2PtCl6,1524.795333
CaCr2F2,42.10286099
Zr2Sb,286.5337347
ZrBe2,155.1019334
KTaPt,13.06468761
Ca2SbMoO6,239.9894743
TlZnAsO4,462.0784612
Ba2Ti2TlO7,274.4570685
ErFe2,555.5497244
PH4I,1846.858084
TmAu2,14.99199735
Dy2RuRh,889.0766576999997
Au3S,150.1045809
In3As,3426.523149
UOs2,809.5820201
AgCNO,1563.481105
VFeTe,1085.906805
DyCd,758.7216704
ZnSnSb2,2037.886502
Cu2S,1225.794143
HoSnAu,1189.148041
Bi2SeO2,3424.057354
CuNi2Sb,58.6568476
Ba3N,259.91228739999997
Ca(CdSb)2,1562.388258
Pd(SCl3)2,945.5291571
PrTeCl,1941.818227
Li2V3F8,344.4820959
AgTe4Au,235.9492386
Ca(VS2)2,220.66087489999998
Cr2O3,426.58146910000005
Ti3B4,243.479666
BaMnO3,688.2907242
Ce2Sm2O7,1325.910794
Ba(CuS)2,2175.18628
Ga2HgTe4,2257.953423
PuTe,3612.081039
W3C,267.79429419999997
SrAlGeH,2391.888234
BiTe,161.264063
Ti(MoS2)2,454.4575153
P2Pb3O8,1824.135638
Na3UO4,353.0308502
Be2Re,39.72012903
Zn2PHO5,746.8631356000003
VSbRu,3084.643298
PaRh3,1167.886192
MgZnRh2,197.88105980000003
YbGaPd2,615.8003309999998
LiAg2F4,2.09887739
Mo5As4,67.41656066
V2S5,1779.071355
SmB6,224.88774869999997
Na2(CaSi)3,86.29720218
URhS3,76.01467192
Li3H4Rh,4670.217107
TaO,118.5269899
Ba3SbN,695.1959336
MgSe2O5,1222.609535
Sr3Hg2,54.08741600000001
LiScTl2,3.457815787
Zn3Co2O7,493.31243099999995
HgPPt5,654.4371845
AcBiAu2,1351.388274
Rb3AlO3,256.0713591
Si2Mo,1490.762747
CaTeO4,311.2124108
MgPd3,495.95113210000005
SrLiP,3464.8002909999996
LiFe2F5,27.92388939
Ba2As,396.8944188
BaEr2CoO5,283.76924449999996
FeCuC5N6O,379.3193224
Y(AlSi)2,316.2372513
UVC2,234.5297465
Mn2V2O7,405.2516697
NaLiO3,18.9743525
ZnH2SeO5,883.4609332
MgIn5,8.570006779
TaO2F,2017.6911719999998
NaHoO2,2365.772224
In2HgSe4,2405.691108
UCoSn,85.64835462
HfGa3,205.2151702
US3,295.9411471
Mn2CoGe,35.62745927
SbPO5,453.23146610000003
NaSO4,285.4122594
Ti2CoIr,129.3101894
Lu3Ga,538.1491222999998
V2Zn3O7,1238.865627
CuHClO,749.6975736
LiYb2Rh,1079.78142
TbI3,1588.45225
Y3CuGeS7,926.2279841
HoInPt,2561.9687670000008
NaSbS2,815.0389289
Ho(FeSi)2,960.8014234999999
Al2Tc,256.4038401
Ho2TiO5,1363.814933
PaMn2Al,276.0809822
Sm(ZnP)3,1119.196716
SmB2Ru3,304.0166475000001
PaP3,972.5653647
SmAlSi,801.1864181
BaPr2ZnS5,1182.383462
K3Y(BO3)2,981.1744669
Ba2N,58.15805869
MnS2(NO2)4,239.62672220000002
Ti4Bi2O,1162.366356
Na2CN2,1383.165959
TiInCu2,92.35051916
HfBeSi,41.785397100000004
Sn4P3,2261.454179
Ti2Te2P,363.30054160000003
S3(NO)2,899.3894429999997
TaTiOs2,592.0376096
La3In,31.69665045
Tl3V,684.2375217
AcCl3,781.0020611000001
Sm2SCl4,716.2626134
UCuGe,842.6788379000003
Li2VP2HO8,53.52721817
MgAlF5,1047.169922
RbP(OF)2,168.8095888
Sc2AlIr,3241.7974679999998
U(BiO3)2,1198.635927
Cr3SnN,952.9002265
Tm3Mg,148.1324121
TlAs,258.9131537
SmLuIn2,12.66085918
ZrRu,78.76778137
NaV2O4,16.2365383
MnAlPt2,94.08737253
Na3Ca3AlAs4,843.7335191999997
DyHoIn2,132.5247879
MgCl2O,677.1774356000002
TiPt3,1458.3590769999994
CaSO4,1123.782923
Pm2ZnPb,304.3881555000001
PrLuMg2,12.36866048
TbYTl2,19.99538604
ZnRhF6,109.30701470000001
SrZrZn,771.2722146000001
HfB4Ir3,76.11974034
NdZrO3,62.91495603
SbBrO,2835.496764
HoCu4Pd,465.5221777
TbB2C,1506.0380810000001
SmSnRh2,2755.425677
KGaS2,1152.782632
SmCdPd2,9.356549874
LiSiIr2,301.64198030000006
MoC,71.46620008
Sr3GaN3,1693.363764
Ba(AgSn)2,40.65909026
SrMgH4,1104.717509
NaVO2,304.0068442
MgAlAg2,197.00917909999998
RbBO3,339.5036881000001
Li2MgBr4,2033.741369
AlCuAu2,2.8306836189999998
NpAl3,362.28963860000016
MoP,165.1521957
ZrC,102.2271022
Pa3Si,2.7714748030000003
Ag2BBr,35.90081615
Na6Ge2S7,241.84411949999998
YB2,218.4065082
Al2Ru,843.5757138
NbVO4,87.10794786
SrIF,1164.907672
Bi4Te7Pb,620.8730829
Al2ZnO4,2282.26467
Hf5Te4,316.4656113
Na4Ga3Si3ClO2,240.7375901
MgSbF6,797.0359186000003
YTiGe,1297.780839
Sm2Tl,280.7771913
TiNi2Sb,66.46559549
SmGe,197.5715039
DySi2,602.1450474
KSr3,224.8925176
CeTe,831.412926
Li2MnCl4,742.6001742999997
K2RbPdF5,59.35952526
BeVOs2,4189.553764
NaSi,2425.968315
Li2Ca,392.524272
RbBiS2,2498.4468039999997
USeO,297.17874839999996
SrFeMoO5,821.3912038
TaTe2,906.855717
Ti2ZnTc,403.6508689
Zn(BH4)2,1528.450243
VOF,207.4152561
Mn(SbS2)2,1546.779231
LiLa2Al,1243.566899
Er5Sb3,179.88691210000005
Li2MnSiO5,426.62786389999997
Ta2TiN3,4030.771802
DyAgGe,328.4362073000001
Yb3PbO,403.6948443
SrCu2(BO3)2,151.7166138
SmAs3,29.00304008
HoNiO3,853.7324543
Er(Fe2Ge)2,223.55467090000002
BaThO3,3970.9068020000004
CuSbRh2,1577.458633
K2Cd2O3,662.0071184999998
YbFe2,48.24761007
SrMgGe,1417.85274
V4(OF3)3,283.4892578
P4Se5,1126.0696380000004
HoSnPd2,600.9654464
Li3Cr3SiO8,131.334125
KEr3,210.52910609999998
La3Pb,27.76489833
K2NbAgS4,1274.362573
Mg2PdPt,638.1599914
TiTe,431.41006680000004
RbTmO2,1829.9412960000002
TlBrO3,1888.1300420000002
Rb3Hg,551.3920504
KAlSiO4,1118.521843
Ti2Sn,829.0267195
TaBi3O7,1345.111619
Bi2Se3,1593.427016
SmCu,388.2021459
HoBiO3,1119.495865
Er2Zr2O7,1949.1588390000002
LuSbPd2,38.28506820000001
LiScPt2,3476.228047
MgTaIr2,2210.300153
Si3As,0.0647968
UCuPO,88.00564187
Sr2As,95.1870243
ReTe3Br5,56.52674168
ZnCO3,1960.822096
BaAgAs,1177.814368
LiCrO2,642.4590752
Ni3S4,0.037629012999999996
MgCoPO5,213.5601715
TlSe,302.9689461000001
Li3VO3F2,854.3375292999997
YAgPb,100.7088041
Sr5As3H,569.7198256
SmTe3,120.7180868
Dy2MgAl,191.9815246
Sr(SbPd)2,18.5691643
KCuS,2185.386377
HoCu5,2269.433027
Li2Fe2(CO3)3,627.6636482999999
ErAs,206.1061743
MnNi2Sb,0.630427328
DyCdAu2,11.57350936
PuSi3,2285.6937510000002
Th(SiAu)2,5.640977472
La2AgSn,1781.689547
TmMg,245.5681951
Mo2H2O7,1119.977063
YbPmPd2,605.80069
MgFe(SiO3)2,334.896268
SiO2,3508.8551759999996
PrGe,121.4203048
CeRh,932.3520712999999
NaAlH2CO5,428.456688
Ba5Bi3O,84.26290833
Hg2SO4,879.8883549000003
LuAgSn,148.6409714
Ce(FeSi)2,326.3658722
KBa2Re,0.631328274
LaF3,670.4402811000001
RbPdF3,3.28125002
SrCrF4,421.1506078
NpSnIr,175.12629630000004
YCBr,166.2816939
TaAs2,395.5543771
Ag2S,290.4361412
Al6Tc,68.31005202
LiPt,552.8690326000002
V3Fe3(TeO3)2,15.28166493
MnSiNi2,147.99764009999996
TiN,167.27199030000003
Ti2GaNi,138.7020991
Mn2CdO4,563.4370594
Li4MnW3O2,155.9523042
Cd2Hg,277.5719012
KrF2,1407.064358
MnZn2SbO6,365.902251
CrNi2Hg,508.6046879
IrCl3,967.1078251
LaWN3,3200.9040019999998
LiTm2Co,186.21260900000001
YSiRh,102.90510479999999
Na2NiO2,1297.725792
Ba3SrTa2O9,226.8703482
LiDyO2,1618.167158
HfSb3,1107.167667
Mg2Nb2CoO8,8.323141363
Y(BiO2)3,1184.145172
Pm2CdSi,194.7439993
PuH2,105.02227090000001
Na3BN2,475.62786449999993
UPdSe3,185.5822568
Na6MnCl8,409.79285560000005
CaSiO3,2336.647736
LiMnPO4,143.5473376
Si3Ru,260.646558
SrGeO3,384.08084049999997
NbPSe,377.9435987
BrCl,1864.377272
LuSnRh2,3690.3135060000004
Ca3FeRhO6,684.0682638999998
AlCrCo2,78.94066288
CdPd5Se,505.9177119
MgFeRh2,43.32912876
YMgZn,1150.636112
PmSbAu2,3086.39052
Hg3(SF)2,824.0883853999999
KHSeO3,714.3845725
Li2VSiO4,101.6182638
DyAs,95.93217565
NaCa3IrO6,53.61635346
LiCdAg2,49.44427282
HgPb2(ClO)2,995.2423299000001
SbF3,1209.9458
K2PdO2,2228.0017980000002
TlBTe2,141.305917
GaTeCl,1171.0908
Ca(NiN)2,133.0383523
TmSbPd2,85.68181764
ZrTe3,4612.038343
H4INO4,219.9212775
K2FeCo(CN)6,8.018275649
LiErO2,1639.153468
Sr3Tm,1385.8692130000006
Pr(CoSi)2,1044.375248
Mg9Cu,245.84403540000002
Ba(GaSe2)2,1926.4920960000002
ThAu2,493.565834
TlN,736.4621557
Tc3Ir,1745.0637629999999
CeGeAu,127.3383576
SmYIr2,0.7410409929999999
AlSn,158.76335869999997
YbPd2Au,4.539243003
YTmCu2,15.86976906
As2Ir,3084.471923
U2AlCo3,2999.813041
NaSr3BiO6,716.8070244
SnHC2O3,1325.431251
LiZnP,3061.301443
Np(SiPt)2,411.3469016
LiSnAu,169.41275339999999
Li4CuNi3(P2O3)2,153.4601281
LiTm2Au,25.86487438
Ce2CdHg,1530.3531480000001
VO2,1618.2260939999999
Ca3Pb,458.27884689999996
BiBCl,188.72355100000001
CaZnSO,1627.0372380000001
Li3NdSb2,276.3554799
TbInRh2,3390.553899
Zn2SeCl2O3,440.2256092
CaPAu,1946.516772
NaHCN2,973.827858
Er2Te3,1663.7215529999999
MoSe2,771.5910738
RbU2SbS8,485.7999643
As2O3,905.1406037
ZnBi2B2O7,387.6267092
YbCo2,74.81776937
Nd3Al,21.36349799
MnAu2,53.10047625
Sm2InGe2,171.9281632
Pu3Ga,11.98615978
Ca3(MnGa)2,190.73184780000003
FePbO3,273.5597211
NaHg2,457.1413631
U(GeIr)2,656.7333477000002
Mn(CoO2)4,39.85562481
Ti(NCl)3,254.02783
CoTe,52.6441718
HfSiPd,261.168177
Li3Cu,744.0357917
Sr2LiTl,298.02349879999997
CdO,1837.7153230000001
BaEr2F8,145.1710678
Li5ReO6,1034.134207
ScSiRh2,2574.538959
AlAu,1078.131752
ThZn4,17.13938803
Mg2SiPt,967.2531403999999
LiGaSe2,1341.469828
Pm2MgGa,399.28792369999996
RbH,2616.72849
Mg2Sb3O8,239.9790711
CoSi,2296.449467000001
TiZnPd2,1880.203942
U(FeGe)2,154.1224663
Cr2GaC,203.4368354
HfBe3,1.494431564
NaAlO2,1627.197331
ScInIr2,1019.494333
CaCrF5,237.23469599999999
Pu2W2C3,254.1971934
SrZrN2,1722.627676
Ni3B,996.5624224
TaBe2,1696.4097219999999
Nb2Cd2O7,968.8160101
LiTi3O6,429.8587568
Zr2SbP,371.1763963
Al2O,1201.92174
Sm(NiBi)2,113.92919170000002
Tm2IrRu,1151.110496
ReH3,283.2014996000001
Pd3S,113.7327645
Rb2Te,693.2552097
Nb3Cr,11.83006116
Nd2IrPd,707.8341884
AlFeF5,1725.4325079999999
SmSe2,32.11447844
HfCuSi,977.7896245
Bi(TeBr2)2,433.10078830000003
Ti(CuS)4,1010.550383
Rb4Fe2O5,167.90023269999998
BeSiIr2,3.266594258
RbHgF3,3342.512964
Yb3Sm3S8,3213.511457
HoAl2,172.9661273
MnSnRh2,779.4453844
Ba2TlCd,981.9898390000001
Sm(GaPd)2,618.6241338
NbBW,89.31591393
TeOF2,829.9517998
AuBrO2,1600.597314
Sr3(AlP2)2,939.2418177999999
Mg(SnO2)4,2074.682957
RbH2OF,194.8359835
SmGe2,118.45658689999999
TbCo3B2,173.4843341
TiCl3,381.7903546
PrB2Pt2C,801.3390636
Mg2Sn2O5,2003.4865579999998
CdAs2,2241.435667
Ag2GeS3,1374.56314
Ca3BiSb,1290.579192
Rb2Hf2O5,1529.3966990000001
LuCu2,22.35938318
Zn2PdRh,69.73254703
CdAs,765.4927075
TbMgCd2,80.5651462
Mg2PtRh,774.2169068
Li5Fe3Ni2,153.0916709
K3NaCr2O8,627.6893086
Li(FeP)2,2501.341841
TmAgPb,61.21139805
CaCuF4,762.3007991000003
YbFe2,125.1068571
TiSnO4,907.8992979000001
In2HgTe4,2574.080695
Cr3N2,483.26355159999997
ZrN2,386.0525916
PrW3,0.158932421
NaGaO2,313.1494645
Sr2CdAs2,1345.543347
BaCu,773.396163
Tl3Ge,1130.040415
SrNi5As3,403.66490699999997
Cr(InS2)2,200.1320105
ZnCu2Ni,525.3693682
Ba2UFeO6,4342.316111
LiEr2Tc,1146.069006
NaZnAs,2698.5240129999997
YSi2,1853.252963
Sr6Li23,0.130603577
Fe5Si3,666.8188613
NaPrAu2,4.31487339
NdInO3,993.7552053
Ti2Si,1203.056826
RbAu(SeO4)2,1099.696543
CuTe,333.9209798
Ho2Ge2O5,875.0539802000003
Na2FeO4,657.2280802
Ba2LuRuO6,196.08429030000002
PH2F3,686.2431911
Er2CuOs,72.29297043
NaCaFe2(Si2O)2,61.68767128
NbAlNi2,187.6618778
ZnPS3,2114.642069
Na8SnSb4,905.3859889
Ba3Ca2(SiN3)2,869.8931462999999
Nb3PbS6,836.2225258999997
Ba4LiCuC2,1073.567043
TeWCl9,3.1320831589999996
CeSi2,1799.687131
Mg2NiSbO6,512.9799526
SmC6,13.97470805
NiH4C2(S2N)2,90.26294397
Na2GeTeO6,167.97805290000005
Er3AlN,797.213922
FeCu2SiSe4,563.4201132000002
TiFeCoSb,17.34340559
YbAl7Au3,180.1588948
Dy2Co3Si5,433.8356432
FeF3,594.1251179999998
K2Zr7Cl8,13.56425652
Mg2FeN2,246.6823344
CI4,1145.638834
PaPt3,1196.619075
NbGaO4,1134.358769
KCrO2,1276.738769
CdInPd2,366.3403735
CeCr2Si2C,227.01620809999997
SrCuSF,1690.118989
NaAgO,38.16660411
ThNCl,3635.1800719999997
LiAuI4,808.7788774
Pu3O2,571.1826654
NaYb(PS3)2,413.8731247
Al6Cd4TeO2,203.125115
Pr2Zr2O7,1406.853681
IrOs2Br,86.67531784
NbCrGe,289.2863217
KLi6BiO6,1675.2221849999999
Tm2Fe2Si2C,29.41047104
Si3Ge,26.41276123
ThAu,114.5993812
Li2SbAu,46.73814876
Li3SmBi2,395.5601156
Sb3O7F,252.4113585
CdSO3,660.3452772
Ca3N2,1750.2438140000006
BaCe2MnS5,95.74776566
BaZnBi2,3850.378848
Co3(SnS)2,119.92044469999999
Li6Mn5CoO2,330.3882101000001
RbCeS2,669.7677151
Li5CoO3F,68.26641972
Sr2CuO3,104.4266425
RbCoCl3,94.13398499
PrTl3,1370.24979
Cd(AuF)2,120.8889825
Na2CoS2,208.1877371
TlPt2Se3,2805.944991
BaSiO3,807.1129397000003
CaIrO3,1042.472395
LuB2Ru3,177.5134448
KAsO2,398.7163477
TiFe2O5,288.4723046000001
Hf3Zn3N,182.077131
KTeF5,417.01406230000003
Dy5NiPb3,1583.65238
BOsO3,530.8377422
Pr2ZnAg,88.43406145
BaHg3,185.59162690000002
LiV3O8,278.75341569999995
MnP2,198.0798815
LiBO2,921.4049999
Cd3TeO6,970.7310511
Dy3(AlNi3)2,33.769445000000005
K5CuSb2,1189.382442
Y3Ge4,248.23335550000002
Sr2Sb2O7,1163.3681689999999
Zr2CoSi2,158.23296000000005
PrB6,171.57723330000005
Yb(MnGe)2,264.15652769999997
VCoSn,2084.666959
NbTeCl9,253.25395780000002
USb2Au,232.02693969999999
SmTmRh2,224.02753109999998
KZrF5,39.82532943
Li4Mn(OF)2,783.818403
Na3Ni2SbO6,358.8858287
NaAs,92.29041009999999
TaAgS3,399.9052075
RbNiF3,184.06309009999998
Sr2YTlFe2O7,56.40232449
Ti3Nb,126.60630900000001
NaCo3,1024.419704
CoGe,2.671330285
TcIrOs,262.3541902
AuSeClO3,436.12274510000003
Pa3Al,1040.911176
GaTe,1011.252578
Y6UO2,341.3965726
Ca2InN,156.1680911
KYSiS4,1168.4294869999999
Li2V3FeO8,44.73036147
BeCo2Ge,1397.334402
BaSn3Pd,784.2959807
ZrAlNi2,1.098194283
Zn(GaTe2)2,2442.446789
Te3SeO8,569.454487
Mn2AlV,28.58823647
Al5W,89.57197165
Sr(GeAu)2,67.87641484
YAu,309.9949168
NdInPd,1299.662418
UPS,192.9404704
Ho6ReO2,43.55151491
W3O7F,218.48182250000002
LiTiIr2,1366.715702
SrNiF6,769.8723221
AcH3,686.4267214
ZrCrFe,369.4853778
FeNiN,574.4112561000002
KErO3,58.0297981
RbTeO3,14.21763825
Mg(BH4)2,2660.2570309999996
MgMn(GeO3)2,152.0905536
SmAsO4,301.4889913
VSnPd,9.867445221
BaHg2,763.1596334
SnI2,1803.8856469999998
Nd2Co7,33.08840302
P2WO8,356.4042541
LiCaF3,1626.927505
SrCrF6,27.66934364
BiMoRh,53.40579938
BaSr2I6,820.5643212
PrCr2Si2C,421.9947913
Hg2GeSe4,2456.774554
USiS,1407.100858
Li5Ti2V3,832.9866979
MnPt,639.4892165
Tb2Pt2O7,1487.569651
Nd(GeRh)2,1331.5783199999996
Ba2AlNi3O8,87.30032139
HoSb2,277.43320239999997
NaVO2,636.0468057
Mg(BeN)2,1750.598657
Pr2AgIr,70.61748106
KCeS2,581.3950054
ScMn2,338.552862
BiSbO3,1040.40684
Ta2O5,789.0973195
Na3Mg,251.71848219999998
OsSe2,61.86028843
Li2AlRh,478.63992410000003
Te2Br,1374.412625
MgW3,619.1072489000002
Cr3(OF)2,324.3745065
Na2SnTeO6,682.0711176
Y2AlSi2,518.2997121999998
TlGaSe2,1205.557251
Zn2SiO4,830.5760681
Li2PmGe,765.8973823
TbN,2133.168414
Zn(BiO2)2,1251.730852
HfCuSi2,303.2701341
ErInPd,1202.269213
Ba3(AsO4)2,696.2209387
Rb2In4O7,739.0871967999999
Zn3Hg,511.1342557
SrGaSn,537.5563860000002
TbAu,126.22428190000001
Rb4SnO4,193.9009488
TbH3,835.928711
KRb2YF6,66.92430776
Hg2Sb2O7,37.54178811
Nd3PbC,1421.184775
Te4O9,812.891069
HfGaRh2,541.0342785
SmBiAu2,1602.320707
Sr(SiAg)2,80.80514756
CePrO2,4100.789563
LuGeRu,1045.5679910000001
YZnSn,269.79053010000007
CeFeSi,6.830273503
Lu(MnGe)2,756.9299511
SrTiO3,2317.543882
Sr(H2O3)2,206.7899773
SrIn2Pt,169.1003025
Hf2Au,393.64983650000005
InP2Pb,0.539726229
Na2Co2O3,505.44237699999996
Dy2Se3,1294.020335
TiMn2O4,274.5482428
Dy2AgRu,96.27215255
TiPd2,368.1353542
LuAgPb,75.32500199
HfFeGe,56.67626245
NaTl2InF6,2357.360977
LiYGe,383.2808888
YbErZn2,140.48091440000002
Rb3Co,571.7500017000001
HfMn2,189.9212399
Ce(SiIr)2,1336.097908
ErInAu2,362.8124015
MgTaRh2,46.6191029
DyZn,83.71709887
SmSiO3,699.3506914
Mo3Ir,1914.6906350000002
DyI3,1662.201264
LiRh2Pb,1202.75478
SF4,689.013605
RuCl3,149.9991787
PrSi2Mo2C,654.9571659
SmRh3C,211.13746809999998
MnPO4,465.5863091
TaTl3S4,2564.1008
Ti3TlC,3517.5286880000012
BaAlCuAgO5,2331.495798
Li2TiCuO4,372.2967354
Sn4SF6,584.1658813999999
TlF,2378.616216
SrF2,1414.8194349999999
NaGaTe2,2443.537883
Li8Al3Si5,213.93772459999997
LiHf2Re,152.4189081
YAlPd,3.4622751060000003
Ca2FeIrO6,136.18104350000002
TlCuPO4,19.78118122
CaBiAsO6,649.6009556
Ca(NO3)2,454.44713889999997
CeMg2Cu,547.4190693
K5Pb24,671.6192255
Er(FeO2)2,353.20806
YbErPt2,702.9593453
TiAl,556.9644099
TbAgSn,519.8340191000002
BaMgCr4O8,255.42982999999998
HoThTc2,1037.7086259999999
K3H5Pd,688.6375039
NbCoTe2,214.97573939999998
TmAl,473.6548573
ScIr3,46.27736311
Ca(BN)2,1051.606536
RbSbF6,188.01437969999998
NaMoO3,71.02633853
NbGe2,974.9808452
MnVNi,1365.702064
VCu3Te4,2271.7088129999997
Li3Pt,124.07048540000001
Ho3Lu,558.7860827000002
CrN,823.8304227000001
Sm5Ga3,319.0829201
Rb3LuO3,50.32882526
SrTiO3,2322.161101
SnC,3113.29981
AuSe,508.821781
ThSiPt,15.10881524
LiZn2Pt,293.77716539999994
TiCdO3,1725.030532
SBr3,69.67249342
Sr(ZnSb)2,657.4783238
ZrAs2,770.404052
Lu2MgGe2,159.1506795
LiCo2Ge,306.68155299999995
BaYCuSnO5,9.649554271
Ba2CaCu2HgO6,2.34262647
Li5MnF8,202.9910866
Zn3Ir,452.42455199999995
Sm2Mo2C3,909.1136531999999
Li5Ge4,967.9548758999999
KCuCO3F,307.4402034
Ba(PRh)2,76.89402779
Mn2CoSb,770.9831703
Er(CuSi)2,1710.802175
MgGaRh2,826.0149187999997
Li2MgSiO4,492.6069351
Sm2MgRu,225.15951580000004
LiHo2Pt,551.9782825
KUCuS3,570.9502924999998
Ta3Sb,195.52059330000003
Hf(MnSn)6,647.3926057
NaSrBO3,824.5638296
Li6MnFeP2(CO2)2,415.58654110000003
NbSiAs,313.1194571000001
SmDyIr2,0.490459414
NaSb3O8,806.9429869
TaInO4,558.2051868
Li2Cu2F5,49.13615377
Li2CoNiO4,762.830591
Ba2ZnAg2(SeO)2,1619.904851
VZnF6,34.28330608
MnAl6,12.65170152
Mo8P5,275.82011989999995
Sc2Ni2Sn,77.76370479
NaHO,1766.912344
Na2Ti3Cl8,108.3641652
UTl2(TeO4)2,364.506598
Li2FeCu(PO4)2,447.46186280000006
LiCo5O5F,892.7365173000003
YSiAu,1579.337357
S3(NCl)2,924.4502847000001
Li2VGeO5,239.8429889
Zr3ZnN,908.5331937000001
BaSiTc2,19.310894
Na2SbAu,4866.974714
SrLi4N2,624.6475247999998
RbCaAs,1064.983015
Mg2Ta2SnO8,429.7545932
Ca(BC)2,3745.269279
Al5Rh2,17.09081356
Ni2B,123.4489473
Ta3PbS6,731.4829758
TiPtPb,3646.9706090000004
Bi(PdO2)2,644.0350900000002
LuTaO4,964.9287005000001
Li4Cr3FeO8,399.0595613
HfAu,418.0506244
Sr(RuO3)2,443.42082589999995
UC,2759.925296
Sc2Al3Ru,466.6373798
ErCdCu4,79.43952124
U(GePd)2,163.5171669
Li(NiO2)2,257.2047886
LiCa4(BN2)3,2189.250167
HoMgIn,891.0331117999997
Li3MnF7,432.205071
La(CoGe)2,417.92918560000004
Tb2TeO2,4961.046432
GeBi3,90.09737997
CoN,381.78129049999995
Zn(CoO2)2,2202.313173
MgH6(NCl)2,1091.157479
BaBrCl,560.6310616000002
LiF,2864.729032
Na3HfF7,353.15439150000014
AgBiO2,1886.3874870000002
Ni(AsO3)2,532.2131667
Hf2SN2,739.4757668
BaC2(SN)2,357.6493064
NaV(OF)2,2051.774797
Ta9(NiS3)2,257.01389190000003
Rb2NaInF6,584.1387043
Ti5Pb5O4,878.4586734999997
Rb2SiAs2,1287.977806
YAs,70.46748509
Li2Fe(SiO3)2,4.155177242
NaSn2Cl5,880.3428694
BaHgO2,2973.5148
Li3FeOF3,82.73188259
Li3V2P4(HO3)2,32.80644263
TlCu4S3,2863.282053
TlSbO3,930.3650332000001
SmBiPd2,0.464446119
MnPt3,80.41033386
MnHg,1330.031693
Ba2TmReO6,646.6799424999998
SmTlS2,1200.0962
Bi2Te2W,563.8279655
DyMgAu2,34.27824901
NdErTl2,0.328293785
Ba2Zn3(AsO)2,2568.770434
LuCo2,264.1201159
BaAl4S7,797.7095778
ScRh3C,569.0750893999998
ScN,156.1542483
Li8BiS6,17.83072867
Mg2AgIr,580.6570795
Rb4NO,222.2989785
TiBeZn,24.57240318
Na4WO4,3337.60993
Ba2Pb,1458.781032
LuAlB4,1149.473241
Al2CdS4,3625.1701409999996
SmGeAu,122.25325149999999
Ca2Mn(PH2)2,225.46706129999998
SbClF8,60.33662865
Pm3Si,31.4630021
RbLiCrO4,788.1694693
Ta2Be,3195.10102
Mn2CrO6,711.2120187
Pr2ZnIr,243.8949623
Dy2C,71.67023748
Li4TeO5,884.1111186
Ca(BIr)2,1964.2386800000002
TiGa5Ni,1181.371683
BaSbPt,241.83009159999997
AlN,3110.016985
ScH4Pd3,160.2233901
NaCu,77.20220698
Sm2MgIrO6,12.93558204
PCl5,205.4358408
HoIr,289.7280903
CaPrHg2,145.80132969999997
HfNiGe,1023.180427
PuRh2,639.5991372999998
Zn(SnO2)2,928.0659890000001
Tm2Ni2P7,237.5439519
AlAgS2,1455.7137710000006
Bi4Te3,2138.6941079999997
NaInS2,2804.234121
Ho3(AlNi3)2,1.720233151
Ba2SmReO6,561.3931112
PmZn2Cd,422.18283310000004
Ca2N,255.622269
BaZnCO3F2,109.84633000000001
YAl3Ni,343.6450785
AlH2(ClO2)3,360.2971242
BaCaAlF7,36.21763125
CaSiNi2,962.3870082999997
SrSiO3,2502.168275
Tm2CdHg,591.3813874
DySnAu2,0.465211754
NpN,106.4583189
Cd2As2O7,1168.292818
Mg3P2,2801.465956
Yb4Bi3,88.80970323
YbYRh2,59.07472437
CdSiP2,2712.7137199999997
ScReTc2,1971.016176
ZrAs,1103.5578369999996
Mn5O3F5,264.7545644
BaZnSi,498.80381780000016
Ga2HgSe4,2241.592835
ErTe,545.5577899
TiZnPt2,524.2611317
NaNbN2,3910.432177
KNaSO4,516.6741893
V2CuBr,4.886921657
CuAgTe2,758.6695456
PrY3,693.7567326000003
BaTe,2482.784589
LiMg2Rh,510.3456807
SCl,235.1799491
Co3W,2547.572498
PrMgPt,213.08726569999996
SmH2,13.84839522
PuRh3,40.22514048
MoSBr,417.5343186
NaZnP,4100.556858
Er(SiRu)2,853.9157338
TaTiFe2,2522.194659
UBe3,1120.179437
