pretty_comp,n_Seebeck
Rb2TaCuSe4,-309.8754133
Dy(GePd)2,-9.642348267000001
Tb5Ge3,-44.189773
BaHo2NiO5,-42.06096533
BaBiAu,-5.669309267
MgSnF6,-164.2922033
TaTeCl9,-275.8972567
SrZrO3,-275.7526267
BOsO3,6.9465783
NbCrSi,1.235370667
SrNbO3,-10.649101
NaAg(NO2)2,-357.79540330000015
Ni(Te2O)2,-137.54509
TbCuPb,-28.95022
Li2Fe2OF6,4.7713064
SrMoO3,-2.6554802000000004
PSe,-330.1421133
Ba2Ge,-101.1923633
Na5GeP3,-249.6759167
MnPt,-9.1368665
Ni3Mo,7.806401667
Sm2AgRu,-8.7421044
BaCuBi,-105.656945
Sm(HO)3,-139.2424233
KAuBr4,-185.03198
Ba(AlTe2)2,-111.83443
ErTe,-8.815396567
LiAsS2,-219.06430330000003
TlPPd5,-6.532826833
HfSe2,-273.0862167
TmBiPd2,-4.570778099999999
KNaSO4,-150.558
Er3PbC,-45.226749
ThCdAu2,-2.3609992
Mn3(OF3)2,8.386734567000001
V2FeSe4,6.976393167
SmAu3,4.263071
LuBr,-19.1919704
HoN,-143.23082
YbMgNiH4,-324.91631
Sr2CdPb,-58.908409
NbRh3,7.7135886
K2RuCl6,-11.873228999999998
FeNiN,7.543675267
Yb2AgPd,-15.085637
BaNa6O4,-109.36578
Li2AgHg,-3.2523449
TaTlO3,-304.45977
LiSbO3,-104.85167
MoP,-0.2796816
HfSnRu2,-53.11731700000001
As4Se3,-216.8567633
LiMnNiO4,-15.3781059
BaGaSiH,-229.0874067
FePH5CO4,-412.64429
LiBi3(IO2)2,-156.10086669999995
Al2FeCo,5.8964355
HfAs,-28.974364
HfTl3,1.2181574
KBiO3,7.268583400000002
NaAg(CO2)2,-322.02947
BaSnHg,-39.149315
BaMnGe,6.4911974
Y(SiIr)2,9.641862233
KNdTe2,-241.2915333
SmSiAg,1.568508333
TaGeRh,8.490289433
Sc2PdPt,8.4087382
SbP(OF3)2,-202.9395767
K4UO5,-362.7682267
Y(BiO2)3,-224.2827067
Ti2MnAl,8.271877400000001
Na2PdF4,-481.85631
DyNiC2,-22.67920957
LiC6,-8.278671567
Ca(Cu2P)2,-15.85109933
NaLi2B(PO4)2,-143.03738669999996
PmGaAg2,2.541525
Ba(SbPd)2,-2.949240067
K(AsRh)2,-18.112675600000006
TeAuI,-340.7286067
Zr3Ga2,-25.14950633
MnCuO2,-91.50424733
Ho(FeGe)2,-12.42483383
As(S8I)3,-324.1367
Sm2TlZn,-22.69104500000001
NiI2,-36.64888767
TaH2,-11.51438467
ZrTcCl,-24.710253
Sm3CuSnS7,-262.2384733
H4BrN,-107.1319133
NiGe3,-7.24943522
Ti3Sn,1.1786206
Li3CrSiCO7,-362.4403333
Rb3ZnBr5,-80.59519633
ScSi7Rh3,-16.16199967
NaSr3BiO6,-142.3558733
In2GaBiS6,-248.4722333
In2Pt,-0.5312225
DySn2,3.4051392330000003
Nb3Au,-21.241191
TiN,-3.814269033
Ag3Sn,1.9946117
K2Te2Pt,-223.5005733
Li2Mn3CoO8,-100.3583143
Mg(AlSi)2,-37.163034
TaAlO4,-264.72337000000005
Dy3InN,-18.97713
Ag3O,-6.549832167000001
LiTiFeO4,9.522136667
Ni3B,-22.68486233
LaReB,-8.888434
YbAu3,6.935073367
Rb3Cr,-9.1190983
TaTiFe2,-23.420677
SmAl4,-10.68297487
Na3BrO,-96.782534
PrTa3O9,-272.7372067
Zn(FeO2)2,-15.618336
Ba2YMn3O7,8.801809667
LuS2,-8.264190567
LiZnSb,-260.5599133
TiMnRh2,-22.752625
Ta2Sn2O7,-359.0551567
NdMgZn2,-4.815972
Li2AlPt,-4.8072178
ScIr3,2.4608993
K3Ag3As2,-188.04516
LiHfPt2,-0.40164129
YZrSb,-18.86554233
Li4MnCo3O8,-39.14647767
PrCuSn,-11.46124223
NaHS,-113.5662367
ZrNi2Sb,-10.420496
Tb2Si5Ru3,-0.342471577
LiTiVO4,-5.093889333
KPrTe4,-252.822
MnSbRu2,0.56153716
AlBMo,-32.954458
Ti5Si3,-7.351509700000001
Li2Ti2V3,-16.96845797
Ca3SnS5,-201.9629567
Nd(GePd)2,-9.488379067
Re3Tc,-1.844647553
CaBHO3,-94.79239967
SmDyO3,-271.28375
Na2Ti2As2O,0.4612742
Li2AlNiO4,-99.41228667
PuO2,-29.565668
Rb2Ni3Se4,-300.5203833
HfC,7.0657130000000015
Ca2Ti3O8,-375.4940367
NaSnO,-30.4578156
AgPbBrO,-68.91288967
NbSiIr,-3.958219833
BaGa2,-12.17602767
Dy3(AlNi3)2,-7.1267747
LiScPd2,-17.970792000000007
Ti3SnH,-20.945798
SbPd,-6.9449148
CoAg3(CN)6,-362.4554367
TmThTc2,-16.788778
Lu2CCl2,-256.90642
Th(AlC)4,-37.7316709
RbZnF3,-109.0349973
ErCo3,-17.499377
Zn(PO3)2,-135.80410669999998
CeCo2,-31.461431
Rb2NaHoF6,-153.60158330000004
BaHfMo,-4.0171086
PaP3,-4.273839333
CaLuRh2,-6.572894
Be5Pd,0.387153473
ZnBiF6,3.583146167
NpN,-26.4774
Mn(Sb2O)2,-336.3040299999999
PrAu,0.38962362
Sm2PbSe4,-225.7880767
TiSiPt,-247.04639
K2Hg3(GeS4)2,-99.90584733
Ca(BH)2,-152.90406330000005
BaAu5,-6.962435332999999
NdMg,1.6511194
Sm2ZnGa,-7.0079481
PdO2,-4.5012694
YbSn,-20.80161967
RbAu3Se2,-209.54723
ZrBe2,1.0298842
Lu2In,-4.058195283
TcS2,-362.7793167
MnGaNi2,-12.403848
Li2MnCrO4,-107.0706837
CaHfO3,-225.39513
RbCl,-90.429259
Ho2CF2,-235.4696033
Ti2TcIr,-33.081052
CdSnRh2,-20.246437
CI4,-162.8596167
TlCuIr,-5.3772992
Ti2AlZn,7.6346337
RbSmS2,-270.10990669999995
Li2TlAg,-2.4014662
Pm2SnHg,-4.7605017
Nd(SiRu)2,-5.271212067
Al2Re,-2.6267835
MnAl2O4,-390.6061867
Pa3Ta,7.677202367
Rb6AlSb3,-77.64483067
K3Cd,-15.643992
K4Sb2O3,-99.79277933
LiSbTe2WO2,-168.6442767
K2NaInF6,-154.04488
SmTmRh2,5.3697292
TaGaRu2,-33.464033
UAs,6.8175035999999976
RbMnAs,6.300555332999999
NiH4C2(S2N)2,-387.1247967
K2ZrSi2O7,-305.1484533
Li2MnBr4,-323.6220167
Ga3Pt2,7.431792732999999
TbSb,-11.006768
LiY2Ir,8.2649015
Mn6O7F5,-18.60900077
TbTmRh2,1.7791952000000002
VTc,3.8194774
CrCo2Si,-4.575371
Mg(NiO2)4,-41.18938967
Sm2As4O9,-357.09303
SiHgP2,-1.557873
VGePt,-15.50026667
TbFeC2,-27.96453767
AuSe,-37.335197
AlFe,5.289907
CdRhO3,-1.0868883
CsSnI3,-188.931
Be3Tc,1.5907697
Ba2AlSn3O8,-4.255355893
InCoSi2,-17.414557000000002
LiCd,-1.5186641669999998
TlNO2,-299.1824033000001
Li4Mn7(OF2)2,-338.96006
Li3Ga(BO3)2,-138.0133367
Y3SnC,-21.693053
ScGaCu2,5.632094067000001
U2PdS4,-11.30040067
DyCuPb,-27.28498267
Pr(FeSi)2,-6.8665088
AlV2C,-2.5143308
Li4AlCr3O8,-306.2256467
IClO3,8.373235300000001
LiCu5F2,-22.247122
RbYTe2,-236.6574267
TaTe4,-21.70647233
Sn5O6,-270.91775
Fe4OF7,4.923183267
Sr5P3O2F,-117.00553329999998
LiAl3Si9(N2O)2,-126.8710367
Rb3Sb2Au3,-207.32849
Ca(AuF)2,-311.62654
MoS2,-348.8779033
AlFeCo2,6.260620200000001
Li2BeF4,-175.49458
Mg(NiS2)4,-29.20798467
Ba5Ta2Cl2O9,-159.4513267
Er3Al2,-1.589758333
Sr(NdS2)2,-224.8540033
Tb(Fe2P)2,8.041479267
Ni3Sn4,-3.562787567
Li2CaSi,-101.42421
Yb(FeO2)2,-3.926635667
Pr2SiTeO4,-308.7264933
InSb3,-1.4043101999999998
Li4SeO5,-173.99962
Ca(CdSb)2,-76.44836567
NaSi2BH2O7,-152.62119669999996
CaSiNi2,-12.28936833
Nd(GeRu)2,-3.159344367
NaH3SO5,-159.7885433
SmErMg2,-2.8570579
Ni3(PbS)2,-49.53698933
Sr2GeS4,-234.9438067
HoCd3,8.862142033
Tl3AsS3,-192.41938
ThCdHg2,0.46585823
Rb2LiTlCl6,-120.64612
In2Si(AgSe3)2,-48.27034
CrSn(PO4)2,-16.9760664
K6CoS4,-242.2660567
K3W,-19.660282
Ca2Co3O8,-10.14148333
Yb3Sb5O2,-18.360347
PmCd3,-4.870814
V2ZnO6,-412.4120333
YbMgCu4,-13.173014000000002
LuB2Ru3,-1.618310867
Cd4(B2O)3,-146.09221000000005
Al2Cu,-0.806970387
MgTi(GeO3)2,-340.7555200000001
Ca2MgIn,4.9371012
ErCo3B2,-6.4578731
SrUS2,-48.03717233
Mg2SnO4,-84.14276267
K2Pd3S4,-295.44572
HfSb,-5.100387067
PmBiRh2,-21.485315
Th(SiAu)2,-1.01202643
LiZr2Os,3.0187214
HoPtF7,-386.6572367
Li2NdAl,3.303039
SrPt2,-10.863671
LaGaAu2,-3.5842019
Li2Fe3TeO8,-39.21787
Hf4N3,-0.73899869
NbGaNi2,6.4003572
NbNi3,7.6473308000000015
K2TeSe3,-301.4427967
Al5CuS8,-226.87204
SrMnO3,5.0627961
ErAlAg2,3.2084129
Pm2ZnSi,-6.3698856
NdInO3,-128.05786
TlPS3,-281.5005700000001
PrH,-7.196274367000001
Cr4InCuSe8,-332.97283
ErB4,-2.956796067
TbIn5Rh,-1.4078999330000002
Zn(BiO2)2,-145.95518330000004
Sr2MgUO6,-420.9987
HoScRu2,-3.3599241
SmGe2,5.743847033
RbRuF6,-414.1647567
Al3NO3,-113.2148767
DyAlO3,-166.90176
Al2FeO4,-185.0421687
Dy2Pb2O7,-91.825609
DyLuMg2,-6.5810217999999985
KCaCl3,-105.9966133
Cu2WSe4,-26.3427403
Ag2F,-0.5319938329999999
NaNdTiO4,-192.38798
Ga3Ni2,0.487917124
SmZn2Ag,-1.417944267
VCuO4,8.3019488
RbTeAu,-133.62791
NdN,-76.88735867
Cd(AuF)2,-360.7234533
PrBr3,-295.10217
CdSnO3,-16.581170999999998
ZrInNi2,-1.7404326
K2PbO2,-187.6378067
AgPdO2,6.0563921370000005
Ba2NdSbO6,-215.87716
Sc3RuC4,7.477598367000001
YbPmAu2,0.27545839
Rb3BS3,-339.6755567
Pr2CdSn,-7.4591262999999985
K3ReClF6,-408.7954567
Sb3Ir,-106.51931
KDyS2,-273.62733
Li2PrAl,-9.8426127
SnTe3,-0.08035737
K3NaP2(O3F)2,-139.33706999999998
Li4Cu(PO4)2,-356.6401567
K2AgAs,-158.42503330000005
Sm3AlC,-11.42016
InBrO,-76.39793033
NClOF4,-413.2665233
Sr5As3,2.82966463
LiAlAg2,0.868062267
YAgSe2,-205.4498133
TaMn2O3,-11.37025567
Y2C,-15.63549183
Pr(CdP)3,-269.84063
RbLiBr2,-98.44908067
Tm2MgGe2,9.3181397
Na6ZnSe4,-69.67440867
TiZn,4.4838587
TbSiPt,-0.6860399
PrBPd3,-8.665734800000001
K(BH)6,-163.66629
SbTeI,-199.6346933
ReO3,-5.3391445
NaGaO2,-104.2153013
NaCrH8(NF3)2,-331.4339667
NaDySe2,-243.1031733
ScInIr2,-37.95262
NdMgTl2,-1.917625
Sr2YSbO6,-125.14055
BaAl4S7,-133.33599329999998
ScAlCu2,8.603163432999999
P3Ru,-239.0073
NiSnRh2,-20.44243167
LiHF2,-164.56118669999995
K2Se3,-204.6875867
Ti2Rh,1.4969732669999998
IrF3,-465.48244000000005
K3AuO,-196.38704
CoAs,-0.267019233
YbB2,-9.3628343
HoS2,-2.5892588
TmNp3,-14.928062
ScInCu2,5.582574367
Al2O3,-109.1413033
Li2CuSn,5.824561
HoBi2BrO4,-79.17019133
Sr(ScS2)2,-148.30474669999995
NaZr2ZnF,-370.2957367
Yb4As2O,-94.613906
MgB4Os3,1.130783433
Tl(CoSe)2,-2.376916833
Cd2H2SO6,-113.5518
ZrCo,-18.858094
Mn(BW)2,8.203197633
Mg3(BO3)2,-105.2834797
Ba3N,-11.0071606
PrTe2,-7.945859932999999
BaSiB,-15.737694
Sr3ScNiO6,-95.87183967
LiAlO2,-138.40946330000003
RbFeO3,3.1973429
H6CIN,-143.4072533
TaTlPt,-265.35966
Ba4ErRu3O2,0.5824010000000001
NdTe2,-9.19903724
NaAc2Sn,-18.289543
NaLiO3,-2.1542834
TbYbPt2,-9.189896
Pm3Ge,2.0682942
NdGaO3,-11.045875
HfCuHg2,1.199293767
Te(HO)6,-131.13151000000002
Tl2Sn2S3,-81.29936
Ho(SiPt)2,-11.769121
TiZnF6,-478.0056433
Sr(Ni2Sn)2,-14.51663633
Ta6Si7Ni6,-20.200381
Sc2C,-18.045967
VB2,4.786936073
Cu2GeSe3,1.976361133
Ca(Ti4S3)2,-74.03851267
PrCo5,6.269024667
Ba3(AsO4)2,-119.8997733
Er2Te3,-176.6534033
Co3Bi,-6.817082332999999
KHgSb,-49.07729000000001
Tm2CuOs,-2.6092928
CaFeF6,-47.93705
LiRhO2,-369.65887
Bi2Pd,-11.04812633
PbCO3,-122.0935033
Sm3TaO7,-322.92138
GeMo3,-9.6144104
Ca3SnH2,-109.6847733
Sn(BiTe2)2,-214.68107
Dy3TaO7,-299.4204933000001
BaPr2CuO5,-363.9787067
TmIr2,4.751475533
PrC2,-8.510564567000001
GaAsPd5,5.351970333
TmBi2IO4,-70.13623299999999
Sc5Sn3,-47.43688967
BaNa2O2,-101.7920867
InAsPd5,-3.978030867
ZrBeSi,-23.648863
HfBe3,1.332033733
MnSiRu2,-4.1258069
TbBi2BrO4,-80.620412
KAuC2,-221.8340367
CaCdAu2,-3.8817635
BaNdO3,3.8964303
GePbO3,-5.596287
DyTe,-8.924409333
LiYGe,-42.688546
DyTh,7.056588099999999
Li2AgSb,-173.61269
NaPaO3,-310.4909600000001
LiMn2OF3,-348.8732633
Mg(ScS2)2,-227.49183
BaHfN2,-184.16996
Ho2Cr2C3,-6.137844332999999
Mg2Ti3O8,-355.3457567
DyRh3C,-18.066393
NbHg3F6,3.537578433
Na4CrO3,-251.23129
K2Zr7Cl8,-20.92612433
SrBe3O4,-106.12416129999998
Ba2ErNbO6,-311.24237
Co(TePd)2,9.644212
AsF3,-361.5872267
Mg3ZnO4,-92.895233
LiZn2Rh,-6.728554400000001
Tb3(CuSi)4,-2.9760134330000003
Ho2Mg,9.634916767
Tl4O3,-179.63874669999996
DyCo5,7.738077667000001
SbPbClO2,-94.89884533
Nb2Al,-6.09011964
Na4CO4,-133.30062
Li3Co,-25.44092267
ReSe2,-345.07878
TbGaPt,-2.128123483
V(SiO3)2,-18.6250043
TaNbTc2,-49.095437
MgSbF5,-177.2503
CaMnO3,1.2666962
PaCl5,-444.58809
BeBr2,-169.2727267
Th(CuSi)2,-0.909390567
Li2Zr2O5,-362.6731733
SmMg2Ag,-4.683360567
H3C4NF2,-216.25892
Li4MnOF4,-425.07799000000006
CrB2,0.6499743
K2Be2PbF8,-318.64863330000014
CaPt5,-10.65764073
CrAsRh,-3.009502667
PmSbRh2,-9.0198593
FeO,-448.2398267
Li2Ni3WO8,-4.653829867
AuN,1.742775
HgRuO3,5.2096812
InPH2O5,-123.3479667
Li6Fe(O2F)2,-371.60454
Ti2Ga3,8.632957667000001
FeP4,-300.9744633
DyIn5Rh,-1.4641452
Rb2NaInF6,-149.32551
SeS2(NO)2,-374.5936733
CaH4Se2O7,-267.3271
AgBi3S5,-103.302158
CuH3NCl,-136.4334
Na4Al3Si3IO2,-93.057009
Er(AlGe)2,-7.379590267
DyBi2IO4,-70.991991
MnCu2Sb,6.8743749670000005
PdF3,-31.97855443
TlCdSb,-55.74151967
AlCuCl4,-91.09170933
Mn3Al9Si,3.587211
YGaRh2,-40.431837
HoAs,5.577147900000001
Sr(AlCl4)2,-113.2156343
ZrP2O7,-214.73695
ErCd3,9.27701323
NdNi2,4.032929767
Rb2CdCl4,-143.41441
HoInRh,-9.622225933
SrTlO3,3.8046285
UCo4Sn,-54.69814100000001
Sc2Ni2P7,-14.49988223
Li2NiF4,-413.5421133
BeSiP2,-206.9446433
Ba2As,-37.34734037
Li2CeGe,9.876927132999999
Li2VBO4,-315.1150067
Ho3Mg,8.252549400000001
TmCl3,-292.01599
MgCr,8.959848532999999
HfNiSn,-34.57995367
LiIn2Pt,2.793961767
Er4(Ga2Co)3,-12.238751
MnAlPt2,-3.722962967
NdPd,-0.53594588
Ta3Sb,9.2686688
Ag2Hg7(P4I3)2,-174.9987233
Be5Au,-3.739511067
HfMgRh2,-41.600785
NaHCO2,-352.2538467
Na2MoO4,-459.02487
Cu2SiSe3,-64.80592067
LaAs,-30.953163
Yb2CdPd2,-4.764515933
Rb2NaTlF6,-174.79404
LiMn(CO3)2,-384.89177
Lu(SiNi)2,-13.4855704
Ca(AlCl4)2,-167.37329
SeS,0.064874632
Li2MgIn,3.207167667
LiMnFeO4,-1.793228333
NaNdO2,-153.54055669999997
NaSrBO3,-128.3516667
RbTbO3,-34.661597
ReSbO6,-373.2754633
SrCrW2,-8.794333
Sr2YTlNi2O7,6.884162667000001
Er2AgIr,1.3974504
CaBe3O4,-110.6223167
MnCuAs,-2.1842904
GaBr3,-159.56849
NaF,-140.45376000000002
CaCu3(Sn2O)2,-406.89766
RbCaH3,-212.46049
Rb4I2O,-96.94706367
Tm2CdSe4,-58.89788933
NaTbSe2,-242.0847467
NbBiO4,-235.2262467
K2NdPCO7,-354.8018167
ErGeRh,-0.372368533
Er(Fe2Ge)2,8.188287667
K3BP2,-243.5983667
OsRu3,-8.954170633
LiPrSn,-25.95274033
Cu(HO)2,-191.2003797
K2NaAlP2,-156.95255669999997
Rb2MgH4,-290.06404669999995
CoB3W,-25.279528
K2GeAs2,-300.72341
Mn(GeO3)2,-286.9115333000001
MgTaZn,6.1170445
ErSi2,-7.5561588
TmMgIn,-25.32823
US3,-3.799383667
Pr2Br5,-45.687235
ErGaRh2,-41.178277
CaSnO3,-66.104752
GeS2,-258.4676467
ZrPd2,-7.0494295
TbNiB4,-19.64250267
NaBeO2,-184.6236567
SmMg2Sc,2.9574727000000003
HoNi5,-9.819655133
LiH,-266.46639
Cr3Fe,-24.420616
HgOs,0.8705789
BaNbO3,-10.973675
SmSe2,-18.48400725
Be2Re,-1.069329867
Li5TaO5,-327.1611233
PmHoMg2,2.2077065
Pr2Tl,-4.593079965
FeCo3,-1.3480858999999998
LiZn2Ir,-6.2555739
Ca(PPd)2,-3.064952407
Hf3Al3C5,-4.271848547
PrSnRu,-4.993654333
Sr2NCl,-229.5014933
TlGeF3,-243.2632767
AsH3,-1.6487789000000002
LaMgTl2,-3.1879707
Nd(FeSi)2,-8.305646667000001
K2LiBO3,-137.13660330000002
UCdO4,-444.70078
Rb2H4Pd,-243.77264
Ba3P6(N4O3)2,-283.8954467
MoPt2Br,-11.158196
FePb2(CN)6,-393.8636367
KNaO,-111.9692767
NdSe,-9.3876636
Mn4ZnS8,2.492951883
Na2PtS2,-262.39609
SmDyZn2,7.2641489
Li2GeO3,-152.4316233
PrB4,-7.952875667000001
Ba2Hf7O6,-289.9334867
YbGaAu2,-0.083453285
ErPaRu2,-5.6100815000000015
Zr2ZnAg2F4,-239.1798867
HfAlPd2,3.977786033
Ag3PS4,-72.370603
Cr5(SiO)4,-22.66325467
NaCrO2,1.493003467
SmSnAu,-189.629
HoGa,-15.404423
Ba4Tb2Cd3,-121.5574273
TbBi2ClO4,-83.88951433
Li2InAu,-1.827636067
Na2SnO2,-305.5047833
Mg(CrS2)4,4.062077283
Ba2YbReO6,-9.374255733
LuMgCd2,0.16523012
Li2AlVO4,-340.42134
TbAgSe2,-80.84531367
LiYb2InGe2,-147.209034
YbAgSb,-42.839707
CrIr3,-4.7745139000000005
TlFeSe2,5.928371167000001
ZrH3,-4.9429330999999985
SmInIr,-6.303182
Mn(PtO2)3,-47.001576
Sr(AlS2)2,-201.4816667
AlSnF5,-241.04665330000003
NdZn,4.5773307
Sr3Ti2O7,-172.8556233
Li8HfO6,-403.1053933
MgPt3,7.6676609
CaSiO3,-125.65605
NClO6,-502.33423330000005
RbAl,-6.8707098
MgSnPd2,-0.71714711
SiRu,-17.126258
RbSnCl3,-242.9684233
UCuPO,-9.055364
Y(NiO2)2,-9.942219733
MgMn2O4,-63.10643
Li3SbS3,-376.2793533
Ca4Sb2O,-100.7711583
Al2HgO4,-141.3222767
Li3Cu2SbO6,-57.3718005
ReNCl4,-293.34156
NaMnO4,-329.5888233
Sn3(PO)4,-261.95388
CaMg2N2,-258.9323933
SeBr3,6.288154252999999
Dy3CuGeSe7,-181.7924733
Nb3Sb,9.1710529
Li2B2S5,-391.1080733
Yb2C3,-23.471953
Ti2GaC,4.073934667
YbGa,-5.6791293
Rb2GeF6,-170.13921330000005
LiSnPd2,-6.228629367000001
AlO,-4.188922533
LiScI3,-69.93110329999999
CoS,-15.540346
Th(GeRh)2,-3.5728634
ThSn3,-9.3033019
Ba4PdO6,-398.0632533
LiHoO3,4.5116698
TbCuSb2,2.219222
PmAl3,8.300528632999999
Zn3Rh,-4.717515833
TlBiSe2,-118.3275967
Li3Zn2SbO6,-115.6212133
TbInIr,-10.88924448
Ta2CrO6,-11.15138513
SrO,-236.79197
K2SnSe3,-202.3093567
PrCr2Si2C,-8.015641533
SrAl9Co2,7.748184767000001
ZnSO4,-89.15800333
CaYRh2,-6.2339857000000025
NbGaO4,-349.25166
Sm2AgRh,-0.17858182
CoSn,-22.57052467
BaPb,-32.726169
SiTe2,2.259816873
CuB2(CN)8,-317.2703333
NdVO3,-0.61816865
NaMgP,5.7856787
Li8Ni(O2F)2,-415.89778
LiLuAu2,-2.8199302000000004
Rh3Se8,-40.14349233
ScB2,-6.010655567000001
SrPIr,4.4864922
Tl2S,-219.30322
RbH,-246.16698
Li2B4O7,-152.0725
BiTe3,1.944364777
TmSnAu,-31.89143933
Pr2AgIr,-3.6138957
CdB2Xe,-291.2435533000001
SnBrF,-92.412226
NdNiSb,-36.73473613
Al(IO3)3,-244.4374067
YAgSn,-28.524678
SmHoTl2,-6.5908172999999985
FeBr3,-42.234591
Na3CuO3,-405.20305
NbNiP,3.001347417
MnCo,2.0005064
Co9S8,-9.533638233
YbTa,-0.006610867
CuSnRh2,8.000115567
Ca2AgGe,4.660800900000001
YbNi2,-17.711514
YSeCl,-395.20155
Sm2AlZn,2.597054
PuAl3,-38.126288
Pr3Cl,-6.306926933
VO,2.849998967
SmMnB4,-22.56447833
LiAl2Rh,-0.24870489
FeRh,-9.5294299
LiYTl2,-8.5829044
La3InN,-3.0310135
ScSi3Ni,6.028903167
KTm,-9.409170800000002
Sc2ZnIr,9.1517551
Tl2PdCl4,-214.7166267
Cu2GeS3,-128.7606
FePH6NO5,-10.27290233
BeGeN2,-102.5106533
Al3Cu2,4.466755937
LiBeAu2,-1.0278708
Rb2NiO2,-413.3961433
Mn2AlV,-3.583243767
AgC,-3.672619
K2S5,-250.23736
InN,-34.01568133
LuPaTc2,-4.940899
NaCuO2,-289.35421
FeCuPt2,1.0514264
DyHoIn2,-6.568183500000001
LiMnVO4,-209.8700633
MnSbSe2Br,-318.55171
Mg2Ni3P,-14.76147333
K2MgCl4,-106.84595
Tb(Ni2P)2,-23.330738
Mo3I,5.0701167
V(MoS2)2,-19.50107365
LiBiB2O5,-360.7966667
HoSnAu,-149.78631
NaLi2As,-1.4788613000000002
KCdAs,-84.53795533
GaAg2,-7.401277133
IClOF,-279.45245
LuCdRh2,8.1880943
Yb(CdSb)2,-144.7638667
LiAl(SiO3)2,-110.74103329999998
IrC2,-2.747335033
AlTeI7,-344.1286767
Ho2CdS4,-204.5361867
LiZnN,-54.95351899999999
TaTe2,-17.70371647
PH4Br,-172.9386933
UCuP2,-3.692939833
U(SbO3)2,-487.04938
Na7Al3O8,-110.269806
NaNO3,-325.7461967
V2FeO6,7.60097657
Na6MnTe4,-403.9324533
YAl3Ni2,-16.4532054
YbCu,-0.8986271570000001
LiYb2Pd,-7.974628
Ba3YbRu2O9,-24.46162467
CaCd3O4,-58.35941633
CdSb,-136.0984967
Li2MnFeO4,5.354579267
Pm2CdSn,-8.0495345
Tm(FeB)2,-5.6758916
BaEr2F8,-194.39582
Ba3PN,-104.26414
LiMnPd2,9.0992042
U(GePd)2,1.749100567
Sm2Te4O,-290.3434033000001
Li4Be3As3ClO2,-134.87798
ZrZn2,3.553183633
NaCuSe,-44.02368567
SmCdHg2,-10.752942
Li2Fe2(CO3)3,1.034564667
Ho2Hf2O7,-152.5396
Rb2MgO2,-87.19926167
Tm2CoIr,-9.8237315
TiAlNi2,5.404923133
Ho2Al,3.6034073
PrPd,-0.789073523
CaTiF5,-104.4535047
TbAgPb,-28.176317
Hf2ZnRe,-2.1255907000000005
CoBW,-7.161715332999999
TcSnSe,3.1062027000000003
K2CN2,-137.9083967
HfCr2,-8.3431784
CrSbO4,-40.03648
MgCrF5,-292.7547767
RbF,-134.42245
BeSiNi2,-5.0860613
LuCdHg2,-4.2443967
HoFe2,-14.57731233
ScVO4,-219.0544067
CaCdPd2,-10.988649
NaFeO2,-42.136605
TbCdPd2,-3.1269372000000004
ZnO,-62.842839
NaSmO2,-298.7257333
Na2FeO4,-324.3269033
Y2NCl3,-225.1611167
BaSn3Pd,-8.1002955
HfVSi,6.52017758
Na3CdPCO7,-141.4485767
AcTiO3,-16.180618
PaAgO3,-99.646238
Hg3(TeBr)2,-224.16792
Li3Fe(BO3)2,-399.70299
LiAlAu2,-0.51948521
BPb3O4F,-139.3784167
BaV4O8,-8.550079067
Sm3Sc,8.833568533
Nd2AgHg,9.6504125
Sr2Ge2Se5,-126.9124733
Ca2TaBiO6,-246.3472767
Ca2AgBi,-168.47569
Li3MnSi2O7,-368.61561
TbPt2,6.738575367
K2ZrF6,-338.9397333
Mg2FeN2,-74.351827
Y4GaCo4,-18.12411553
ScTlO2,-208.5632867
CaCdHg2,-6.3217369
LiRhF6,-18.9623023
Tl3AsSe3,-138.11116669999998
Mg(CN)2,-306.48099
NbFeO4,-33.7273877
Na2AlPCO7,-104.162981
Zr2O,-15.28709
YbAu,-4.5319415
Mg(SbO2)4,-6.7387504
Cr2CuTe4,-28.228946
Tl2SO4,-284.46614
Tm2Ni2P7,3.158436333
BaTe3,-191.1278033
Mg3Al4,3.981945867
AgPt3,-1.3854215
BaAlSi,-17.06792233
AsF3,-361.9664
CoAs2,-15.10737293
VMo,-0.5887321670000001
Cd(GaS2)2,-70.90272900000002
Nd3InC,-18.012504999999994
Dy(CrSi)2,-15.5025718
BiSeCl,-233.5537433
LiTl2InF6,-253.00245
TaHgS2,-7.338108132999999
Sm3GaC,-1.717818
ScF3,-291.8500667
Na6MnCl8,-379.70186
Au7I,-171.81711330000005
DySi2,-7.593599367
Pm2CoIr,-1.5198893
Ti5Si4,-29.70776967
Ba2Mn3(AsO)2,-4.654371533
Tl3SbSe3,-260.73868
SmIn,-5.2469939000000005
Fe3OF5,-7.660993867
Te2Pd,-14.48194417
Na2MnO4,-5.645095232999999
Ba2BiAu,-203.57256
AlCuSe2,-48.51308267
RbTa(GeO3)3,-110.5383913
Sc2GaRu,8.519745599999998
U6Co2Ge4C,9.4810641
Cr3Se4,-29.38212267
Pr2I5,-4.621514433
TiCo5O2,3.510730547
Mg6MnO8,-375.33857
Cr3AuO8,-180.59557
Lu2PdPt,3.0291513
BaAgAs,-154.41231000000005
SnCl,-3.809015637
HfTe3,-0.604168767
ZrC,-9.485818567
Be2B,7.748246000000001
SmSeClO3,-418.2813
