pretty_comp,magmom_outcar
NdAs2,-0.0
YBe2Sb,0.0
LaF3,-0.0
USeO,3.997403
CeCuSO,1.9599561
Tb3SnC,2e-07
NaAuO2,-0.0
NaBe2Tc,1.0155968
BeInP,0.0
Yb4Sb6Rh7,0.0
Ce(SiAu)2,0.6953589
Na2HgO2,0.0
Tl3H,0.0
CrBr2,3.9999997000000014
Be2SbSe,-0.0
AlVF5,3.0000001
YHfRh2,-0.0
GaP,-0.0
CaCr(SiO3)2,8.0
ZnCu2SnSe4,0.0
DyCuSb2,0.0
Li5Sn2,-0.0
Hf2CoP,0.0
Ca(MoO2)4,-0.0
U2Si4W3,8.0388036
Li6TeO6,-0.0
KCoF3,2.9999217999999996
MnBe2Cd,2.838006
CdPOs2,-0.0
Na2Cl,0.0
BaSeBr,0.9732673000000001
LiIr,0.0
RbCO2,0.0
K3NaP2(O3F)2,-0.0
Li3Tl,-0.0
SrZrBe2,-0.0
Ca3MnO4,4.9999995
Ti3TlC,-0.0
KCaNb2O6F,0.0
VBr2,2.9999997000000005
Np(SiPt)2,7.6427270000000025
Na2SnBAsO7,-0.0
ZrBeCl2,-0.0
Rb2Cd5As4,-0.0
Pm2CuOs,0.0
YBi2BrO4,-0.0
Pr(NiGe)2,-0.0
NaBe2Tc,0.0
NdZnSbO,0.0
VTeRu,0.9995543
BeNiCl,0.0
ThSe,-0.0
BaBeV2,-0.0
BaY2F8,-0.0
CaBeMo,0.0
La2InCu2,2e-07
ZnPt3,-0.0
Ce(FeP)2,-0.0
Nd2V2O7,3.9999952000000003
In2Si(AgSe3)2,-0.0
V4S9Br4,7.9886252
Sc5Cu5O3,0.0964438
MgBe2Cl,0.0
NiRuBr2,-0.0
TaSbRu,0.0
BeCuNi2,0.0
ScBeMo4,0.0
Tb2ZnNi2,-0.0
Na4CO4,0.0
CaBeHg,0.0
Tl(NiS)2,-0.0
Be2ZnSi,0.0
Li3MnCo3O8,2.9901936
CeCr2Si2C,0.017472900000000003
LiAlSe2,0.0
Ba2TlV,3.8972187999999996
YSe,0.0
Na6CoSe4,5.999999400000001
NaMg2Cd,0.0
Ca2MgHg,0.0
MgSiRh2,0.0
TiGa3,-0.0
Sc2TcHg,-0.0
Ti2AsP,1.7931202000000002
Ba2TiOF6,0.0
Ta4S9Br8,-0.0
ErPd2,-0.0
Yb2TlPb,-0.0
ScBeV,-0.0
TiNiO3,3.9997818
HfCdRh2,-0.0
HoAs,-0.0
TaNi2,0.0
CaAsH5O6,-0.0
NaNb3,0.0
Be2FeTc,2.0122782
NaAg3O2,0.0
Rb2Pt3S4,0.0
Mg3TcH7,-0.0
LiNd2Ir,0.0
ErIn5Co,0.0
PrZn,0.0
PtO2,-0.0
BaSr2Li,-0.0
MoWSeS3,1.0300000000000001e-05
Ti2AlN,0.0
LiHo2Al,-0.0
Ba4NaMo,3.261012
UAsP,3.1561193
Li2Ga,-0.0
Ho3Mn3Ga2Si,6.911150599999999
TiVTc2,0.0
Cu2Te2Cl2O5,3.6524482000000003
RbH2N,0.0
K2BeTc,1.0920975
MoN,-0.0
CaVF6,1.0
CdCuAs,-0.0
LiBeCu4,0.0
Sb3O7F,-0.0
HfInPd2,-0.0
RbCu3S2,-0.0
Ba5Al5Sn,0.0
TaNi3,-0.0
Ca(NO3)2,-0.0
MnFe,9.000000000000002e-07
LiMgTl2,-0.0
Tm2CuRu,-0.0
RbIO4,0.0
BePRh2,0.0
Y(CrSi)2,1.1743065000000001
TbIn5Rh,0.0
PrAgHg2,0.0
ZrTi2O,0.0
InHgW2,-0.0
AlP,-0.0
Ba2In2O5,0.0
YSeF,-0.0
LiVCuO4,1.9591927
MgBeSe,0.0
TlPPd5,-0.0
LiH3O2,0.0
EuTl2Pd,-0.0
CaSiSnO5,0.0
Sr(GaH)2,0.0
Tm3InC,0.0
ZrGe2,0.0
LiVTe3O2,-0.0
CaLaAg2,1e-07
Te2MoWSeS,0.0
PrYTl2,-0.0
Zr2Ag,-0.0
NaCN,-0.0
CrAg(PS3)2,5.9994228
Sr(CuGe)2,-0.0
U3Cu,0.9980601999999998
Y5CuPb3,-0.0
Dy2Ti2O7,0.0
Hg(ClO3)2,0.0
U2SN2,3.9284235
Sm(ZnP)3,0.0
BeGaTe2,0.0
ThPb3,0.0
HoMn2,1.8504705000000001
Yb(FeSi)2,-0.0
Ba2YCl7,-0.0
NbGeAs,0.0
Ge3B,-0.0
InOF2,0.9999998999999999
Li2VOF5,-0.0
SrMgH4,-0.0
TaNbTc2,0.0
Mg(GaO2)2,-0.0
ScGeAu,0.0
ZnCrF6,2.0
ZnSbO3,0.0
NaSmS2,-0.0
BaSr3O4,-0.0
Ta2ReMo,5e-07
Li6MgBr8,-0.0
Sm2IrPd,0.0
Sr3CuPtO6,1.9191232
KBa4Mo,0.1159651
GaC3,0.0
BaCr4O8,9.9918773
Sr2PbO4,0.0
P2O5,0.0
AuCl,-0.0
BaTaCl,3.9999826
AgClO4,0.0
VTe,5.252537599999999
Rb2NaVF6,2.0000002
RbBiS2,0.0
HoTiO3,3.967683
ErPS4,0.0
Ca2V2O5,7.1860372
Cr3O8,3.9940788
ScHO2,0.0
AcYbHg2,0.0
Ba3Zr2O7,-0.0
InTeCl,0.0
NaDyS2,-0.0
LiHo2Rh,0.0
BeGaRe2,0.0
BaNaHg2,0.0
Be2CoHg,0.2854253
BaNiRh2,1.2620788
Fe2CoGe,4.9061246
Na3VSO3,-0.0
BaNa2Pb,0.0
HfBeGa4,0.0
BAsPb,-0.0
Ti2MoAu,0.0
LiVCrO4,3.5805099
LiBeGa,-0.0
Tl2Ni3S2,0.0
Ca(BeGe)2,-0.0
TaP,-0.0
Fe2B,7.7645149999999985
Tb4Se3N2,0.0
NaH2N,0.0
Te2Mo3Se4,-0.0
PaTlO3,-0.0
K4CO4,0.0
GePt3,0.0
CoAsS,0.0
NbPd2,0.0
NaSbF4,0.0
ZrBeGa,-0.0
Sr4Zn3F4,-0.0
PrBiO4,-0.0
Rb3Re,3.6237527
NiSeO3,7.9905822
YScBe,-0.0
BaNbSe4,3.6360959000000004
Be2TlSe,0.0
Li2GaPt,0.0
RbUTe3Au,4.0001153
TlHCO2,-0.0
CaInBr3,0.0
U3Ge,0.7404546999999999
XeO3,-0.0
HfGeTe,0.0
Ba4ScPt,2.5111857000000004
Ba2TlCo2O7,5.3524430999999995
ScCoC2,-0.0
LuNiBi,-0.0
NaCr2O4,10.0
Sr2AsAu,0.0
BaOsO3,4e-07
Ti2InN,0.0
Ti2ZnS4,0.0
SmCu,-0.0
Ga2Pt,0.0
Ga2RuPt,0.0
HoBiPt,-0.0
K3Nd,2.7727972000000003
K2S,0.0
UTl2O4,0.0
Ca5Sc2(CoO)2,1.9978498
KTl2MoF6,2.9978826
UBrN,3.9999987
CaB2Rh3,0.0
YbInAu2,-0.0
CrAuS2,2.9984297000000004
BeCoBr2,1.5184932
CdBiO3,0.0
Li3Ti4O8,0.3135892
NaC4N3,0.0
BaLi2(MgSi)2,0.0
Ag3Hg,-0.0
Zr6BI2,0.0
H4IN,0.0
Ag3(AsO4)2,0.0
Sr(CuO)2,-0.0
ReH4NO4,-0.0
Ti2Si,3.6417013999999996
HoIn3,-0.0
P2Se5,0.0
ThAl,0.0
LiNiP,-0.0
TbYHg2,0.0
Sm2Zr2O7,-0.0
InCuS2,0.0
PmDyCu2,-0.0
Sr2NiMoO6,1.9968379
Zr2TcPd,0.0
Rb2FeCu(CN)6,0.9792821
Tm2OsRh,-0.0
Na2SrFe,2.5469345000000003
ZnCoF6,0.9998832000000001
NaNiIO6,-0.0
BeNiBr2,0.0001976
Li3NbO4,-0.0
ScAlNi2,0.0
CrBO3,6.0
Be2HgSe,-0.0
K(CoS)2,1.8306006000000001
Pu(SiOs)2,4.9941384000000015
BeInBr,-0.0
BeZnP4,0.0
NaSb,-0.0
KNdTe4,-0.0
SrLiTa2O6F,0.0
SrLiSb,0.0
SrBeHg,0.0
Be2SiRh,0.0
K6CoS4,6.0000039
CeSn3,0.4834621
Ba4CuPd,0.15539470000000002
BaRh2Se,-0.0
Nb2ReO8,1.9521785
MgTe(PbO3)2,-0.0
LiBeCd,0.0
V(CrTe2)2,8.9706992
Y(CoB)2,-0.0
KTlO,0.0
Ca2MnSbO6,8.0
Ba4InRe,1.7800000000000002e-05
UN2,0.0
SrSi2,-0.0
HfPd5,0.0
Nb3Cl7,-0.0
Sc2BeTc,0.0
RbCeTe2,0.9946048000000001
NaScBe,-0.0
Zn4O9,0.0
CuH,-0.0
Ba4YMo,9.1e-06
Be2InCl,0.0
Li8Ni(O2F)2,-0.0
BaTm2NiO5,1.1894036000000001
Mg9Sn5,0.0
PbSe,0.0
PrDyMg2,0.0
HoZnIn,-0.0
YAlGeO5,0.0
BaTlRu2,-0.0
TaBe2Cd,0.0
BaZn(SnO2)4,0.0
ZnRe2As,0.0
Ce3Sn,1.9803244999999998
KBeCo4,6.231622
Hf2BeBi,0.0
DyClO,-0.0
Ti3Sb,0.0
NaLi3(H2N)4,0.0
Li2AgAs,-0.0
Ca6MnN5,3.9998991000000004
CrSiRu2,2.0102879000000002
BeSiTe,-0.0
SmInCu2,0.0
MgMn2Be,0.0
Be2FeW,-0.0
Ba4SiSn,-0.0
Ag3PS4,0.0
USi3,0.0
BaHCl,0.0
TlBi,0.0
RbPr(MoO4)2,-0.0
Yb3GeO,-0.0
Ta5Sb4,0.0
RbTlBr3,0.0
Fe3PdN,8.0096392
BN,0.0
BeVRh2,-0.0
K2PAuS4,0.0
BaYCd,-0.0
Eu(MnSb)2,6.4376718
HoCuSi,0.0
Sb2Se3,0.0
KV(CuSe2)2,0.0
LiRu2W,-0.0
Li2VF6,1.9999999
BeCuSb,-0.0
Sr4MgCo2(SO3)2,5.1596095
TiAlOs2,0.0
ThRu2,-0.0
In(IO3)3,0.0
Ca3TiNiO6,4.0
TiBe2Os,-0.0
Yb2CuIr,0.0
LiCaSb,-0.0
Er(NiGe)2,0.0
ScSiPt2,0.0
K4BePd,-0.0
YBPt3,0.0
MgBeRe2,-0.0
Tb3GaO6,0.0
Ni3Se4,0.0
Ti2InFe,1.0028711
Sm2C3,0.0
Lu2AgRu,0.0
Li4UO5,-0.0
NbPSe,-0.0
BaSnW2,-0.0
SiH,0.0
BaZn(NiO2)4,0.0
Li2Pd,-0.0
PmBi3,-0.0
Tc3Rh,-0.0
Na5CrO4,5.7815419000000015
TbFe2,6.3436922
BaLi4Bi,0.0
NdSb,-0.0
VBiO4,0.0
Ca3Fe2Cl2O5,6.8631134000000005
Y(SiOs)2,-0.0
Sr3HoRhO6,-0.0
TiBeRe,0.0
BaZr4Nb,0.0
K2BaCdSb2,0.0
BeRuPb2,0.0
Rb3YF6,0.0
LaVO3,1.7494212
CdGe2O5,-0.0
K(MoS)3,-0.0
DyNi2,-0.0
KTmI3,-0.0
ScP,0.0
LuSi2,0.0
Ca3AlN3,-0.0
Sr2MnO4,2.9998896
BaHf2Ni,0.0
NaHoO2,0.0
Ca(BiO3)2,0.0
K3CrO4,1.9999999
Be2CoPt,-0.0
ErSb2,0.0
NbGaFe2,0.0
TiTeOs,-0.0
MnGaFe2,6.3994824999999995
NaDyTl2,-0.0
RbAc3,-0.0
Ba2YCo3O7,6.4903236
SmMgZn2,0.0
YBeTe,0.0
Ti5Se4,-0.0
SmPuO3,4.7704011
AgPb3,0.0
PdF4,-0.0
Be2ZnRu,0.0
ScC,0.0
Li7Si2Ni3O2,2.9999648
KAu(CN)2,0.0
P4Se5,0.0
Tl2PdCl4,0.0
BeBiOs,-0.0
TbCdRh2,0.0
TiBeMo,0.0
Pr3Sn,0.0
K3SbS4,-0.0
Er2FeSi2,-0.0
ZrGaAu,-0.0
Th2SeN2,0.0
Ba4InCo,4.3e-06
Sr3As4,0.0
AlPd,-0.0
BaReN3,0.0
SmYMg2,0.0
KEuS2,0.0
Ba4FeSi,0.3060894
SnI4,-0.0
BeInCo4,5.2408651
BaCdPb,-0.0
Fe3S4,2.4000847999999997
KNb(CuSe2)2,0.0
Ba4TlRu,0.7814823000000001
CaMgTl2,-0.0
Ca2YSbO5,0.0
ThZnRh2,0.0
Mg2Si,0.0
HfRh,-0.0
LiTiO2,0.0
Na3ZnPCO7,0.0
MnIr3,1e-07
TaCu3S4,0.0
Li4TeO5,0.0
TmBr3,-0.0
TbNbO4,-0.0
Be2ZnRe,-0.0
ScOF,-0.0
Pm2ZnIr,0.0
Na2MnCSO7,9.9999999
Li2Mg2MnFe(P2O3)2,8.871332699999998
NbCoSb,2e-07
BAsO4,-0.0
Mg4MnBe,3.7710972000000003
Dy(GeRh)2,-0.0
K2Sn,1.8719728
BeCoIr,1.4215385
NiI,-0.0
PrTi2O6,1.944711
ThS2,-0.0
YBi2ClO4,-0.0
Be2TcPd,0.0
LiY2Ag,0.0
BaTiSi2,-0.0
YBe2Ru,0.0
PrCdAg2,-0.0
K3IO,0.0
SrPS3,0.0
KBeTe2,-0.0
BaCdSb2,0.0
LiBi3(IO2)2,0.0
CaGe2O5,0.0
KClO2,-0.0
Li3VO4,-0.0
PtI3,0.0
RbBaO3,2.9999929
La3Te4,4e-07
Hf3(Cu2Ge)2,0.0
NiB4O7,3.9551742999999995
Zr2Ni2Sn,0.0
SrCuH6O5,1.9974397000000002
TiBeRh2,-0.0
Yb(HoS2)2,-0.0
ErNi4Au,-0.0
BeZnOs,0.0
BeBi2P,0.0
KLi4CrO5,1.9999999
NaClO2,0.0
Ca2Ge,0.0
Tl3Ru,1.6118472
NaN3,-0.0
Te2Mo3WS6,2.99e-05
MnTc2Mo,-0.0
SmBRh3,-0.0
HfB2,-0.0
Nd(NiSb)2,-0.0
VMo,-0.0
BaSnSb,0.0
SrLi2Be,-0.0
Sr(AlSe2)2,0.0
Ba2VBr,5.5448379
ZnCu2Ni,-0.0
RbCdO3,2.39225
Na2B2Se7,0.0
SrBeMo4,0.0
LaSc3(B2O)2,-0.0
DyAl,0.0
KBaRu2,2.0857183
BeTe2Rh,-0.0
ZrGeRu2,-0.0
AgTe3I,-0.0
MnBe2Os,-0.0
Ba2NdNbO6,-0.0
TiN,0.0
Li2HN,-0.0
KBeTc2,0.0
SmIn2Rh,-0.0
Ba2CaReO6,2.1e-05
BeCu2Tc,0.0
ThP,-0.0
BaInBi,-0.0
ZnSbF5,0.0
Li4H6Ru,-0.0
HoInCu2,-0.0
DyVO4,0.0
UOs2,3.5239732000000004
NbTlBr4O,-0.0
Na4W(NO)2,0.0
B5H,0.0
Sr2ZrBe,1.1036756
BeAsBr,-0.0
GaPt3C,0.0
Zr2NiAs2,0.0
Ba3CaI8,0.0
YCo4B,6.6808217999999995
NiSnH2(OF)6,2.0
LaWN3,-0.0
Ba4ZrNb,1.0732676
Ta2FeAs,1.4367389
Al2CoO4,6.000000099999999
Be2FeP,-0.0
KAs4BrO6,0.0
VGe3,3.6028269
PrBiO3,0.0
KI(OF)2,0.0
Sr2CdIn,-0.0
CuI,-0.0
V3Fe3(TeO3)2,3.0232278
HgSe,-0.0
PuSb,5.4346776
CoCN2,-0.0
InSnCl3,-0.0
NaMgF3,0.0
K3SrPCO7,-0.0
Ba2TiSb,3.2710424
LuRh2Pb,-0.0
Rb2PdBr6,0.0
NaIO4,-0.0
Sr(AgSn)2,-0.0
BeCo4Ru,7.635022699999999
Li2HgAs,0.0
NdFeAsO,0.0
MnBe2Rh,2.8936585
YP5,-0.0
HoIr2,-0.0
YbTe,0.0
Ba4YTe,2.5937552000000004
BaMgTi4O8,3.6766483999999995
TiPtPb,-0.0
NaAgF4,0.0
TlCrTe2,3.0537023
Lu2AgPt,-0.0
Dy(FeGe)2,0.6043602
Nd3Ag,-0.0
BaCr2Te,9.5722
Ba4CdP,0.0
Be2CdSe,-0.0
ThInAg2,0.0
V2ZnO5,3.9997363
Sr2CuC(NO)2,0.0
TiSi2,0.0
B6O,-0.0
YHSe,0.0
Zr2TlC,-0.0
BeRhW,-0.0
SrN2,0.0
Ba4GaPd,3e-07
TaBO4,-0.0
NaHF2,-0.0
Na2BHO3,0.0
Zr2AlN,0.0
ScTlSe2,0.0
BaNa2Zr,-0.0
Rb2O,0.0
Ag5P(S2Cl)2,-0.0
CdCN2,0.0
Ho2TeO6,0.0
ZnCu2GeTe4,0.0
LiTbAu2,0.0
Ba4MnW,3.2385774
CaMg2Ni9,5.2e-06
ZnGaAs,0.0
Ba3NaRuO6,5.985483900000001
Mn4BeRe,-0.0
LiCaPb,-0.0
K3AuSe2,0.0
Na3NiO2,1.9933273
Ti3SiC2,-0.0
Sr2BeSi,0.0
NbO2F,0.0
Li2H2Pd,0.0
Be2NiHg,0.0
MnCrRe,3.285204
Li2FeBr4,4.0000002
Ca2AgGe,-0.0
Nb4CrSe8,0.0934736
CdBiS2Cl,-0.0
BaIn2Te,-0.0
TbAg,-0.0
Li2BiAu,0.0
Ag3Ge,0.0
GaFe2Ni,4.5094122
Ba2CdS3,0.0
HgGeO3,0.0
BaSn2Te,-0.0
Ba4YTa,2.5127650000000004
Pr2CdSe4,-0.0
Zr3O,-0.0
Ba4YV,4e-06
Na2BePb,0.0
Ho2AlSi2,-0.0
BePOs,-0.0
TmInRh2,0.0
TaAs2,0.0
AgPdO2,-0.0
Rb3CrF7,4.0000236000000005
LiZn2Pt,-0.0
Li4Mn(OF)2,9.9698456
ZrAlCo2,0.8645242
NaSi,-0.0
BeCuRu,-0.0
Li2Mn2O9,8.0
TiZnPd2,0.0
Sr2HgPb,0.0
HfBe2Os,-0.0
ErHg2,0.0
Be2SbW,-0.0
ZrAs,0.0
Pr3Te4,-0.0
Ho(BRh)4,0.0
TmHfCo2,0.6369526
Ti3H2O7,-0.0
MnBiAsO5,9.9999799
DyTlS2,0.0
NbTc2As,0.6199214
PaTe3,-0.0
TbGaO3,-0.0
K2UTe3,4.0
Ba4ZrV,0.0006882999999999999
MnClO3,-0.0
Hg2MoO4,0.0
TlI,-0.0
NaVAs,3.0000645
LiTaRh2,-0.0
Al2RuRh,-0.0
HoMgAu2,-0.0
ThB2C,-0.0
ZnGaPd2,0.0030509
KBe2Br,0.0
CaThRh2,-0.0
V2NiSe4,2.1691574
RbHoO3,1.9999926
SrCa2Be,0.0
BaV4O8,5.9987416
Ba3V2O8,0.0
Sr2LiIr,-0.0
RbFe2S3,-0.0
CaIr2,0.0
Dy2O3,5.6200000000000004e-05
Mn3ZnN,4.2013615
Ba(MnSn)2,7.253675500000001
Lu(MnAl2)4,-0.0
BeVCd4,3.7458346
YBeCd2,0.0
WS2,0.0
TlBCl2,0.0
Zn(RhO2)2,-0.0
NaYSn,-0.0
Ce3Br,9.000000000000002e-07
Rb2Cr(BrCl)2,4.0000001
AcOF,-0.0
Na5InO4,0.0
Ce4DyO9,0.9527017
Ga2TeO6,-0.0
Li3Fe3O8,6.9999677
Hg2ClO,-0.0
K2HfF6,0.0
Si(O2F3)2,-0.0
Sb7Mo3,-0.0
BaLiIn,0.0
Li2PrIn,0.0
Mg3As2,-0.0
ScNiBi,-0.0
LiDy2Al,0.0
ReTe3Br5,0.0
Sr2TiO4,-0.0
PaCdAu2,0.0
CuSiH8(O2F3)2,1.9999699
HfBe2Ru,-0.0
Te4Mo3,0.0
KSbF6,0.0
ReRuCl2,-0.0
Ti6Si2B,-0.0
ZrGaNi2,0.0
Lu2MgGe2,-0.0
BeCrSb2,1.7165803
Li2CaMg,-0.0
Ge2Sb2Te5,0.0
Hf2MnRh,-0.0
Sr3P4,-0.0
Li2CeAs2,0.0
Nd(SiOs)2,-0.0
Be2TlMo,-0.0
Li2CoCuO4,1.2935564
CeCrO3,3.7972778
ZnC2(SN)2,-0.0
VSe,4.8685640999999995
K2FeCu(CN)6,0.9832892
Li2TiTe3O2,-0.0
Li2Mn3CoO8,5.813128099999999
BeReBi,-0.0
Y2ZnCu,3.3740538
Mo2As3,0.0
BaHf2As,0.4920325
YbCdAg2,0.0
FeGe,4.1023213
Be2TlZn,-0.0
BaNaLa,1.1e-06
FeSbO4,4.4745202000000015
TbAlCu2,-0.0
Hf2SN2,0.0
HfOs,0.0
InAgTe2,0.0
Y2AgIr,0.0
Mg3Fe,2.2213067000000004
LiVPO4F,4.0
NpRh3,1.8000000000000001e-06
Ca(SbO2)2,-0.0
K5CuAs2,-0.0
TiBe2Os,-0.0
Sn3Pt2,0.0
LiGa3,0.0
Zn(SnO2)4,-0.0
SrBiClO2,-0.0
TmCuSi,-0.0
Al2Si(O2F)2,0.0
RbCuO2,0.0
Yb(Fe2Ge)2,9.5219171
CrPdO2,2.8540231
CNCl,-0.0
YbIn3,-0.0
Be2FeBr,5.4299999999999985e-05
LiUN2,1.999925
Ag2Hg7(P4Br3)2,0.0
Ba4PbW,3.6009837999999994
NaSe2,0.0
Be2CoCl,-0.0
ThSe,0.0
Sc5Pb3,0.0
YBi,-0.0
Tb4CdRh,0.0
Rb2CuCl3,-0.0
SmTlO2,-0.0
ScAs,-0.0
Li(SiRh)2,-0.0
RbPO3,0.0
Na2GeO3,0.0
NaBeO3,2.9996847
LiS,-0.0
BePbSe2,-0.0
ScCuS2,0.0
BePBr,-0.0
Ba4ScSe,2.9999412999999997
Be2InSb,0.0
BeCrHg,3.1672746
MnAl,4.5637567
BeCdCu2,-0.0
YbBPd3,-0.0
Na6CoO4,6.0514236
MgRe2As,9.5e-06
Ca2PI,0.0
Mg2ZrBe,-0.0
SrBeIn2,-0.0
TlFeSe2,-0.0
BeFeSe,1.6700113999999997
Sr4Nb2O9,0.0
LiLuHg2,-0.0
TiBe2V,-0.0
Ni3(PbSe)2,0.0
Tl2TeI6,0.0
KSr3,0.0
Be2BiPb,-0.0
AgPt3,0.0
Ca(AlSe2)2,-0.0
Be2TcIr,-0.0
Nb2AsC,-0.0
Ce2Cu(NO)2,-0.0
CuAg3,0.0
Nd2CdSe4,-0.0
SmH2,0.0
Rb2PrO3,1.9857273000000002
NbBi2Mo,0.0
Be2OsBr,-0.0
RbAu3Se2,0.0
K2Pb2O3,0.0
LiBeN,-0.0
VSnPd,1.0078810999999999
LiMg,-0.0
Pm3Zn,-0.0
Th3Ge2,-0.0
Sm2SnS5,0.0
BaGaPb,-0.0
SnBO3,-0.0
Yb3V,3.7465377
NbCu3Te4,-0.0
Y2CdS4,0.0
TiBe2Nb,-0.0
Pd3Au,0.0
YNiB4,0.0
BRh,-0.0
Ba4TiSe,4.0167375
YbTmHg2,0.0
BeSnAs,0.0
LiZr2Os,0.0
LiBe2Cr,-0.0
Cu3SbS4,0.0
TbCd2,-0.0
Ba2SrIrO6,2.6167931
BeGa2W,0.0
TaBeW2,-0.0
BaNaY,0.0
CrP2S7,2.0009525000000004
Na2AgSb,0.0
Ag5SbS4,0.0
Ba2TaBr,4.707018799999998
Dy3CuSiS7,-0.0
ScBeRh,-0.0
Ca(BiO2)4,0.0
Li5P(S2Cl)2,-0.0
Ba2CdSb,0.0
LaNiSb,-0.0
LiMg2Si,-0.0
LuGaCu2,-0.0
Ba4CuSb,-0.0
Ta4BeTe,0.0
Yb2Ni2P7,-0.0
Li2Si,-0.0
LiCoPO4,9.0
HfH2,0.0
YbCu4Au,0.0
BeFe2Mo,0.0
Ga2IrRh,0.0
SmFeSi,-0.0
YTmAl2,0.0
Y2Co2O7,1.9027995999999998
NaHoF4,0.0
K2P3,-0.0
MgAg3,0.0
Tl2Au,0.0
VOsCl,0.0
Y2BeSn,0.0
HoH3,-0.0
TaBe2Nb,-0.0
Li3CuF4,-0.0
Li2Cr3NiO8,4.0
YMn(WO4)2,5.722272
Na3OsO5,2.7023269
Ce2ZnNi2,0.24098429999999998
Nb3Ru,-0.0
As3W,-0.0
ClO3,0.0
BeGeSb,-0.0
BeIn4Mo,0.0
Li2UO4,0.0
YbAgO2,1e-07
YbMgSi,-0.0
TlAgTe,-0.0
LiBe2Fe,1.9891408
Al3Pt2,0.0
Ni3Sn4,0.0
Co2C,-0.0
TiInNi2,-0.0
Sr2Co(BrO)2,2.1282892999999996
Sm3Ge5,-0.0
Nb2WSe6,-0.0
UGa5Ir,1.5761643
Yb(GeRu)2,0.0
Sm(MnSi)2,3.5217181000000006
TaRh3,-0.0
CdSb,-0.0
CeP3H8O7,2.0
ZrCl2,1.6674313000000005
NaBe2Cu,0.0
NaSO2,-0.0
Ba2CaTeO6,0.0
Ba(CuAs)2,0.0
CuH6BrN2,0.0
MnBe3,0.8431514999999999
Sr(CdAs)2,-0.0
Li2CoBO4,7.9935906
HfSiS,0.0
S(ClO)2,0.0
BaGe2S5,-0.0
V2Zn3O7,3.9995953
LiHO2,3.9852941
K2Ag4S3,-0.0
K2Th(CuS2)2,0.0
TiMn2Si,1.9532938000000002
ScCo,5.5e-06
Sr2FeSO3,7.0684414
K2AgAs,0.0
Ni2S,-0.0
Rb3Pr,3.6353202000000007
BeTcSn2,-0.0
K2OsNCl5,-0.0
Si(CN2)2,-0.0
NClO6,-0.0
RbNa2BO3,-0.0
Lu2IrPd,-0.0
PrTlTe2,-0.0
Al4C3,0.0
Ca5(SiN3)2,0.0
YbNiB4,-0.0
MgAl,-0.0
TlI3,-0.0
SmGeRu,-0.0
LiTbO2,-0.0
MgTiSiO5,-0.0
Mg(VN)2,0.0
ZnNi3Sb2,0.0
ErAgTe2,0.0
Ba(CrAs)2,4.6165152
HfBePt,0.0
Ba2YZr,1.9e-06
Ba2Hg,0.0
RbTe6,-0.0
BiBrO,0.0
LiNdTi2O6,-0.0
NbCoSn,1.1646701000000002
Zr2Fe3Ge,7.793599499999999
Ba2N,-0.0
Ag2HgS2,0.0
NaSnO,0.0
CeB2Ru3,-0.0
Ca(Mo3S4)2,0.0
RbBeH3,0.0
Na3MnSiBO7,6.000000099999999
Sm(NiBi)2,0.0
Sr2RuO4,0.0
MoP4,0.0
Na3CuCSO7,-0.0
Ta2CrRu,-0.0
LiAlPdF6,3.9999689
HoSbPd2,0.0
Li5CuSO2,0.0
UBr5,2.0
BeGeOs2,0.0
CeSiRu,0.9719986999999999
MgNiF5,0.0584394
ScCoTe,-0.0
Si2HgTe,-0.0
Rb3ClO,0.0
Ti2MnRh,0.0
TiBiRh,-0.0
Tb(SiAu)2,-0.0
AlAgO2,0.0
Na2O,0.0
Na3TiCl6,2.0
AsWBr,1.7273048999999998
PmDy3,-0.0
RbInTe2,0.0
Ba4SiHg,0.0
BeTeP4,0.0
TmMgAu2,0.0
LiLu2Ir,-0.0
Nd3NbO7,-0.0
Ca3Co2O7,4.4413307
TeRuSe,1.5e-06
CuRe2Cl,0.0
Li3LaBi2,-0.0
Ba2BiSb,0.0
ScCuSi,-0.0
Li2CoO2F,0.0
MgBe2Pb,-0.0
Co3(CSe)2,8.7336105
Rb7Au5O2,0.0
B3H7CO,0.0
BeCrCu,0.0
ZnAg3,0.0
Y3U2,0.9994177
Ti2IrOs,-0.0
KPS3,0.0
LiNiCO4,3.9839186
Li2VFe(PO4)2,7.4798657
BaGaBr,1.8721773000000002
BePdPb4,0.0
MgScBe2,0.0
BaTbO3,0.4106041
LiGaAu2,-0.0
VCu3Te4,0.0
ScPPt,0.0
Np(SiPd)2,3.7765287000000014
Co5O8,4.6939941
Ca4BeP,0.0
CaBO3,-0.0
Lu5(TeAu)2,0.0
KBeGa4,0.0
AgF2,-0.0
Sn2IF3,-0.0
LiAlO2,0.0
Tb(FeGe)2,0.5343369000000001
Te3As2,0.0
SbSeI,0.0
BeCd2Fe,2.1423136
CaBiCO4F,-0.0
TaAlOs2,0.0
Ca2TlCd,-0.0
YCuSn,-0.0
Al2W,0.0
CePt,1.0390988
Mg2BeFe,1.6445776
YbO2,0.0
Li2Mn3FeO8,9.0000259
Pr3Hf,-0.0
Dy(TiGa2)2,-0.0
ZrSnTe,0.0
Sr4Al6SO6,-0.0
In6TeO2,0.0
V2O2F3,5.9999964000000015
