pretty_comp,n_powerfact
VSb,58.13719219
Li4VO4F,250.77066569999997
TaNi2,394.568357
Yb3V,257.109492
AgPS3,1319.741205
Ti8C5,168.4005636
TbInCu,439.6745926
La(SiNi)2,716.7757224
Ce4B2N5,314.0554017
Mn2NbAl,236.06733760000003
DySiPt,30.26678624
Tb(AlGe)2,156.5008569
BaPaO3,2895.173491
Zn4O9,620.6713103999998
Pm2SiAg,2733.479106
BaY2NiO5,629.4576449
TiBr2,777.5142533
KBa4Sb3O,3568.086567000001
CaAg,41.27039426
In5AgTe8,1181.904224
Y2Fe2Si2C,49.85385311
V2H,147.8541875
Er3PbC,2318.478078
LiHo2Pt,606.1872708999998
Pr2CdAg,4.67603012
DyInAu,1282.288016
Mn3Sb,778.0787048
ErSCl,2568.924872
Li2TiCuO4,445.4962913
Ca(GeRh)2,55.002771700000004
DyZnRh2,19.86611622
HoTa3,300.5682608
Er6MnBi2,95.42183232
U2Co3Si5,679.8349937
MgCr4O9,502.8013507
CNCl,639.5243347999998
Y2IrPd,99.3532132
CrNi3,31.82174696
Li2Co4O7F,53.40538384
LiAlAu2,3.840732133
PrGe3,903.8643582999997
HfBe2,44.04033965
Ta2VOs,2789.5799660000002
Mg3(BO3)2,686.3272953
AlB3H2,337.9594664
Li4PbO4,841.3097487
ZnFeO2,135.4776534
Tl6SBr4,2107.483006
PuC,112.89792220000001
NaHS,886.8590649
ZnCl2,735.8119676
S5N6,422.77465430000007
Ta4Ni2C,211.87497620000002
Tl3Cr,364.8026526
Y3CuGeS7,1429.2746650000001
InPt3C,687.5078182
MoF3,1029.3624960000002
NaAlO2,977.2183482
Mn2SiNi,873.4840447
NiSnF6,46.6382677
YbCo2,75.59517484
YAlSi,661.4867628
HoNiC2,1219.65631
SbTeO3,1712.889951
ThTaN3,3801.8175340000003
Li6FeO5F,411.2589622
HfTaNO3,3076.422159
Na3AsO4,1138.6099390000004
MnS2(NO2)4,36.79198161
Na2ZrO3,1224.884968
NaSmSe2,2779.876112
LiTl2Rh,223.8083808
SrZnSb2,1249.8188710000004
Ti2Ag,146.66292140000004
Mg(AlSe2)2,574.9947540000003
ZnSnAs2,2034.6377280000002
Zn2CuSbO6,828.9713785
V2MoOs,1587.873697
KTi2Bi,1389.0745
K3MoF6,13.38994749
TiZn(GeO3)2,307.4982398
NaMnSb,136.08156340000002
Ca2Sn3O8,697.1851715
TbTe,557.2246891
Li4TiV3,320.052749
Ho(CoSi)2,1943.75656
MnPt,627.2832621
Sc3Cd,404.1619727
Cu3Ge,153.3780486
Pu3Sc,264.2628321
Ta2Se,675.5974183
Ba2Ti3Tl2,726.9164097
TlInCl3,2163.931568
ScPRu,2.8334371660000004
MgMoF5,72.77262699
YbCuGe,1053.317407
HgF,1251.5619800000004
Ta4S9Br8,422.54610819999994
LiYAu2,146.0400629
TmGa5Co,396.4322684
CrC,1394.109116
FeCu2GeS4,1234.462057
HoSiRu,759.8431573
Be2P2O7,774.2416486000003
Na3(GePt)4,40.41025322
Pm2IrAu,16.87021001
CaHI,1959.338941
Zn(FeS2)4,141.19370580000003
InGaS3,328.2149697
Li3Ac,993.1805158
MgCoF6,116.6013327
K4Au6S5,839.7654302000003
Li3Re,715.9872843999997
Sm4Bi3,0.09471122400000001
Ca2CoN2,365.9198146
V(CoSe2)2,935.2842303
Cu2SiS3,2172.100386
Li2SnP2O7,1593.5473769999999
RbNaH2,2064.926071
Rb2H4Pt,2187.507874
Na4FeO4,296.9023533
AlCuAu2,4.579022551
ErTl3,2924.925308
Mg3Mn,645.6446676
HoSnPd,173.99404730000003
KNaH2,2073.955302
Ag2BBr,4.768692712
Ca3BN3,1332.3317650000001
Li2V3F8,613.308132
Tm6ReO2,54.92952275
BaNb4O6,201.6924741
SrLi2Ta2O7,1954.589169
NdAgHg2,37.72901912
Ba2Ti3AlO8,1339.6323949999999
Zr2InNi2,50.25411744
Li2Cr5(SiO)4,424.62732300000016
Na4Al3Si3IO2,553.4324736000002
KGaS2,571.8088159
Ho3Pb,1016.858825
Sm2Mo2C3,862.6191960000001
SmTmRh2,95.10938002
Lu2ZnOs,104.4813087
LiCaO3,77.81280368
Li2PdAu,217.3472728
Ca(TiS2)4,2.9672105589999997
PrAsO4,846.8717707999997
Rb2HgAu,969.4399937999999
YbMg3,10.51145998
Ga3Au,2518.335343
Sc2OsPt,1113.642049
Rb2PtS2,2959.488084
Yb2HgGe,3792.899631
Cr2B,1227.128802
AgBr,426.3796011
BI3,799.4843039
HfAu,431.8656868
SrIr2,1468.98174
CuBrO2,986.8943867
NaNO,343.0228722
PrCoO3,75.71082971
Mn3ZnC,394.8647605
Cu(IrS2)2,3776.5254840000002
ZrPt3,514.2573097
H4WNCl6,139.28169640000002
Co9S8,75.63428908
YAuO2,1893.302668
TbCdAg2,693.4273948
Ca3GeN,521.6836005
La3Al,33.60393694
MgNiPO5,752.2131362000001
NdNiC2,1101.655966
ZrGa,334.8018465
GaBr2,812.9205334
ScC,61.26569286
CeZr7O6,17.61393277
Sr2CuBrO2,1946.29335
Li3Fe7O2,67.63253799
DyMgIn,1129.838265
In3Ga,211.11259180000002
Lu2CoRh,877.9401695
CePb3,3895.094933
CrFe2Sb,1624.619185
TlBrO3,1695.064276
B5H,635.3155235
LaB6,0.138751657
ScInAg2,395.2198704
TiCl4,97.672519
VIrO3,246.66844759999998
SmAg3,383.5080611
Rb2ThF6,471.1025068
PrSn3,387.03320319999995
RhI,347.54885889999997
MgSiN2,2462.8880050000002
LuTlTe2,4494.047841
SnC,259.42377180000005
Li2Mn2CuO6,240.92330460000002
Nd(CoGe)2,994.9557914999999
YbNbRu2,2624.015362
Pm2AgGe,3233.350611
TiPt3,1590.1146019999999
Na3YCl6,303.4320141
USiS,1400.500182
K4CaU3O2,48.85052004
Fe(CoSe2)2,104.6665203
Sm2AgRh,0.179370303
Dy2ZnIn,84.87671004
CdO,19.27046409
PuTe,3748.3248350000003
Ba(Cu2P)4,372.5874234
LuNiBC,369.9047622
SbTeClO3,1419.710577
LiSm2Os,2374.203355
Ca(NdTe2)2,1829.7551600000002
K2TeBr6,2590.573718
HgPd3,48.127722999999996
RbRuO3,3.646035121
MgSnIr2,624.657366
Th(SiAu)2,8.150089933
HoSi,183.2637062
MnInNi2,748.6497757999997
Li3Nd,538.4224202
BaPIr,1.1282058320000001
CaSn,1926.988794
K2PtBr4,1598.19765
BaWN3,1028.3417539999996
YbPmPd2,566.1551329
Y(BIr)2,176.77072030000005
TmP,108.8656926
BaYFe2O5,524.4527554
V2S5,2527.45585
SiF4,1053.616376
KBa2Re,0.009132325
BaEr2F8,918.3273132999999
Pm2IrPd,364.6713869
V5S4,1078.869336
BNF8,160.3356522
Ti3Zn2O8,1169.481779
K2AgP,1057.315122
SnSb,17.00860872
LiHg,126.2478895
SmTiGe,1540.126005
Tl2PtCl6,2064.216589
K3AlH6,2535.20245
Li3MnF5,17.21698793
SbSI,3863.715575
HfSb,234.45097009999998
Mn(GaS2)2,694.5160114
SrGe(HO2)2,859.6705873
KMnSb,122.58983899999998
CaRhO3,174.47589
ZrO2,1668.917679
K(RuO2)4,36.83120315
Ba4Ru3,395.4043732
LiAg3,473.75803729999996
ErBiPt,745.4823892000003
FeH,195.9590905
Rb2Hf2O5,928.1047663999999
UBrN,77.83891024
MgTaZn,108.0615045
YAsO4,779.7279085
Ce(SiIr)2,678.2744974999998
Hf3(Cu2Ge)2,65.31943954
LiFe2F7,13.08750033
Li5WNO4,893.362865
NaLi3(H2N)4,923.1352665
TaNO,889.3218494999999
Rb3TlO3,714.7186035
Li3Fe3(OF)4,128.5592197
SiSn3,4146.339849
Fe2O2F3,1330.257185
WF5,1538.4442179999999
Li3Cu,738.0336305
Li3Y3ZrO8,1087.699693
CdRuO3,209.23720659999998
AlCrCo2,76.72211579
CdPd5Se,514.5775775000002
Si(GeN2)2,1991.4235170000002
Cu3PS4,2265.647818
BaAl4S7,1436.8974
Ba2MgUO6,4.003335776
Zn2PtO4,900.0673306
Tb2SO2,1616.559631
Sm2As4O9,653.3012937999998
Li2MnSiO5,1005.018173
Bi2Pd,948.4767522
Li2CeAs2,186.935304
NaSm2IrO6,31.72920946
Li3VP2HO8,931.3466617
TbCuS2,822.3294187999999
S(IO3)2,1891.1655879999998
NO2,29.48588432
BaYbCdSb2,998.9405092000001
Rb2S5,635.8674570000002
CeCdNi4,8.525958511
Na3Tl,451.92503
Er2Nb2O7,331.3768798
TiBeZn,323.9660599
NbSeI3,558.2323198
SmClF,775.1487137
Rb2TeBr6,2584.553428
LiMoO2,56.21229125
TiVW,1428.583095
Tc3Ir,1780.175325
Ba3PN,699.8335885
ZnMo3,9.626405178999999
Li2VGeO5,926.9438624
PNF2,638.8121259
Li3In2,229.37464509999998
LiIn2Pd,70.30233879999999
LuHg,706.4529003
Be2BO3F,1072.292309
LiVWO6,465.41570419999994
UPbO4,93.91216553
La(FeSi)2,299.7527291
K2Hg3(GeSe4)2,410.5750312
CaAl4O7,844.8773317
SiPd,47.40965544
LiBeB,328.5186438
Tm2SO2,1731.048198
CeZnGa,1281.519361
NaCa3IrO6,60.13266018
TbScGe,544.0286944000002
Na4SnS4,505.0742419
BrClO,1242.609005
KCuO2,1813.8044280000001
LaBi,125.28228440000001
Sc(MnAl2)4,58.12444145
B2S2O9,693.7175856
MoP,168.0178025
ScAu3,169.9691257
TbBi5O9,1787.9848769999999
BaO2,1554.785722
Ba2VTe,183.6904915
LuSb2,134.7239421
Te2Os,268.3097141
BaO,3201.91725
Ti(MnP)2,787.090302
Th3U,78.33940854
CuAuF5,85.59127405
LiCa6Ge,124.6571054
Rb3H5Pt,1242.463716
HoP,92.44693848
Ta2CdBi,964.7929778999999
Ag2Te,303.5074390000001
Li3BiS3,1215.4821570000001
Mg3Sc,523.1336436
Sr2LiTl,159.4007622
MgH2(ClO3)2,959.1847872999999
Sr2HN,2328.482405
SbCl4F,830.5366031000003
Yb2ZnRh,2138.229252
Tl(CuSe)2,904.9582853000001
TiMn2Al,152.98188580000001
Li2CuSiO4,37.34863625
Nd(AsPd)2,1474.432226
Tm2TlHg,2.5650732119999997
BeSnP2,1753.533503
Li2FeBr4,47.31838883
CoSi,2290.43998
Dy6FeSb2,127.17276709999999
AlCrNi2,1130.248035
PAuS4,1183.379393
MnAlGe,609.1268212
Ta3SeI7,993.3367171
Al2HgO4,757.8519673
AlI3,488.58747310000007
Hf5ZnSb3,2342.947095
Li3(CoO2)4,3119.209505000001
Y2Zn7,74.23669712
TmTl3,1652.275236
TbAlPd,219.79880209999996
Mg3Ti2O7,1106.478781
Ba2ErSbO6,1250.208235
SBr,976.8002347999999
Dy(Al2Cu)4,220.50158190000002
YbRh2Pb,2335.630657
TaF5,2616.5508489999997
GeBi4Te7,1921.090072
RbUAgSe3,219.7045654
VCr2O4,102.942698
ThBi,49.5286875
Pr2CuO4,155.65807780000003
Zn2BiWO6,204.6972312
KTa(CuSe2)2,1313.689887
SmAl3,339.9163345
Rb2Ni3Se4,1228.2696369999999
MnH4(CO3)2,224.48727230000003
AgSb2F2,202.7209194
Li4Ca(BO3)2,629.6036383999998
SmCuSeO,500.44866349999995
NdFeAsO,14.7830228
MgGeIr2,2710.264884
TaCuRh2,1465.363505
Tb2Ti3Si4,99.33232691
LuSbPt,792.8895253
Ba3NiIr2O9,166.5054188
MgIn5,7.127476122999999
Ho5Si3,1338.690073
NdCl3,956.1756159
Y(NiGe)2,1348.888984
Na6Sn2S7,393.8301106
TmLuRh2,182.5535629
BaAuO2,2130.53267
KPt2Se3,2193.100266
Li3MnAl2O6,307.6536893
Nd2Mg,382.08757610000004
Lu3Ga,569.5139917
Sr4As2O,731.9463688
TbYbRh2,44.21027062
LiHo2Os,621.920992
ZrCdAu2,1191.044537
SrMg5,98.80406297
MgSnAs2,509.7137572
PrInAu,812.4770285
Li5Fe3Ni2,150.9650757
LuBi2BrO4,633.7292323
Er3TaO7,1632.795651
InAgSe2,1822.9802719999998
Ba2YSbO6,2521.85513
PI3,1513.1707470000001
Na6CuO4,258.64293280000004
LiAg2Sn,186.3304489
Li2AgSn,47.73681205
Li2FeSi3O8,20.1419505
ReSnGe,2304.406791
TaHgS2,69.60279961
Dy2InAu2,899.5773062000003
YFe2,221.62402200000002
HoAsO4,864.7741785000003
Sc2CuOs,18.144204000000002
MnF4,580.8317049
Na3Pt,516.0919222
K2NaInF6,946.9890393
TmMn6(GaSn2)2,286.7711101000001
Mg2H4Ru,1951.5226329999998
YSi2,1806.8805260000001
LiP(HO)2,1831.7280289999999
Ti2GaNi,84.21691976
Th3Bi4,578.3797517999999
CaMgGeO4,709.3156112
Pr3SiAgS7,1290.2354890000001
K2InP2S7,1042.475342
Fe8N,109.23813490000002
Li4MnCr5O2,97.26717428
SrHf2Mo,217.6938582
TbMn2,109.915135
PH2F3,1184.4756300000001
DyIn3,2276.5057309999997
Sm3Cr,1998.389843
ScGaRu2,601.1832456000002
Sr(CuSb)2,757.5759036000003
TiSi2,878.0988779999999
NaV2O5,89.54919396
Li(FeO2)2,44.96088887
Al6Cd4SO2,774.4312573
Mo6PbSe8,50.74144286
Rb3ZnBr5,408.0441861
ThB4Mo,222.3059273
Ga2Cu,99.24713685
NaAg2,10.57113744
Rb2Li4Pb3O4,870.9320182
Li3Fe5,11.52503994
FeCu2SiSe4,328.2190700000001
CaTl3,345.7938295
NpPa3,3361.268875
Yb2AgBi,88.03639090000001
Li(CN)2,1021.370744
Ta2O,43.18860353
PmAgAu2,345.7909082
Li6CuS4,1242.552488
MnCo5O2,760.0822416
Li2MgSiO4,742.7276114
Na2LiNF6,1701.303534
PuGe3,1353.186107
Pu2W2C3,254.090181
TiN,167.2953331
ErRh2,1067.9913800000004
MgMoH2O5,222.9509039
Hf2Au,385.4269844
TiFeSn,738.9536601
TiIr,3458.522521
MgMnSiO5,1035.851761
Y2TiO5,1012.4037380000001
InPO4,840.3413447999999
NbCrGe,304.1634245
Li3Co3OF7,90.22844687
NdAl3Ni2,927.7098404999999
TlTcIr2,467.54085810000004
YbPaPt2,1009.945321
RbCaH3,2182.157857
KTlO,1440.2517560000001
Zn4P6SN2,991.6922411
Rb3GaO3,819.4846021000003
WBr6,753.4450766
V3Ag,1181.332107
TbNbO4,1307.4916660000001
Ta2InC,564.8848142999999
Na2GeF6,656.7404938
Ta4AlC3,1636.0925710000001
RbAcO3,6.238262355
Al2FeO4,2538.8797219999997
NaCu2O3,2042.607903
HoCd2,784.3227678999997
CaZnSe2,438.4599747
LiMn3CrO8,554.3973992000001
Ac2CuGe,3135.876475
Ba4As2O,701.8544967
UPdSe3,183.59921440000002
Be3Ir,223.6731792
Zr3ZnN,907.2805494999999
PrLuSe3,937.0294346000001
Sr(AlSe2)2,2370.624977
Al2(BiO3)3,2961.8342559999996
TmNi2B2C,4457.215606000002
B2(CN2)3,1536.567006
FeBiSbS4,574.4755562999999
CrP4,1452.717117
Li2AlPCO7,104.0609647
CeIn5Rh,3130.3566079999996
AlGaO3,599.2032773
LaN,200.992519
NpPd3,140.92019119999995
TaPd2,215.92909249999997
Nd3Si2S8Br,630.5367647999999
VZnSF5,68.53035940000001
MgH6(NCl)2,724.203921
Y(FeB)2,184.4886965
YTmHg2,1142.953493
Sr3MgRhO6,418.7809119
NaAsO3,488.4479345
PrMgTl2,1.631239708
Th(SiRu)2,93.00495924
YUO4,56.58039474
MgSiRh2,387.047336
LiFeCoO4,52.84658406
InGaTe2,1090.710022
TmTlTe2,4454.363943
AgBF5,213.0607139
KTbO3,2187.192191
PrMgRh,116.11547720000002
Na3Co,377.7387602
Cu2HgI4,998.6050575999999
Zn3C,793.2536712
LiGa2Pd,24.76303848
LuSi3,277.6509023
BaAg,4.185698517
TbSF,924.7476527000001
TcC,16.00471629
NaCuO2,2395.212052
AgHg2PO4,823.8064893
BeCo2Ge,1440.5464359999999
NaNiO2,1389.111317
TiFeSe,2740.507297
SmErZn2,42.2988461
RbInO3,11.47829425
BiI,655.0015241
HoFe2,474.23726889999995
Li3N,1637.827747
Na2SeO4,904.1148870999999
RbGeCl3,2135.0490760000002
CaMn2(Si2O)2,766.1449317
AlN,2289.580768
Cr2OF2,604.2440075000002
LiHoGe,850.9812778999999
Ba(CdSb)2,778.0220959
YB4,311.0119937
NaMg,196.82830890000002
TaRu3C,26.16354288
DyGaPd,44.26308769
Mg2Cr3O8,137.6969123
AgBiS2,1622.917781
TaTl(GeO3)3,1739.954391
Li3V2O6,229.4451443
Fe2As,20.05131698
RbH2N,791.3282335
SrAlSi,321.7628588
Cu8O,325.6419812
ScBiPd2,0.40667088
Ce3Y4O2,46.20699994
KYO2,2745.4354510000007
Ni3I,702.1288102000003
Yb2AgHg,806.9042472
Dy3CoB4,1.06734756
Ac3Tl,413.26629219999995
Li2BPd3,58.69735414
KTeF5,1058.42244
Sr2MnZn2(AsO)2,884.6639317
CeBrO,207.2614905
HoSnAu,2058.330501000001
Na2V2ZnO7,171.8350237
Tc2N,781.4109021
Ba2Mn3AlO8,148.42646619999996
Ba(MgGe)2,4301.356894
NdMgGa,385.5297021
Nb(SeCl)2,1516.673393
Ni(PS3)2,1312.929638
KPt2S3,2315.071027
AlICl6,114.46666880000001
KSnSO4F,1665.863247
LuInCo4,1367.213467
Dy(CoGe)2,1636.943749
Nb3Al,248.5350838
KSn2Br5,1538.1028609999994
Dy2Pb2O7,532.8042588000002
Na2SnTeO6,1149.131477
Yb2SnHg,3339.303127
Rh3Se,294.02943230000005
RbBS2,716.8984366000003
K2CuSb,1200.140214
Tl2O,3252.097461
AsF5,949.8989466
DyCoC,147.18315180000005
Rb3Ir,3101.552525
DyNiO3,887.6345715
PrP5,572.3827129
Tl3Ge,1169.9145
Li6Mn(OF2)2,291.1498463
RbCr5Se8,331.6171575
Li5NCl2,857.2072627999999
Ba2YbTaO6,4419.743947999998
K3YF6,805.2839117999997
ScSiRh,109.31985279999999
Lu2MgGe2,144.8913996
CeNiSb2,145.47457649999996
Na3TlO2,1428.415516
Rb2SiF6,1032.240942
Hf(VH2)2,1425.536136
Li3VF7,72.49542122
Sr2Cu(OF)2,6.081325022000001
Ce(CoP)2,280.0912106
NaH3SO5,1130.819764
PdS,475.4415847
Y2IrRh,491.3000763
YbPmAu2,0.42531652600000003
YbZnAu2,112.9094307
SrNiSn3,1442.3412560000006
Y2Ni2O7,1674.072232
Mg(NiO2)4,400.7460262
TaPt2,384.3966104
NaCu,70.58759251
Er2CuOs,61.91972970000001
ErB3Mo,1270.700693
V3Te4,605.8648159
BaCaAlF7,456.2451966
Y4Cu2O7,1160.014781
Cr2CoO4,0.619123023
Pm2InAg,2466.946096
CeBPt3,1652.460844
HfMn2,193.09008889999998
Pm3Zr,63.02618686
ErInAu2,378.56384039999995
NdCuO2,2199.821444
Cu2GeS3,1133.994411
LuScPd2,146.82812180000005
TaCoSb,2056.083679
Ca(BeN)2,2499.120553
ScAg4,933.241067
Rb2Al2Sb2O7,1620.696418
Th2Ge,69.67071732
YHg,1069.532309
Li2AgSb,4311.2275039999995
Li2GaPd,321.47393389999996
LiGePCO7,1373.4427859999996
Tl4GeS4,1649.2208039999994
DyCdAu2,13.41666344
Ba2BiSbO6,2157.885582
Nb3CoS6,395.7126398
LiTiRh2,1671.2457789999999
Sr2HfO4,912.6776091
MgH2SeO5,874.2859345
ErMg3,66.56162391
Ba(TlHg)2,46.34128992
YSbPt,686.1765022000002
Yb3Ti3O4,650.1372232000001
TlCuPO4,13.73609402
NaFeS2,111.2421424
Li3VPCO7,226.5952887
La(NiSn)2,380.2886423
HgNO2,1049.064546
USeO5,78.06445788
Ho3Mg,106.67035130000001
YbPmZn2,305.2586985
SnBiO4,52.93800388
Na2Cd3(PO)4,786.0624047
ReRu3,2028.814773
KH8N3,794.6846874
TaTe2,286.9126419
Tm2AgOs,16.15562245
NaTl2MoF6,5.796288804
Tm2CuRu,50.1836895
SrS2,3878.5542609999998
Ba(MnP)2,80.63208218
Li2CdHg,69.17066826
K2AlF5,929.300967
Lu3Al,239.0238807
Ca(ZnSb)2,533.2592624
ZnH4(CO3)2,581.3894502
HfNi2Sn,15.14568467
Mn2SnS4,48.93609819
Pt3PbC,28.45844543
Fe3H4(OF4)2,612.7184177999999
Na3CrBAsO7,1143.810736
ZrCu2Hg,320.344925
SrCrRh2,17.61044057
RbSmS2,3204.167953
Ti3NbCu3O2,78.94331708
Li3Cr3FeO8,16.55201451
OsCl4O,128.1234383
KFe2S3,1827.8565219999998
TcSnSe,29.67369327
LiCo2Ge,317.7050301999999
Fe(Sb2O)2,117.9365768
Te3WO2,1765.280834
SmPbAu2,1.831423055
HfRu3,1146.4282640000001
LiMnPd2,489.2227722
CuH6BrN2,1007.860386
SbPO5,1042.23106
ZrPt,158.1991447
NaScS2,2809.315487000001
DyNi,157.9643601
SrCuH6O5,266.5667325
BaTm2F8,935.9330532
NbAu2,235.92241549999997
Dy2ZnIr,108.9805872
KLiZnS2,533.9653545
ZrB6,245.08084730000002
HoMgAu2,10.88668042
BaHBr,748.6789602000001
Li5SbO5,876.1367321
SmSi2,172.2353025
TiS,2075.7044539999997
NpN,1981.496884
TbP,76.65102259
Y2B3C2,171.24491
BaMg(SnO2)4,272.1006478
NdBPd3,208.839751
NaNd3,585.7934092999999
ScPd3C,118.82681740000001
K2CuP,994.7280363
Ce(NiGe)2,1297.88232
Al2Ge(HO3)2,795.103612
BiAuO2,1054.643247
ErSe,642.7109012999998
Cr2O3,1427.194875
Rb2TeBr6,2338.684174
Cr3O7,215.64748799999998
ErAgSe2,1758.8320010000002
TbGaRh2,2739.194445
Li2O,968.9777173
MnAu,142.6545198
K5P2Au,497.85718960000014
MgMnF5,1213.313629
ZrAgMo,533.972286
Rb8NO3,112.45209740000001
Ta2Se,680.4892629
TiMn2O4,258.56084619999996
ThPb3,2253.482987000001
SrZnCl4,479.01029180000006
Li3Al,1129.868975
ZnSn3,130.2104392
V2N,115.8582605
BaYMnCuO5,184.5815807
Dy2Fe2Si2C,78.74840804
PrHSe,2141.628899
Li5Tl2,536.7204568
SmSnRh2,2643.549035
Mo3Pd2N,85.84031571
Si3W5,192.59213119999998
Ho2NiAs2,513.3853637
NaMnCl3,196.38864740000002
CdInGaS4,514.9887156000002
SrHIO,666.7183967
Li2InPt,384.6502749
Ce2SO2,96.00509077
CeInPd,3067.77465
NdGa2,311.4613885
Rb2Se,736.5766474
ZnBr2,2566.654766
YbP,1488.046386
CaTiO2,15.12639443
MgTiPO5,1214.929133
ScSnPd2,1820.1729149999999
DyPt2,152.6877852
HoCdAu2,15.83285149
Ho(SiPd)2,356.6792091
Li6FeCl8,43.88070967
K3Na(SO4)2,943.2844747000001
Ba3Si2(BO)6,677.7579822
NbGaO4,1466.6708820000001
BePd2,361.149104
LiTaIr2,505.3414791
LiV3O8,998.8831493999999
SmCuSe2,779.3869082
SrBiB,445.9910103
CeMg2Ag,1112.162402
Al2Pd,0.047253185
TlCu4S3,2869.144951
Ba(AsPd)2,61.16723616
Mg(MnS2)4,64.03123227
NaPrTl2,177.20791090000003
YbTe,2548.149379
Y2FeB,1039.886419
SmTlS2,4131.09252
Bi2Te2W,25.02230029
Li3Ni4O4F3,0.15348409300000002
Mg2ZnRh,584.2454466
CF4,894.997891
HgBr2,544.660517
Mn6O7F5,77.60669257
BeCN2,1175.243813
TaMn2O3,443.7529052
Na(OsO3)2,786.4436977999999
AlAgTe2,248.3165733
TiAu4,58.58987368
AuF3,449.88764199999997
DyTlO2,4199.829702
Cd2GaAgS4,296.151903
Tm2Al3Si2,480.5371952
Ti(CoO2)2,410.040071
Rb2NiO2,380.34569039999997
Sm6Si4S7,215.6177389
NdGeO3,316.9082491000001
Nb5Ga3,685.751395
Li7Fe(O2F)2,26.88345802
ErS2,619.8219561000002
ScAsO3,701.2169449
HfAlAu2,22.92167239
SbTePd,159.6866354
MgMn2O3,903.3492627999999
KV(CuSe2)2,650.2237774
Cu3SbS4,1609.808893
Li7Mn5O2,150.7180389
ZrNCl,3177.596751
ZnGeN2,417.8058538
KV(CuS2)2,549.5639376
BaO,2687.336641
BaSnHg,764.6334421
NdTlS2,3753.7357829999996
Li5(Cu2P3)2,1461.4246699999999
YCuSb2,900.4672575
MnPd3,343.0295423
Y2Te5O3,517.1129900000002
FeO2,317.5750726
TmTiGe,476.75625419999994
Mn3AlC,41.22245525
BN,1697.6930350000002
LiHg3,363.7898173
KPrO2,2744.928902
UAlNi4,1398.345904
RbTaGeS5,2053.337399
CeSe,4740.546504999998
Rb3Li,429.9646194
Sb4I2O5,1345.103141
SrF2,1120.061976
NaPaO3,785.7446959
Ba2CaMoO6,2698.81453
Al9Co2,247.866275
Ga2TeO6,410.2217478
YbSnPd2,15.47591809
FeSnF6,215.69187799999997
LuB4Os,565.6548904
Tm5(SiSb)2,650.8087353
NdBi2BrO4,722.7628665
H4C,955.2807687999999
ScReTc2,2180.835971
U(SiRu)2,152.0267049
Sc7BCl2,373.1236462
GaAsPd5,95.05496569
K2CuAs,1436.0997380000001
SrPS3,915.1682432
BPb3O4F,828.0322844
KPrSiSe4,1099.4340220000001
Yb2HgPb,1475.528458
CdCN2,2335.6234329999997
SrGeO3,747.0280579
NaLiICl,717.0011557
Li2VBO4,1194.2433119999996
NaPt2,236.5407878
Te2Br,1853.0575820000001
MgCu4Sn,820.9763116
Zr(Se2Cl3)2,343.5344659
ErTiGe,580.0695312999999
Pm2MgAl,73.00234314
ErInPd2,634.8835891
Co2P,170.7684173
Ca(CrS2)4,236.8851725
SrAl4,227.2717724
ZrHg,992.3325478
Cr3Sb(P2O3)2,450.5683118
CaB2,773.1332612000001
NbNi3,250.7782364
Cd(FeO2)2,0.073620267
AgN3,3165.022204
U(CuSi)2,80.94095952
KHg2,569.4775885
Na5SiAs3,1432.523126
SrGaGeH,4019.622061
Zn4P6N2O,1095.692393
Sr(SnAs)2,4017.9983509999997
K2NaAlP2,1686.4603719999998
Nd3Tl,4.020855421
TiMnO4,923.7436966
AlNi,173.62424
Ge5(Te4As)2,2112.4588059999996
MgSi2,241.958223
Nd2PbSe4,1549.747149
CaCdHg2,365.28779879999996
Al2HgTe4,1936.291084
YbAl2,907.6130268
K4Al3Si3ClO2,596.2330226
HfCdRh2,2273.622802
Li3Y(NiO3)2,691.0028693
Pm3Ge,18.46135992
Hf2TcRu,612.8313178
Li(Co3P2)2,231.21613399999998
H4CN2O,1053.754242
U(SiOs)2,53.39907667
PrN,1080.532978
Ti3Sn,1.912889485
Li2ZnCl4,1178.12607
NaCoO2,2459.662778000001
Sr2Co(ClO)2,15.80391646
CdSe,178.1268373
Mg3ZnC,24.45351316
Li3AlN2,2448.722209
PuFe2,181.64104939999999
PrBPt3,34.70259721
NaHg2IO2,842.1294522
SrH4(ClO)2,730.7127786
KCoCl3,83.87983304
Si3Se,12.09965578
NpGa5Ni,161.0798417
SiP2O7,924.1839446
BaTlHg2,5.990578407
LiZn,31.7336876
Na2MgCl4,615.0213275
Li2Cr3CoO8,83.58528127
IrF4,1581.013027
USi2,301.51551919999997
Pr2MgNi2,69.85351096
LiSbS2,4745.595061
NaAlSiO4,596.6318223999998
Er3Sb4Au3,3063.838143
SrTa2Bi2O9,2233.358178
ThAl2,395.4726999
FeSi2,2510.1711219999997
SrN6,987.2240375
Dy(Ni2As)2,829.9947848999999
MnV3,767.6428815
Sr(FeAs)2,34.74894306
PuRu2,61.99216291
P2Pb3O8,1910.708403
Hf3Te2,387.6831954
PrNd3,5.225451953
Nb2CS2,881.4300311000003
CrGaFe2,573.6354436
VO,638.736582
Na3Sr3GaAs4,398.051641
ErNbO4,803.2431176
BH4O2F3,796.2672161
K2Os(Cl2O)2,443.223141
Ta2Co,22.67137405
PbCl2,2472.840447
Mn3ZnN,137.0775898
NaCaFe2(Si2O)2,54.13005857
