pretty_comp,kpoints_array_average
Li3Mn3O5F3,5.333333333333333
Rb2U2O5,11.666666666666664
Er(SiIr)2,14.666666666666664
K2Te2Pt,6.0
SrCaAg2,7.333333333333332
CaMnBi2,18.0
Er3PbC,7.0
ZrHCl,16.0
Be2HgBr,19.0
Ba2GaSi,18.0
BaSrSn,9.0
Be2ZnBr,15.333333333333336
AlO3,14.0
CeScSb,5.0
PuC,10.0
MnGeN2,8.333333333333334
Tm2CuRu,18.0
CdAuO2,10.0
TlPd5Se,12.666666666666664
Lu2Pt2O7,4.333333333333333
Sn2BSe,19.0
U(FeGe)2,8.333333333333334
LiZn,17.0
SmSi2,23.0
TbTlSe2,8.0
FeSi2,17.0
LaCoAs,16.0
CaZnSiH2O5,4.0
NdCoGe3,16.666666666666668
Au2Se2O7,3.6666666666666665
Co3Ni,20.0
Li2CdPd,17.0
NaBe2Cr,18.666666666666668
Rb2TiCl6,5.0
Zn2SnSbO6,6.333333333333332
SmAlGe,15.333333333333336
Zn2AsRh,18.0
Fe3W3N,8.0
Ni(BO2)2,6.333333333333332
YCuSi,19.666666666666668
PrTmTl2,19.0
ThI2,17.333333333333332
Yb(SiAg)2,16.333333333333332
ThAs,14.0
Nb3B3C,13.666666666666664
Be2FeCl,17.666666666666668
BeReHg,20.0
MgBe2V,12.666666666666664
Ba(ZnSb)2,6.666666666666668
MoBr2,2.6666666666666665
LiHg2Pt,5.0
Mg2MnIrO6,6.666666666666668
ErGaRh2,19.0
Na2Cr7O4,4.333333333333333
Ti2TcRh,21.0
InSbS3,5.333333333333333
Li2Mg2MnFe(P2O3)2,3.6666666666666665
FeRhO3,12.0
PrPb3,21.0
K2BaSe,10.333333333333334
CrCoPt2,10.333333333333334
Rb3Mn2Cl7,12.666666666666664
ReH8(Br3N)2,6.0
Lu2AgIr,20.0
NdTmMg2,9.0
TmLuHg2,19.0
TeI2,6.666666666666668
SrZnO2,5.666666666666668
YIO,7.0
ZrHg,18.33333333333333
K2Cd2O3,4.666666666666667
ThHg2,16.333333333333332
YbSbPd,14.0
P6SeO24,3.333333333333333
BaYCl,9.0
SmPa3,11.0
Ba4MnNi,10.0
CaCo4Cu3O2,8.0
MnGaRu2,12.0
LiCoGeO4,6.0
Ba2Mn3(AsO)2,7.333333333333332
BaLiSe4,17.0
ThSiTe,11.333333333333336
SmMg2Ag,21.0
Ba4ReCl,8.0
In(IO3)3,4.0
SmAu,19.0
ScZnMo3O8,4.0
BaHfTe,9.0
CaMg(SiO3)2,4.333333333333333
Sm2RuAu,15.0
RbClO4,4.0
BePSe,23.33333333333333
ScBe2Si,14.333333333333336
TaPd2,13.333333333333336
Li2FeSiCO7,4.666666666666667
Li2SnO3,4.333333333333333
AcBiAu2,22.0
SbAsO4,5.0
SrAu2,16.666666666666668
TaW3,16.0
GeF2,3.333333333333333
V4S9Br4,3.6666666666666665
Y2HfBe,9.666666666666666
SrBr2,3.333333333333333
Nb2Co3Si,14.333333333333336
NiCl,21.0
Al2Si2H4O9,3.6666666666666665
WSe2,7.333333333333332
Ce(SiOs)2,7.333333333333332
Mn8(OF)3,5.0
LiGaO2,8.0
BaSe4Br,19.0
NdTaO4,3.6666666666666665
TmO3,9.0
Li2HfO3,7.666666666666668
BeZn2W,13.0
SrBeIn4,22.0
LiTi2Ir,8.0
HfTaTc2,16.0
Ba2GaBi,14.0
BaZnCd,14.0
NaNO2,4.333333333333333
ZrScPt2,8.333333333333334
Pr2CdNi2,11.666666666666664
Li2SbAu,12.0
Eu2H3Cl,9.333333333333334
NaBeP2,31.33333333333333
Be2NbP,17.333333333333332
Nd3GaC,11.0
TiPRu,11.666666666666664
ZnSbF5,3.6666666666666665
MnAgPd2,8.0
Si3W5,13.0
IN,28.0
YbOs3,10.666666666666666
BeNiSe,12.666666666666664
Hf2Ni,13.666666666666664
Cd2GaAgS4,5.666666666666668
Tm2CdSe4,6.0
Nd3GaN,9.0
Tb3SiBr3,6.0
V2P4S3,3.0
Ag3Sn,14.666666666666664
HCN,6.333333333333332
K4Sb2O3,4.666666666666667
AlFe2Si,15.0
Mg3BeAl8O6,3.6666666666666665
Li7SbO6,4.0
Ta2Se,10.0
Cr2B,9.0
ZrGa3,11.333333333333336
Ba2HfCl,10.0
Sc3CoC4,11.0
MgNiH,18.666666666666668
BaN6,3.6666666666666665
Ba4LiSe,10.0
Rb2In4O7,4.333333333333333
CuSiIr2,7.333333333333332
Cr3O4,5.0
Zr3GeO8,5.0
MgZnNi2,11.666666666666664
Ba4MgCu,10.0
Ba5As3ClO2,3.0
Ge(BiTe2)2,19.0
YZn5,20.33333333333333
NpTe2,11.666666666666664
Ba2NaO,11.0
ZrTiTe4,11.0
Be2TlPd,15.0
YCrO3,18.0
Tb4Se3N2,5.333333333333333
Be2NiMo,18.666666666666668
CaGaSnH,11.0
Na4C2O5,3.6666666666666665
Li4Ti3Cr3(WO3)2,4.333333333333333
Ba2NbInO6,5.0
HfBe2Tl,21.0
KCa(PO3)3,3.333333333333333
LiCaGaF6,3.333333333333333
MgBe2Tc,8.666666666666666
Be2CrSi,26.33333333333333
BePtBr2,18.0
Co2RhS4,8.0
TaNiGe,11.333333333333336
Th3As4,6.0
Yb(AlSi)2,17.666666666666668
BH5CN2,3.0
Mg2SiNi3,17.0
CdSO4,4.666666666666667
Ta2CrAs,21.0
Y3BrO4,4.0
Be2P2O7,3.333333333333333
DyTlSe2,8.0
NbO,29.66666666666667
LaZnAu2,19.0
KWO3,21.0
Mg2AlB2Ir5,24.0
NbNi2Sn,11.0
RhN3,13.0
NaBeSi2,14.0
Er3Al2,6.333333333333332
MgMoF6,6.0
BaCaBi,13.0
LiMn2(BO3)2,3.333333333333333
LiVO2,7.0
BaPIr,9.0
LiHF2,7.666666666666668
Ca(MnGe)2,9.666666666666666
SiRu,19.0
K2BeGa,9.666666666666666
PmI3,5.666666666666668
Y2ZnPb,7.0
Ti3Cu,9.0
PrBi,21.0
Co2Ge,15.333333333333336
MnBe2Co,16.333333333333332
AlBiSCl4,3.0
Mn6O7F5,4.0
NpSn3,9.0
K2ErF5,3.0
LiAlTe2,4.0
Cu2SnS3,5.0
BeCu4Sb,25.0
RbHCO2,3.0
Be2NbSe,13.333333333333336
MnNi(PO4)2,4.666666666666667
HoPtF7,3.333333333333333
BaLi4Cd,11.0
Li2Fe(CO3)2,6.0
BaVHg2,15.0
BiClF8,3.6666666666666665
BeCuMo,22.0
Li2GePd,16.0
MnAlRu2,12.0
Ca(NiS2)4,9.0
Ce(Fe2P)2,5.0
Ga2PdBr8,4.0
Na2CoGeO4,4.333333333333333
TaMoN,15.333333333333336
LiBH4,4.666666666666667
CeDyZn2,13.0
HoCdAg2,20.0
NaBi,27.66666666666667
AsPdSe,21.0
HoInAg2,11.0
CeCuN2,18.0
Rh3Br,10.666666666666666
K7NbAs4,3.6666666666666665
Ti2ReIr,19.0
LuGa5Co,14.666666666666664
SeS,24.0
SrZrO3,20.33333333333333
Eu(MgSb)2,12.666666666666664
BaU(SiO4)2,3.0
ErCu5,22.0
Sr(AlSi)2,17.333333333333332
BeReBi,11.0
PrY3,9.666666666666666
MgScTl,11.0
KBe2Fe,8.666666666666666
KBaMg2,17.333333333333332
BeMoRh2,18.33333333333333
PrS3,13.333333333333336
TmLuRh2,18.0
TlAuCl4,3.6666666666666665
BeMo2Br,10.666666666666666
Be2NiGe,23.0
DyB2Rh3,22.33333333333333
Ca(FeN)2,9.666666666666666
TeWSe,8.333333333333334
Th3P4,6.0
Mg3N2,5.0
AsIrBr,17.0
PuTe,8.0
K5Pb24,10.0
ScHgW2,10.0
Ho2PdRh,14.0
KMnCl3,4.333333333333333
NbI5,5.333333333333333
ZrBe2Cd,14.666666666666664
LiAc2Ge,16.0
Na2LiBe2F7,3.333333333333333
Ni2P,11.666666666666664
LiC,6.333333333333332
HfSi2Br,23.0
Nd(SiAg)2,12.666666666666664
HgPRh,12.0
Be2ZnTe,23.66666666666667
AsF3,3.333333333333333
TmSnAu,14.333333333333336
TaSe2,9.0
Ba2MgSb,11.0
SeS2(NO)2,3.6666666666666665
SmGe3,15.0
Zn(BiO2)2,6.666666666666668
Sr2BeGa,13.0
Na3CrF6,3.0
Y2MgS4,5.0
CuH6(NCl)2,10.0
BeFe2Te,8.0
SbOF3,2.6666666666666665
LiVIr2,19.0
Ta2O5,4.666666666666667
LaTiO3,13.0
CaScHg2,8.0
CeScSi,6.0
TaBeGa,16.0
NaH3CN4O,3.0
LiTl3,22.0
LiNiP,20.33333333333333
ZrW2,17.0
Sc2Be2Pd,14.333333333333336
CuBSe2,6.666666666666668
Ca2CoO3,9.333333333333334
AlSiRu2,23.0
K4CdCl6,3.0
AsWBr,15.0
NaTmO2,5.666666666666668
Li2Cr2SiO6,4.333333333333333
Sr2BeSb2,4.666666666666667
ZrTlCuS3,9.666666666666666
TaTiAl,16.0
NdMgO3,9.0
Ba2AlSn3O8,15.0
TbFe2,11.0
FeAg2SnS4,5.666666666666668
FePS3,6.333333333333332
Mg2ZnPd,24.0
LuB4Os,12.666666666666664
Ga2CuO4,7.333333333333332
TaSiRh,8.333333333333334
BaO2,7.0
V2ZnS5,10.666666666666666
CuAsS,11.666666666666664
Zr3N4,6.666666666666668
PaPd3,11.0
Ba4SbW,9.0
MnB2,11.333333333333336
KNdPdO3,6.333333333333332
Rb3Nd,8.0
Na2SrFe,14.0
Li(CoGe)6,14.666666666666664
SiPt5Pb,12.0
ThAu,11.0
BaP2Ru,15.0
AsRuBr,12.0
HoMnGe,6.0
SmNi2B2C,16.0
Ca5(AlSb3)2,6.333333333333332
Ba2YbTaO6,6.0
BeCrGe,11.333333333333336
Ba4MoPd,8.0
MnBe2V,7.333333333333332
Tl4SnS3,5.0
LiBeP2,28.33333333333333
DyP,29.0
LiYO3,9.0
BaTlPb2,18.0
TlN,11.0
Li2CuO2,11.666666666666664
Li3Fe5(CoO)2,4.0
CaNi2O5,7.333333333333332
AgPbO2,7.0
NaSn2Cl5,3.6666666666666665
Nd2SnS5,9.333333333333334
Er2Mg,11.0
ZrNi5,18.0
LiVFeO4,5.0
YInPt2,14.666666666666664
ReAsPd2,12.0
Ba4PdCl,10.0
Li6Br3N,5.0
RbCu2Br3,4.666666666666667
LuTiSi,13.666666666666664
Ba4SrIr,9.0
YbPt,13.666666666666664
Li(FeO2)3,5.666666666666668
HfV2,9.0
NdAlPd,15.0
LuCd,27.0
Zr(CoSi)2,12.666666666666664
Sc5Ge3,6.333333333333332
CaZn3,20.0
TiAsP2,18.0
Ca2PAu,7.333333333333332
Pr5(CoB3)2,10.0
Rb2GeSe3,4.333333333333333
Ca2CdSn,13.0
SrGaCu2,28.0
Nb3Os,16.0
ThAs2,17.333333333333332
Sn5(S2Cl)2,4.0
TiBeCd,12.333333333333336
Rb2Au3,8.0
TiZnAu2,11.0
Li2NdIn,10.0
Hf2MoPt,8.0
Ni3TeO6,6.0
Rb2SiF6,4.0
HfSb,8.333333333333334
Hf2ReIr,13.0
Nd5Sn3,9.333333333333334
ScAg2Hg,7.0
BaBrCl4,9.0
Li2AsAu,3.0
BaZrCl,8.0
KLi4CrO5,4.333333333333333
YMgBe2,15.666666666666664
TlP5,5.666666666666668
SrPd5,11.0
Ca2Sn,8.0
CaSO4,4.666666666666667
Na4MnO4,3.333333333333333
AsRuAu,14.0
WSCl4,3.333333333333333
TmHfIr2,17.0
BaCoBr2,8.333333333333334
HoHfRu2,16.0
CrO3,14.333333333333336
BeHg2Ir,19.666666666666668
CsPbF3,7.0
YB4,14.0
In2AgSe4,7.666666666666668
CuAs4S3Cl,3.6666666666666665
Ba4LiW,8.0
Na3Sr3GaAs4,5.0
CaSn,15.666666666666664
Ba4MgPt,11.0
PCl3,3.0
Pr(MnGe)2,9.666666666666666
YbB2Ru3,21.66666666666667
BeFe2Ge,12.0
K2O2,3.333333333333333
Ni(BMo)2,8.666666666666666
AgHgSBr,5.0
TaBeW,23.0
Zn(FeO2)2,5.0
Be2NiGe,20.666666666666668
NaBeRh2,9.666666666666666
NdSbO4,4.333333333333333
Tb(NiB)2,10.0
LiCeSn2,7.333333333333332
Ce(WO4)2,4.0
Li3Mn3Fe2,4.333333333333333
Ca3Ge3(MoO)2,4.0
CaBeHg2,19.0
GaAu2,16.333333333333332
Mg4H2O5,6.666666666666668
Li2S,5.333333333333333
BeSi2Ru,24.0
TaBePd2,13.333333333333336
LiCdAg2,16.0
K2B2Se7,4.0
BeGa2Os,16.333333333333332
EuGe2Ir,17.333333333333332
Ce(SiAu2)2,9.0
HoCuSb2,14.0
TiMnO3,6.0
YBiPd2,10.0
CoNiSb,9.666666666666666
SrBeRh,11.0
BePdW,21.33333333333333
Er3SiSe2F,2.0
Ba2AlFe3O8,9.333333333333334
Mn2BePt,12.333333333333336
ZrZn3,13.666666666666664
BaSn2Sb,19.0
TiBeV2,19.33333333333333
BaNb2O6,6.0
NaZr2MnF,2.6666666666666665
AgCNO,5.0
V3Ni,10.0
RbCdH2I3O,3.6666666666666665
BaHfHg4,15.0
HfMgRh2,18.0
CdSe,11.0
LiPaRu2,12.0
LiV2O2F3,5.666666666666668
Ca2BeBi,7.666666666666668
YSnPd2,10.0
Li6CrO4,5.0
Rb2Al2B2O7,2.6666666666666665
Tb4C5,11.0
BeFeW2,23.33333333333333
MgGeO3,7.0
BeSnGe4,19.0
Hf2InC,15.333333333333336
Be2CoSi,12.0
Sr3YRhO6,4.0
Te4Mo(WS)2,9.0
U2P2O9,4.0
NaCaAs,7.0
Yb5Pb3,10.666666666666666
Ca(SnO2)2,5.333333333333333
ErFe4B,6.0
USbRh,8.0
V2Cu3H6O,5.333333333333333
LiVPO5,3.6666666666666665
KBeGa4,15.0
BePtPb,23.33333333333333
SbPd3,21.0
BaMnO3,17.0
HfBeTc,11.0
BaZnGe,10.333333333333334
HfScRu2,21.0
CeVO3,18.0
AsRh2,14.0
Ca(CuP)2,18.33333333333333
VF3,7.0
Cd2H2SO6,3.0
Sm2AlNO3,6.0
SiOs,34.0
LiCuO,5.0
RbErO3,10.0
Ba4TaIr,14.0
Al2Ge(HO3)2,5.0
ThI4,3.333333333333333
Li4Mn3Ni(P2O3)2,3.6666666666666665
Na2BiO3,5.666666666666668
TlV2AgO6,3.0
Yb2SnHg,16.0
Li4Co3NiO8,5.0
NpAl2,7.0
ReRuBr,10.0
Ho6CoTe2,13.0
NaNdTl2,15.0
LaAlO3,6.0
Dy(Fe2Ge)2,8.0
Cr(AgO2)2,3.333333333333333
Ba4NiBr,7.0
Lu2TlCd,21.0
Ba(SiNi)2,14.333333333333336
YZnGe,16.333333333333332
Hf2BiB,18.0
ScGaRu2,15.0
BeSi2Ge,28.66666666666667
CaMgSiO4,4.0
TcPt3,12.0
NaMnAs,10.0
Dy2CdIn,16.0
NdMn2,8.0
TiCrAg,10.0
Na2CaP2O7,4.0
Ta3B4,10.333333333333334
BeInTe2,25.66666666666667
SbI3Cl8,3.0
Zr(SO4)2,3.333333333333333
InP,28.0
KBaTl,9.0
CaMg3,12.333333333333336
DyMn2,12.0
Ba4MnMo,12.0
Be2FeSe,22.0
BaNd2ZnS5,5.0
NbNO,6.0
K2H4Pd,4.333333333333333
SrCuBi,16.333333333333332
Ca(BiO3)2,7.666666666666668
Tl2CdGeTe4,6.0
SrS2,4.333333333333333
Cd(GaSe2)2,5.666666666666668
TbCoC,19.33333333333333
Mn3(OF3)2,4.0
Nb3S4,13.333333333333336
Ca2CuB2(HO)2,3.333333333333333
Zr3(Cu2Ge)2,8.0
PrMg3,19.0
PrBi2BrO4,6.333333333333332
NaSbO2,4.333333333333333
Dy2CdS4,6.0
GaNi3,18.0
Sm(NiGe)2,12.0
Ta2BeGe,26.33333333333333
CaPAu,7.333333333333332
Sm(ErSe2)3,5.0
Tb2Se3,6.0
YbThPt2,22.0
SnAsRu,21.0
NdTeF,7.0
Re2PbO8,2.6666666666666665
BaHfN2,6.0
SrTi2Be,8.666666666666666
K2MnF6,3.333333333333333
BeTc2Ni,12.0
CrInCo2,17.0
TmMgRh2,17.0
Ba2YV,13.0
LiIn2Rh,13.0
TaBeBi,23.33333333333333
Ti3NbO8,5.0
NdBrO2,5.0
Be2FeHg,15.666666666666664
Ga(HO)3,4.0
UCuGe,6.666666666666668
NdNi2B2C,18.0
BeBi4Ru,13.0
Li2MnOF3,4.333333333333333
Nd5(FeB3)2,10.0
GaPt3C,14.0
KHCO2,5.333333333333333
K3MoF6,4.0
GaAgSe2,7.0
MgP,15.0
Yb2AgPt,23.0
BeCuRh2,13.333333333333336
CaLaAg2,11.0
BeCdTe2,18.666666666666668
K2PAuS4,5.333333333333333
FeSnRu2,11.0
MgBePb,21.33333333333333
BaNdCo2O5,8.333333333333334
GeBi2O5,4.333333333333333
Mn3SiIr,6.0
Ba4SiSn,12.0
Ba4ZnCu,10.0
YCo4B,9.0
ZrCuSi,6.333333333333332
Sr3BPO3,10.333333333333334
TlCdSb,10.0
BaMgO2,4.666666666666667
Dy2Te5O3,3.0
ScBePt4,14.0
ZnPPt5,15.333333333333336
Tm2Ru2O7,8.0
ReSbAs,22.0
NiS,19.0
AgPtO2,7.0
K2Al2Sb2O7,4.333333333333333
Ce3Y4O2,4.666666666666667
CdI2,5.666666666666668
Ba3NbFe3(SiO2)2,5.666666666666668
NdInCu2,17.0
LiDyTl2,18.0
KPrO2,6.0
K2FeNi(CN)6,4.0
Li3Au,21.0
Na2CdPb,17.0
NdN,12.0
ZrGa5Co,16.666666666666668
Yb2Cr2C3,8.0
UAu2,17.333333333333332
Be2CrCd,11.0
TlCdCl3,4.0
Mg4BeNb,15.0
Na4Mn2O9,6.0
LaMgAg2,14.0
SmDyTl2,19.0
CaNiF6,4.0
Zn2CuRh,7.333333333333332
ErHg,23.0
Dy2TeO6,4.0
RbLiMoO4,3.333333333333333
K2BeOs,6.333333333333332
MgBe2V,14.333333333333336
Cr3O7,3.0
BeBi2P,28.33333333333333
Ba2HgPb,10.0
Ti3V2O9,4.666666666666667
Ba2YZr,11.0
Na5CrO4,4.666666666666667
Sc2MnS4,5.0
NdTm3,8.0
Li6TeO6,4.0
NpSnIr,5.666666666666668
Co2P,8.0
PrNdO2,20.0
BeIn2Cl,24.66666666666667
ErBiO3,5.0
NdTh3,12.0
YbCdAu2,19.0
MgNi2Sb,18.0
BePbSe2,12.0
Ag2Hg7(P4I3)2,4.0
Li2Co2Si2O7,4.666666666666667
KPtO3,15.0
NaBeSi2,22.33333333333333
Li2AlFeO4,5.333333333333333
CaPdAu2,6.333333333333332
Li2Pt,35.333333333333336
Rb3Ir,7.333333333333332
YHSe,6.666666666666668
LiHfHg2,7.0
MnBe2Tc,13.666666666666664
BaGeCl2,8.333333333333334
ZnNi,21.0
Fe5Co,5.0
BMo2C,19.0
Cu(HO)2,10.0
YAgTe2,4.666666666666667
Pb(ClO3)2,4.0
Lu2MgOs,11.0
Y3Th,7.333333333333332
Ba4CdFe,9.0
Ba4CoOs,9.0
V2O3F,11.333333333333336
NbAlOs2,10.0
TeRuSe,12.0
NdPbAu2,19.0
ZrBe2Cd,20.666666666666668
TiFe2Sn,10.0
BeSi2W,13.333333333333336
Pr2Re2Si2C,11.666666666666664
Y2BeW,11.333333333333336
BaNaZr,8.0
Ca5Sb3,4.0
Ho2ZnOs,18.0
ZrFeCl6,3.0
CdGeP2,7.666666666666668
Li4WO5,5.666666666666668
Sm(SiPd)2,16.666666666666668
KYSn,7.0
BeNbTl,15.333333333333336
PmCdAu2,10.0
Ba4CoIr,14.0
ZnCl2,4.666666666666667
Mg2Ti3O8,5.0
NbC,21.0
Ho2V2O7,5.0
NdGe3,23.0
TeMoS,9.0
PrGe,15.333333333333336
LiUAsO6,3.333333333333333
YTe3,21.0
SrSe,8.0
Ti2NiIr,14.0
SrBeNi,23.0
Sr2Nb2O7,4.0
YVO3,13.0
Mo2W(Se2S)2,7.666666666666668
ZrZnN2,8.666666666666666
AsRu2W,13.0
TiPtPb,11.0
Pr2ZnIr,12.0
CeSiRh2,9.333333333333334
Ba4HfFe,9.0
Be2SnBr,8.0
Cr2GaN,16.333333333333332
Ba4IrBr,9.0
CaPtF6,3.0
SrH2O3,5.0
BeZnTc,25.33333333333333
Th2CrN3,13.333333333333336
BeCrSi2,26.0
LiAuO2,4.333333333333333
K2BaZn,13.666666666666664
CuP2,5.333333333333333
TaZnRh2,8.0
YCo3H2,11.0
Ca(BeP)2,7.666666666666668
Sm2SeO2,6.0
YbAg,22.0
Nb3Pb,12.0
SbPd,19.33333333333333
InSe,10.0
Ba2YZn,9.0
Er5Ga3,10.666666666666666
TaP,19.666666666666668
BeGaSb2,21.66666666666667
Er2Te3,5.0
SnSO4,3.6666666666666665
Dy2TlCd,14.0
CeAlCo,8.0
Pr2Ni2I,10.333333333333334
Te2I,5.666666666666668
V3NiS6,7.0
Ba4CoRh,9.0
TaBePt,14.333333333333336
CaIrO3,19.0
Sr2YTlV2O7,10.0
Ba2BiSbO6,5.0
CdTe,18.0
CoB3W,9.0
Ba4YSb,9.0
NaCu,25.66666666666667
K2S3,7.666666666666668
NiPbF6,6.0
RbUTe3Au,5.0
CaC2,7.0
Ba4MnHg,7.0
ScBeTe2,18.666666666666668
BeCu2Pt,17.333333333333332
Ba3Ga2(GeO)4,3.6666666666666665
NaGa4,21.66666666666667
BeCdPb,18.0
RbLiCl2,4.0
TaBe2Pt,11.0
BeZn2Cr,12.666666666666664
KYO2,7.0
LiTi(SiO3)2,5.333333333333333
Ca6In2NF,10.0
Hf2OsRh,13.0
Mg2Nb2FeO8,3.0
Tm(SiRh)2,10.0
HfBe2Rh,17.0
CeMnGe,13.666666666666664
LuGaO3,4.333333333333333
KBaZr,13.0
KMgP,7.0
K3PS4,3.0
V4(OF3)3,5.666666666666668
LiCuO2,11.666666666666664
CoOF,7.333333333333332
BaSiO3,7.0
ZrScOs2,19.0
Pr2SO2,6.0
SmScO3,8.0
ScBe2Sn,18.666666666666668
GaAgS2,6.0
Dy4Sb3,8.0
NdLuIn2,19.0
Ho(BC)2,16.666666666666668
BaCeI4,3.333333333333333
BaBeCl2,8.333333333333334
Tl2SnCl6,4.0
YbGeIr,10.0
GaFeRu2,7.333333333333332
AuClO,4.0
MgTiIr2,11.0
NdS2,17.333333333333332
MnAsAu,17.0
PrHoZn2,18.0
BaCdBr,9.0
MnCN2,16.0
Co2(GeSe)3,6.0
BaTb2Mn2O7,4.666666666666667
MnBe2Ga,9.0
TbTe,21.33333333333333
UNi2B2C,14.666666666666664
Li2PbAu,18.0
TlGaO2,5.0
DySb,20.0
BaTaBi,14.0
CaHCl,6.0
Dy3InC,14.0
CaMnF6,4.0
Ta4BeTe,14.0
TbSmHg2,13.0
BaIrF6,4.0
DySiPt,11.0
Yb3Mg,12.0
BaSc2Be,14.333333333333336
Ca(GaAs)2,10.0
AlSb,17.666666666666668
SmBi3,15.0
CaNi,12.0
LiFeNiO4,6.0
Bi2OF4,4.333333333333333
HfFeO3,4.333333333333333
SrBe2Ni,12.333333333333336
NdAgPb,7.666666666666668
UNCl,6.666666666666668
Tm2CuTc,18.0
BeBiF3,8.0
Ba2ZrS4,11.333333333333336
CrO,12.0
KAuS,4.333333333333333
Ba4BeCd,13.0
Na5Zr2F3,3.0
LiAsRh2,13.0
RbBe2P3,3.6666666666666665
Tm2AgOs,15.0
MoW3Se8,7.0
CaFe(GeO3)2,4.666666666666667
CaTa4O,4.0
AlFeCo2,11.0
Hf2BeZn,17.0
Tb5NiPb3,8.666666666666666
LuSbPd2,18.0
RbHS,25.33333333333333
UReB3,8.666666666666666
Ag2PdO2,6.666666666666668
HfMnO3,4.0
Nd(SiRh)2,12.0
NaB5,5.666666666666668
NdSnAu2,22.0
LuCuSi,15.0
NdAu3,21.0
Lu2AlRu,16.0
Mn4BeRe,12.0
CaCN2,6.0
MnGaCo2,11.0
TmRh3C,14.0
Be2CdTc,14.0
VBiO4,4.0
RbCaCl3,5.0
Hg2BrN,5.0
RbTl3,12.0
ZrBeZn,25.33333333333333
ZnP2,8.666666666666666
DyAu2,20.33333333333333
TcXeO4F5,3.6666666666666665
ZrScBe,9.666666666666666
CaGaGeH,10.0
K2RhF6,4.0
TmLuMg2,17.0
In3Co,8.0
RbYbO3,12.0
AsIrOs2,22.0
ZrZnF6,4.0
Tb2TeO2,8.0
HgF,6.333333333333332
HgBrN,15.0
SmFeP,7.666666666666668
Be2NbZn,25.0
LiBeCd,19.0
BeVCo2,19.0
Y2BeCl,9.0
Pm2SiNi,17.0
BeVSe,9.666666666666666
Er(SiRh)2,10.0
LiMn5O5F,12.333333333333336
NbNiP,8.0
NaAg3O2,5.0
NdSi2Ni,15.333333333333336
HoScRu2,12.0
Sm(DyS2)2,7.0
ErB4,16.333333333333332
PrGeRu,12.333333333333336
Be2NbFe,19.666666666666668
Li2MnCSO7,4.666666666666667
TeMo2Se2S,8.333333333333334
Ho6CoBi2,7.333333333333332
TiAlO3,19.0
UGeTe,12.333333333333336
LuMgPd2,13.0
TiBe2V,14.333333333333336
ZnCu2SnS4,10.0
Ti3AlSe2ClO8,3.0
Be2RuCl,20.33333333333333
Sr2YTlCo2O7,10.0
AgCNO,5.0
MnNi2Sn,10.0
LiCd,17.0
LiBi3(BrO2)2,5.0
InP,9.333333333333334
Sc7NCl2,6.0
KCaSiHO4,4.333333333333333
Be2OsRu,20.666666666666668
MgTaRh2,11.0
TbAlPd,10.333333333333334
Zn3As2(HO)6,3.0
Yb2SbAu,15.0
MnSbAs,19.0
Li4ZrGe2,16.0
Pu2Ni2Sn,5.333333333333333
Ba(NiO2)4,6.333333333333332
ScSb,18.0
Ho3Sb,10.0
K3Ir,5.333333333333333
GaH5(NF)2,4.0
LiIn(MoO4)2,3.6666666666666665
TbYbRh2,18.0
Na2UO4,5.333333333333333
RbSc5Te8,6.333333333333332
NdErTl2,19.0
Li3BO3,3.333333333333333
CeAgSn,8.333333333333334
Ta2BeRu,16.333333333333332
Tm(SiPd)2,11.0
Li2Ti3V3O2,5.0
SrBeCd2,15.0
Na2MnCSO7,4.0
K2LaBe,11.0
RbTlO2,8.0
LaTa2Be,9.333333333333334
KP2AuS7,4.0
ScOs4,7.0
Li6PS5I,5.0
Li4CrO5,4.333333333333333
Fe2GeO4,6.0
LiTi4O8,7.0
Sn7Os3,8.0
NaDyS2,7.333333333333332
Nb4O5,6.666666666666668
MnBePd,14.333333333333336
BaLi2Mg(PO4)2,4.333333333333333
ScGaRh2,18.0
TlPd2Au,20.0
Sc2RuRh,16.0
Pm2SiHg,11.0
Sr3SbP,6.0
MnBeRu2,7.0
SnSb,25.0
TlCuF3,11.0
Li5Mn5(NiO)2,5.0
PrSF,6.666666666666668
K2BaV,12.666666666666664
BeTl2Sn,28.0
Th3Si2,21.0
Be2VCd,20.666666666666668
CaBe2Fe,6.333333333333332
Ba4GaSb,11.0
CrAg3ClO4,3.6666666666666665
Sr2I2O,4.0
Tb3NbO7,4.666666666666667
SrBeBr2,6.333333333333332
BaGaBr,8.0
Zn(GaS2)2,6.0
Ho(Al2Fe)4,7.666666666666668
LaAl2,16.0
SrBe2Pb,21.0
KY2Ti2S2O5,8.333333333333334
KYTe2,9.0
SmMgAu2,15.0
ErAgGe,15.666666666666664
Li3MnF7,4.333333333333333
CdInGaS4,10.0
Ca5B3O9F,3.6666666666666665
ScTc2W,14.0
Ti(CrTe2)2,6.0
LiNiF3,6.0
YbC2,6.0
ZrBeCd,12.0
PdS2,5.333333333333333
ScTl2W,14.0
Si2O5,3.333333333333333
GaTc2W,14.0
Ba4ZnBi,9.0
ThTa2O7,4.333333333333333
Li2AgSb,13.0
Tl6TeO2,12.0
Ba2HoTaO6,5.0
Ho(CuGe)2,18.0
SrMg4Be,18.0
CeInAu2,11.0
Ba4TiBr,6.0
