pretty_comp,magmom_oszicar
BePtRh,0.0
BaTaMn2,-0.0
K2ReH9,-0.0
Ba2Bi6O,0.0
CuSb2H2(O3F4)2,2.0
NaPmHg2,-0.0
BaTiF6,0.0
K2Li4Pb3O4,-0.0
Be2SiNi,0.0
SrHCl,0.0
HfGa4Co,-0.0
Ba4ScSb,2.5211
Pu2W2C3,9.4013
Ta4GaSe8,0.0
RbLiF2,0.0
CuAgF3,-0.0
BaLi2(MgGe)2,-0.0
Lu2ZnHg,-0.0
BaCaGe,0.0
BaSi2Ir,-0.0
ThIr2,-0.0
Ba2CaCu2HgO6,0.0
Ni2PO5,5.9376
XeF4,-0.0
Pb2ClO2,0.0
ZnGa3,0.0
Li7Fe3(SiO)2,3.0
YAl,-0.0
AgPb3,0.0
CuBiSeO,0.0
BaRh2Br,1.2469
YInAu,0.0
KBe2Ga,-0.0
K2SnTe3,0.0
Ca2ScBe,-0.0
Na5Li3Ti5O4,-0.0
Na4BeAlSi4ClO2,0.0
SrAlSiH,-0.0
UBr3,6.0
NaCrF6,1.0
Be2CoGe,-0.0
TmAl3,0.0
AcGaTe2,-0.0
Na3MnSiBO7,6.0
GaAgTe2,0.0
PuO2,4.0
CeRh2,0.011000000000000001
Mg2NF,-0.0
Sc5Si3,0.0
Ac3In,0.0
HfBeSe2,0.0
Y6TeO2,0.0
HoNiC2,-0.0
BeFeBr2,2.7708
Tb(BO2)3,-0.0
Pm2ZnPt,0.0
UAs2Pd,3.0375
Y3Au2,0.0
CrCoTe,3.0005
MoAsPt2,0.0
Ba4NbSn,3.943
LuCo3B2,0.0
BeFe2Si,0.9318
Sr3(PO4)2,-0.0
SBr,0.0
VTc2Ge,0.0
LuGaRh2,-0.0
ZnWF6,2.0
MoF4,3.997
SF4,-0.0
Ti2GaN,-0.0
Sr(CdAs)2,0.0
LiAg,0.0
Tb(GePd)2,-0.0
AuCl,-0.0
K4CO4,0.0
ZnNi3,1.0146
Li2CrO3,8.0
K2O2,-0.0
Y2HgAu,0.0
Li2Ni2BiO6,5.9335
KBeHg4,0.0
Mg2Ti3O8,0.0
Sm(CoGe)2,-0.0
Li2CuF5,3.5534
RbCuBr3,-0.0
TiInAu2,-0.0
Li2TiFe3O8,8.0009
NaMnO4,0.0
Y2BeW,-0.0
Be2Pt,0.0
Li4H6Os,-0.0
Rb2Pd(IBr2)2,0.0
YMnBe2,2.769
Li2VF4,3.0
CaNb2O4,0.0
CaBeBi2,0.0
Li3VP2HO8,3.0
Ba4TaBe,3.5959
Sc6FeTe2,-0.0
KBaSe2,0.0
KSb4F3,-0.0
Pr(ZnP)3,-0.0
KCa2Be,0.0
TcTeAs,-0.0
AcAg2Sn,-0.0
YbInAu2,0.0
Tb2Si3,0.0
Eu2Ga3Ir,0.0
Ho4(Ga2Co)3,-0.0
KLuS2,0.0
Bi2TeSe2,0.0
SmCo3B2,0.0
Ti2CoSe4,0.9815
PrDy3,-0.0
PrAs2,0.0
RbCS(OF)3,-0.0
SmInCu2,0.0
Sr2BePd,0.0
CdSO4,0.0
LiGa3,0.0
AlPd,0.0
Ba2YCu3O7,0.0
NbPS,-0.0
SnSe,0.0
Ca4H2Rh3,0.0
Ba4PdPb,-0.0
CO2,-0.0
DyNiB4,-0.0
HfCu2Te3,-0.0
Ce(YS2)3,1.787
Ag2PdCl4,-0.0
Y2MgGa,-0.0
RbZrMnF7,10.0
KSbF6,-0.0
Tb2O3,-0.0
PuP,4.9253
U2Cu4As5,4.0337
Ba(SbO2)4,0.0
Li8PbO6,-0.0
NaAc2Sn,-0.0
VHO2,8.0
TiBrN,0.0
ScCu2As,-0.0
Be2NiGe,0.0
Tb2B2C3,-0.0
Dy2CdSe4,-0.0
V4GeS8,3.6398
Ca2CrSbO6,5.9969
YbIn5Rh,-0.0
KZnSb,0.0
BePRu2,-0.0
Li6TeO6,-0.0
BaNbTe,4.9742
BaDy2CoO5,2.3924
SnRh2,0.0
TlHg5Cl,-0.0
Ag3AsO4,0.0
Hf3N2O3,0.0
ZnSbAsO5,-0.0
Na4CoO3,6.0002
UNi4Sn,-0.0
SrAlSi,-0.0
KH2I3O,0.0
Hf2VRh,0.0208
LiLu2Os,-0.0
BaCuRh2,0.0
Sc2Si2O7,0.0
MgSnPd2,-0.0
Cu2SiS3,0.0
HfAlFe2,-0.0
Zr2Fe,0.0
Be2WCl,0.0
Ba4PSe,0.0
HoTiO3,3.9677
CaIr2,0.0
PaBi3,-0.0
SrFeMoO5,0.0068
U(SiNi)2,1.8462
Sm(GaPd)2,0.0
Tm2CuPt,0.0
SrTaBe,-0.0
NdSeF,0.0
LiYGa4,0.0
Ba2SnHg,-0.0
Ba4SbRh,-0.0
CoAs,-0.0
Pr2CBr,-0.0
ZnP4,0.0
Be2ZnMo,0.0
Tl2Te3O7,-0.0
Ti3Ge,1.1558
LuZrSb,0.0
Be2TlMo,-0.0
RbH,0.0
SmTa3,-0.0
Lu2InAg,0.0
KSb2,0.0
Ce(AsPd)2,0.705
Sc2Ni2Sn,0.0
FeCuRh2,3.2015
BeInSi2,0.0
NaCd2Rh,0.0
TbInCu,-0.0
RbCO2,0.0
CuAgTe2,0.0
DyTiSi,0.0
Ho2IrRu,-0.0
Hf2ReIr,-0.0
Pm3Ge,-0.0
TaCo2,0.0
Zn2NiRh,-0.0
CrC,-0.0
Ti3TeO8,0.0
YbBiAu,-0.0
LiCr3O8,5.9843
ZrBe2Bi,0.0
LiMgIn2,0.0
BaCN2,0.0
ScBeRh,0.0
ScAl2,-0.0
KBePt2,0.0
BaInMo,3.3658
Be2CoPd,-0.0
Ba4TcRh,2.6175
Li2MnP2O7,10.0
Sc2BeGa,-0.0
Na2LiAlH6,-0.0
Zn2PdPt,-0.0
Li2CeAl,0.0
Li3CuS2,-0.0
HoMnSi,8.7007
Hf2Ga,0.0
ZrBeNi4,0.0
Li2Si2WO7,4.0
YbH3Pd,0.0
LiSnPO4,-0.0
LiVS2,1.9988
Yb4As3,-0.0
Li4P2O7,0.0
U2MnN3,1.5912
Tl4SiS4,-0.0
HoAgSn,0.0
Mg2H6Os,-0.0
Be2ZnCr,2.4417
KSmS2,0.0
Hf2Hg,0.0
Tb(NiGe)2,-0.0
BeZnPt4,0.0
Rb2UO4,0.0
LiYAu2,-0.0
UB2Rh2C,1.9876
LiMgPO4,0.0
SmTlSe2,0.0
H8PtN2(ClO)2,0.0
Ti2MnGe,0.9103
Na2SO3,0.0
TaBe2,-0.0
Li4BeTc,0.6293
Nb3Te4,0.0
BaTiOs2,-0.0
Sb2Rh,-0.0
Sr2ZnReO6,0.9716
BeTeIr4,-0.0
LuCoC,0.3675
DyAgSb2,0.0
ScB2,0.0
SiIr,-0.0
Cu3N,-0.0
BeCr2Si,0.0
Hg2Pt,-0.0
Ti2CoGe,2.9173
Li2AlPd,-0.0
Rb4CO4,-0.0
HfPd,-0.0
TiMo3,-0.0
PrZn5,0.0
KBaHf,2.6169
BeReHg,0.0
LiPdW2,-0.0
Ba4ZrGe,3.7597
TaAlO4,-0.0
Ba(ZnAs)2,0.0
Sr2BeCd,-0.0
Cr3GaN,-0.0
AsN(OF3)2,-0.0
ReO3,0.0
Ba4HgRu,0.2777
Al3Pd2,-0.0
Te2Pd3,0.0
CeAl3Pt2,0.3848
Mg3B(OF)3,0.0
ThH2,-0.0
TiAlO3,-0.0
Mg(IO3)2,0.0
LiSb3P2,-0.0
NaHgPd2,0.0
Sc2CoSi2,-0.0
HfBe,0.0
NdSi2Ru,-0.0
ScBeGe,-0.0
NaBeSi2,-0.0
CoTe2,0.0
LaBeCd4,-0.0
Lu(FeSi)2,0.0
PrCdAg2,0.0
Rb3MgH5,0.0
BaSrZn,0.0
TaZnOs2,0.0
Sr3ZnPtO6,-0.0
LuPb3,-0.0
Zn3(PS4)2,0.0
Ti(MoS2)2,0.0
Be2InRu,0.0
Nd(BC)2,0.0
Ca2MgSi2O7,0.0
BeSbBr2,-0.0
ZnSiTc2,-0.0
Li2CaTa2O7,-0.0
MgBe2Mo,-0.0
LiPrO2,0.0
CeScSb,3.3387
K6CdTe4,0.0
NaHg2,0.0
DyZnRh2,-0.0
BiSBr,0.0
BeW2Cl,0.0
YTmAl2,0.0
Ta2SnO6,0.0
Nd3CuSiS7,0.0
YCrO4,2.0
Tl2S5,-0.0
BeGa2Fe,0.5335
Rb2HgTe,-0.0
AlSbO4,-0.0
VFe2Sn,0.9178
YHoAl2,-0.0
YErIn2,-0.0
Ba4ScPt,2.5112
Mg2PN3,0.0
LuNi2Sn,-0.0
Li2YbPb,0.0
Er2O3,-0.0
TiInNi2,-0.0
Mo2N,-0.0
TlGeCl3,0.0
Pm2SnPd,0.0
Cd2GaAgS4,-0.0
PrMgPt,-0.0
Ba2GaSe,0.0
BeInPb,-0.0
BeInTe2,-0.0
BeBiBr2,0.0
Co(CuO2)4,1.6599
RbAlO3,1.9999
KTa2Be,-0.0
CaInPd,-0.0
BaCoHg4,1.5451
Li2CeAs2,0.0
BeNi3,0.7776
NdTi2CdO6F,0.0
TiMn2Si,1.9533
BaH4(IO)2,0.0
PtF4,-0.0
TmTaOs2,0.0
Mo3O7,0.0
Be2CrCl,1.1021
Zr2NiP,0.0
CeN,-0.0
MnZnRh2,3.4139999999999997
TiTc,-0.0
Sr2Bi3,-0.0
Na3FeO4,5.9949
Sm3S4,0.0
Hg4OF6,-0.0
ScZnMo3O8,0.0
Nd3AlN,0.0
Sc2MnC,0.3296
K4CO4,0.0
Li3BiO3,0.0
LuThRu2,-0.0
LiIn2Pd,-0.0
BeMo2Pt,0.0
TbInCu2,-0.0
Li2CaSi,-0.0
TlFeSe2,2.9925
BaCuBr2,0.0
ErZn,-0.0
Li6Fe(SiO4)2,4.0
Hf2CuIr,0.0
BeIrW,0.0
DyCo5,6.825
BeCuSb,-0.0
Sb3ClO4,0.0
ZnCuPt2,-0.0
URu3,0.0
La2MgBe,-0.0
CaAgSb,0.0
Mg3WO6,-0.0
Y(ReB)4,-0.0
CaCO3,-0.0
BeO,0.0
Zr6CoCl5,-0.0
Bi2OF4,-0.0
Na5InS4,0.0
DyTh,0.0
Nd3Al3Si3(NO)2,0.0
Te4W3Se2,-0.0
K2Fe(CO)4,0.0
In2Co3S2,0.0
PmPd3,0.0
Ca2TlPb,0.0
Ba4NaMo,3.261
Tm2AgIr,0.0
KBe2Ge,-0.0
LiNd2HO3,-0.0
K2AgI3,-0.0
CaHfBe2,0.0
Te2MoWS2,0.0014
K2BeGa,-0.0
BiTeIr,0.0
Sr(SiAg)2,-0.0
YbPrZn2,-0.0
K2MnH2OF5,8.0
Ba4CoCl,-0.0
Li7FeO6,2.9998
Y3H2,0.0
BaCaSc,0.0
Ba4YIn,1.6283
GaAu2,-0.0
Ca6HfO8,-0.0
ZnCuPd2,0.0
Ba4TcGe,0.0
CeS2,0.07400000000000001
BeTeBr,-0.0
Li4V2SiGe,2.0
HfMgAu2,0.0
Ba4NiRh,-0.0
Ba3MgNb2O9,-0.0
TiCdRh2,0.0
TaBeNb,-0.0
Ba4ZrTa,0.0042
Ba(BRh)2,0.0
CuMoO4,0.0034
Ba2YSn3O8,-0.0
SrBeIn2,0.0
TaBe2Cl,0.0
SmCuSeF,0.0
SrH2,0.0
Cu(HO4)2,0.9967
ReTe,0.0
Be2CoP,0.0
Be2ZnFe,0.7456
Rb3(Cu4Se3)2,-0.0
ZrP2O7,-0.0
Er5NiPb3,-0.0
SnPd3,-0.0
SrSiPd,-0.0
NaZnPd2,0.0
BeNiP2,0.0
Be2TlW,-0.0
NbW3Se8,0.0
NpGa5Ni,3.7334
BeCu2Br,0.0
CoOF,4.1062
Er(GeRu)2,-0.0
MgBe2Br,-0.0
Ba4LiHf,3.3614
NaLiCO3,0.0
Mg2GaPd,0.0
NaIO3,0.0
Sc3Al,-0.0
Dy(HO)3,-0.0
Al3Cu,0.0
NaSrBe2,0.0
LiCuO2,1.9209
KBeP2,0.0
NaIn2Bi,-0.0
Mg2AgPt,0.0
BaAgP,0.0
Rb2NbF6,1.0
TbVO4,-0.0
Ce(GeRh)2,-0.0
BeIrOs2,-0.0
Sm3AlC,-0.0
Na2Cl,-0.0
CaVF5,4.0
Zr2BeP,-0.0
SmMg2,0.0
SrH2(ClO3)2,0.0
Cu3Si,0.0
LiNbSe2,0.0
MgBeV2,0.0
Ba2GaGeN,0.0
NdIn5Rh,0.0
SrSbAu,0.0
Ba4Al5,0.0
NbAlCo2,1.8785
HoTaO4,0.0
BeVPb4,-0.0
BaAs3,-0.0
Mn2SnRu,1.8798
YSeO3F,-0.0
ErMgHg2,0.0
Fe3PH6PbSO4,3.0001
ScNi2,-0.0
Na2BeCl,-0.0
Al3Cr3(SbO3)2,5.0
TaTe4Ir,0.0
TaHO3,-0.0
Ba4NbFe,3.8481
CaMg2,-0.0
LiCaBi,0.0
Sm(AlCl4)2,1.9097
Cu2GeS3,-0.0
SrAcTl2,-0.0
Sm2O3,0.0
AsPdS,0.0
Tb(SiIr)2,-0.0
Ba2ZnF6,0.0
Li2SiO3,0.0
Sm(SiPt)2,0.0
ReH8(NCl3)2,2.9995
LuCdPd2,-0.0
PmAgHg2,0.0
NaFePO4,8.0
CuSiBr,-0.0
ZrBe2Nb,-0.0
Ga2PbO4,-0.0
Co2Sn,2.7718
DyI3,0.0
CaGaAu,-0.0
HfGaCo2,0.8764
Nd(CoP)2,1.2958
Ba2SrIrO6,2.6168
Be2NbMo,-0.0
Mn3Zn,3.2105
ErSnAu,0.0
MgTe(PbO3)2,-0.0
BaSrO2,-0.0
ErInPd2,0.0
Be2GaRh,0.0
HfReAs,-0.0
Cr3O8,1.9995
Fe3PdN,8.0096
Li5Fe2Cu3,4.0793
Al2Si(O2F)2,0.0
Er2Co2P7,3.3784
DyCd3,0.0
Ba4SiCl,0.0
K2ScPCO7,0.0
DyBi2ClO4,-0.0
Ho3Tm,0.0
NaP,0.0
TiInCu2,0.0
BaLiP,-0.0
DyBiRh,0.0
Li2Mg2MnFe(P2O3)2,8.8713
Li4Mn3Fe2(CuO2)3,7.0842
KP,0.0
Ba4SiBr,0.0
PrMgHg2,0.0
KH3F4,-0.0
NiTePd,0.0
Ga2HgS4,0.0
MnNiP,3.9987
SrTi2Be,-0.0
Ho2AlOs,-0.0
TmSnGe,-0.0
LiDyIn2,0.0
Li2Cr2O7,-0.0
BPPbO5,-0.0
BeCuRe,0.0
AgBiO3,0.0
Li2MnCo3O8,2.1315
DyCuSeO,-0.0
BaHf4Be,0.0
Be2MoBr,-0.0
Dy2Be2GeO7,-0.0
BaCa(CoO2)4,7.4197
KTl2MoF6,2.9979
KClO2,0.0
Ba4Fe2S4I5,0.9567
GaCuCl4,-0.0
BeFe4Ir,8.7874
LiCaCrF6,6.0
SiC(ClF)3,0.0
CdAs,-0.0
Rb2MnF5,4.0
CdCO3,-0.0
SbBrO,-0.0
Ta2Be,0.0
BaN6,-0.0
Tb(AlSi)2,-0.0
Ti2AlN,0.0
PrSi2Ru,0.0
RbHF2,0.0
VGaNi2,-0.0
Np(CoGe)2,1.2787
Th(AlC)4,0.0
NdPPd,0.0
BeTl2Os,-0.0
Tb2Nb2O7,-0.0
TiBeCr,-0.0
VSiOs2,0.9261
Sn4P3,0.0
NiI2,1.8859
ZnCr2O5,7.9985
BeIrBr4,1.2496
Nb6C5,-0.0
Sr2Cu(IO)2,0.0
MoIr,-0.0
Na2H6PtO6,0.0
Rb2NbAgSe4,0.0
PdSO4,-0.0
V3Re,-0.0
Ba4HfV,0.0003
Nd5Sn3,-0.0
Hg2BrN,-0.0
SrCrF6,2.0
Ho2TlCd,-0.0
Li2BeGa,-0.0
Ti6Al6Ni7,-0.0
SrU2O6,2.0
LiCuF2,-0.0
BaSnBi,-0.0
BaAsPd,0.0
YBrO,-0.0
Cd2PdRh,-0.0
VPCl9,2.0
SrScBe2,0.0
K2Sr2O3,-0.0
Ba2NaMg,0.0
MgH2(ClO3)2,-0.0
Ba4VOs,0.3892
DyMgHg2,0.0
BaSn5,-0.0
Sm2Se3,-0.0
SrBeMo4,-0.0
TiBeSn4,0.0
Mg3P2(HO)6,-0.0
Ba4BeGa,0.0
TbYHg2,0.0
LiSiAg2,1.378
NpRh3,0.0
Ca3AsP,-0.0
CeDyZn2,0.0
YSiAu,0.0
PdPb2,0.0
Tm2Cr2C3,0.0
DyRh3C,0.0
ErF3,-0.0
YTiO3,0.0
KBi2F7,0.0
Cu(AsO2)2,3.9816
Rb3BS3,0.0
CaNi,0.0
ScUS3,5.2009
TmLuIn2,-0.0
BaTlSn2,0.0
NiSO4,3.9998
Na2CdPb,0.0
ZrZnCu2,0.0
MgAgF3,0.0
ZrCdCu2,0.0
Nb2Te3,0.0
RbNiO3,2.6663
Be2SnHg,-0.0
ZrNi4Sn,-0.0
MnVAs,-0.0
Al2CoIr,-0.0
Na2LaBe,-0.0
MgAsW,2.0349
BaAlSiH,-0.0
HoFe5,9.1931
Er2AlSi2,-0.0
Ho3P,0.0
LiTl2Rh,-0.0
MoPb3Cl2O5,0.0
Na5NiSO2,1.0
Dy3SnC,0.0
LaBRh3,-0.0
TcB,0.0
Yb2MnSe4,6.0005
BeReSi,-0.0
Cd2B2O5,-0.0
ZrP2(HO3)2,0.0
ErAl2,-0.0
NbBr2O,0.0
NpCo2,-0.0
Sr3Yb,-0.0
CrBiO3,6.0
CuSnH2(NO3)2,0.9983
Be2TcNi,-0.0
U2Cr3Si,-0.0
MoPt,-0.0
NbAlOs2,-0.0
Y2Zr2O7,-0.0
Sc2TlTc,0.0
YBe2Pb,-0.0
MnBe2Bi,1.5995
NbO2,0.0
Li3Fe2(CuO4)2,3.0708
BeFePb2,2.6763
P4S3,0.0
Lu2GaAg,0.0
Li2Mn3VO8,6.0039
NaSi,-0.0
DyAgHg2,-0.0
Ti3Os,1.4777
UAlRh,6.1409
Mn3Fe,0.0
CaBiB,-0.0
LiAsH2OF6,0.0
IrRu3,-0.0
BaSeO3,0.0
NaNiO2,0.9947
InTe,0.0
K2PtF6,-0.0
Ba(PRh)2,-0.0
Ca3PCl3,0.0
AlCr2,0.0
NdSi2,0.0
Yb4Cl6O,-0.0
Fe3S4,0.2259
Ba4BeCr,3.7223
DySbPd,-0.0
YBe2Cd,0.0
Ba2NdSbO6,0.0
KHo2CuS4,-0.0
Sr2N,0.0
Be2ZnPb,0.0
PrAlO3,0.0
KBaCl,0.0
ScBeMo,0.0
TlInSe2,-0.0
Ca2BeW,1.1
NiPb2(N3O)2,0.0
DySn3,-0.0
BaMgCl,0.4746
HfFe2,5.9779
BaNa2Sb,0.0
Be2NbTc2,-0.0
MgTi3O7,-0.0
YLuCu2,-0.0
TaTiBe2,-0.0
Re3Sb,0.0
KBeCd,0.0
Sr2CuO3,-0.0
Ca3UO6,0.0
HoCu5,0.0
PPbW,0.0
LiMnPd2,4.4851
YbCo2,4.3937
BaO,0.0
BaNaHg,0.0
Cd2P3Cl,0.0
LiCu2Sn,0.0
Ba2AlAg3O8,0.0
YbTe,0.0
SrSn(BO3)2,-0.0
ScOF,-0.0
Pb(SeO3)2,-0.0
TmZnPd2,0.0
Hf2Te,0.0
Be2FeSb,0.9639
Na2Be2Sn,0.0
ScNbRu2,-0.0
Mn3AgN,9.5228
LiEr2Ir,0.0
Na3In,-0.0
YAsRh,-0.0
LiAl2Pd,0.0
MnAgO3,4.0003
K2BeSe,0.0
NdMgTl2,0.0
RbTa(CuSe2)2,0.0
Ba4ZrSb,4.0242
LiTm3,0.0
Dy2TlAg,-0.0
KNaTiO3,-0.0
Na2BeP,-0.0
BeCo4Ru,7.635
Na3MnSiCO7,8.0
Nb2AsC,-0.0
SrBeSe2,-0.0
FeCo3(P2O3)2,8.7835
Li2TiPCO7,2.0
YbPm3,0.0
NbIr,0.0
Ag3(AsO4)2,0.0
Rb3NbS4,0.0
ZrBTe,0.0
Nd3SnC,0.0
Nd(NiGe)2,-0.0
Ba4TaFe,3.5809
LiBeCd,-0.0
BeBi2Pb,-0.0
Cd2As3I,-0.0
LiFeAs,0.0
LaBe2Rh,0.0
Na4SnO3,-0.0
BeSiPt2,0.0
ZrBe2Se,0.0
U(SiAu)2,2.6632
Sm3SnC,-0.0
HfBePb2,-0.0
Ba3N,-0.0
Tm2AgPt,-0.0
BaTa2Bi2O9,-0.0
Yb2TlPb,0.0
AsOsBr,-0.0
WS2,-0.0
LiHo2Ru,0.0
CdIrO3,0.0
TePd3,-0.0
LiPaRu2,0.0
Yb(YS2)2,0.0
Al3Ni,-0.0
PrIn5Rh,0.0
BaBiBr,1.9929
LiSi2NiO6,2.9998
MgBeP2,-0.0
Cr2FeTe4,8.5683
MgSbPd2,-0.0
MoW3S8,0.0
K2UTe3,4.0
SmPS4,-0.0
Yb2Sn2O7,-0.0
Be2CrBi,1.4721
UMoC2,0.0
NdH2ClO2,0.0
LiV2O2,0.0
Mg2Sn,-0.0
ScBe2Sb,-0.0
K2CuBr3,0.0
BaCa(CuO2)4,-0.0
K2FeCu(CN)6,0.9833
NbCrGe,-0.0
SrPbO3,-0.0
K2TiS3,-0.0
TmGa2Pd,0.0
RbAuO,0.0
H4CSN2,-0.0
DySiRu2C,-0.0
ThCdAg2,-0.0
BaNa2Si,0.0
Mn3ZnC,6.8015
Zr2OsPd,-0.0
ZrBe2Sn,0.0
MgBeCr,-0.0
Ba2AgBi,0.0
LiCuTeO4,-0.0
I2O5,-0.0
LiBeFe4,6.6049
MgRh3,0.0
Li2PdAu,0.0
LiV2(OF)3,1.9974
Y6N2O5,0.0
LiSnCl3,-0.0
Li(FeO2)3,5.0
TiOF,-0.0
Li2AgSb,0.0
ZrRu,0.0
LiV3O8,0.0
Ba4MnP,0.7667
CaHg3,-0.0
HoInNi,-0.0
CaTiF5,2.0
Ba2SrSi,-0.0
Si3N4,-0.0
Rb2NaNiF6,1.0
TbCu5,-0.0
PuBi,5.5973
Na2TiCl4,4.0
Ba4NbHg,3.8044
Al2HgS4,0.0
Be2NbRh,0.0
Li2VBPO7,2.0
ZrFeSb,0.9792
Sc2HgPt,0.0
MgNiH3,0.0
Cr3B4,0.0
BaTaBi,3.307
HfMgPd2,0.0
Mg2TiSbO6,-0.0
PrOF,0.0
MnBePd2,0.0
RbNaS,0.0
Ba2CdReO6,0.9448
Be2VTe,-0.0
Hg3F,-0.0
Li2FeNi3O8,-0.0
CeCdAu2,0.6781
Te2Rh,0.0
BaAg,0.0
SnF4,-0.0
Pm2CdIn,-0.0
BeP2Ir,0.0
LaGaO3,-0.0
K2AlPCO7,0.0
Ba2CuTeO6,0.6779
YSi2,-0.0
Al3Te3I,0.0
Zn2SnO4,-0.0
MgTaRu2,0.0
Ac2NiGe,-0.0
Ba4ScSe,2.9999
TaTiOs2,-0.0
Mg2VBiO6,-0.0
BeNbRu2,-0.0
ScBRh3,-0.0
CdAgSb,-0.0
BeOs2Cl,-0.0
CaCrF4,8.0
HfSe3,0.0
Li2P2WO8,4.0
ZnCuMo,0.0
YbBi2BrO4,-0.0
Ba4TcPt,2.0431
Hf2ZnHg,-0.0
MnAs,5.6174
V2ZnO6,-0.0
In2Pt2O7,0.0
Li(Fe3P2)2,0.5718
BaNaGa,-0.0
BeBi4Ru,2.165
Ba4GePb,0.0
DyAgPb,-0.0
VCl3,4.0
MnZnO3,2.9877
KTa(CuSe2)2,-0.0
Mg(BeP)2,0.0
CeFeGe3,0.2982
Be2NiSn,-0.0
Ca2Al2O5,-0.0
Sr2Ge,0.0
BeGaCu2,-0.0
BaScBr,1.9892
HfVGe,-0.0
SmBi2ClO4,0.0
Ti2IrOs,-0.0
SrFeAsF,-0.0
LiNi(CO3)2,2.0
NaAs,-0.0
MnBiAsO5,10.0
Ta2PdS6,0.0
TiSiPd,-0.0
LiHfHg2,-0.0
NbWSe24,-0.0
PmBiRh2,-0.0
TeAuCl7,0.0
Ba4VSi,-0.0
K3AsSe3,-0.0
KSr2Be,0.0
SrMnSn,7.9348
Dy3CuSiS7,-0.0
Li2CuSbO5,0.0
PrInAu,-0.0
ThP2O7,-0.0
LiCr(CO3)2,6.0
Al5CuS8,-0.0
SbI3(BrCl3)2,0.0
Tl3Ir(N3O)2,0.0002
BaTePd2,0.0
TiBe2Bi,-0.0
CdSnRh2,0.0
MoN,0.0
NaZnSb,0.0
RbVP2S7,2.0
Hf2IrOs,-0.0
ZrCdAu2,0.0
Sc3Tc,-0.0
PmInPt2,0.0
AgTeNO5,-0.0
YHoAg2,0.0
Be2WBr,-0.0
Be2TePt,-0.0
Pu2SO2,10.0
Cu2SO4,0.0
Ni3(PbS)2,0.0
K3VSO3,-0.0
BrClO,0.0
HfTiRh2,-0.0
Yb2SO2,-0.0
PrScSi,0.4662
Sc2O3,-0.0
Na2TaBe,0.5482
KNa2BO3,-0.0
CaMn2Be,0.0
SmMoClO4,0.0
YbH2,-0.0
Li3FeS3,7.9971
PdPtF6,1.9991
Zr4Al3,-0.0
Sr2H3I,-0.0
BaTlSe,0.0
Be2ReBr,-0.0
MgNiO2,3.9852
Ca3Al2Si3O2,0.0
Ti2AlMo,-0.0
BePdBr,-0.0
KBe2BO3F2,0.0
K3BP2,-0.0
MgTlF3,0.0
K2YNb5O5,0.0
Ba4SiTc,0.0
BaNa2V,0.1291
UPt3,3.1024
LaH2,-0.0
TmPa3,0.0
PrPt,0.0
VFeCoAs,2.9442
PPdSe,0.0
AlSiP3,-0.0
Cr3Se4,9.9327
Ag8S,0.0
KTaBe2,-0.0
AlCo3,3.7372
NdYIr2,0.0
BaNiS2,-0.0
Sm2IrRh,-0.0
RbAl(H2N)4,-0.0
Be2CdBr,0.0
TmHg,-0.0
Be2VRe,-0.0
Na2Ti3Cl8,5.9997
ScSnPd2,-0.0
CoPO4,8.0
Sr3PbO,0.0
LiErO2,-0.0
Ba2I2O,0.0
Mn(NbS2)2,0.1428
Sm2Te4O,-0.0
Mn3FeO8,6.9713
BePW,0.0
BeRe2Os,-0.0
LaBeOs2,-0.0
Yb2C(NO)2,1.9975
Tb3(MnC3)2,3.7975
BaCaV4O8,7.9929999999999986
K2VAgS4,-0.0
NbVF6,4.0
NaLuS2,0.0
Ta2CS2,0.0
Zr2BePb,-0.0
Ti2FeSe4,2.3288
LiMgTl2,-0.0
Ba4TlSe,0.0
ZrCl2,1.6674
Li3Ti2Fe3,6.9994
CrBr2,4.0
Yb3Zr,0.16699999999999998
Sc2GaHg,0.0
Ca2Sn3O8,0.0
Ca(MnP)2,3.7557
Ga3Ni2,0.0
BeVPd4,-0.0
YbOF,0.0
LiCoGeO4,8.0
TaZnAs,-0.0
Na2AgAs,0.0
SrZn2,0.0
Ca2GeO4,-0.0
Ti2AlRe,-0.0
Ga4SiO8,-0.0
Li4Cr3O8,6.0
SrHBr,0.0
LuCuPb,0.0
HfH2,-0.0
YbZrRh2,-0.0
FeCo5O2,0.5184
BaRhO3,1.022
MgBeBi4,-0.0
Ni3Hg,0.8826
CaCr(GeO3)2,7.435
Ba4PtSe,0.0
NiO2,-0.0
KCaCO3F,0.0
Mg(MoO)6,-0.0
LiZnP,0.0
Re3Ru,0.0
Er2MgTl,-0.0
Ca3FeRhO6,9.9431
Be2RhPb,0.0
PmI3,0.0
Ni3S2,0.0
ZrTiTe4,-0.0
KLiO,0.0
Ti3NbCu3O2,0.5439
TiBeCo2,0.0
Li3FeOF3,7.9997
AgBiI4,-0.0
LuAgSn,-0.0
Pr2TlCd,0.0
SrAgAs,0.0
LuInPt,-0.0
Ag7NO6,-0.0
CoTe(PbO3)2,3.0119
Pt3Pb,0.0
NdZn,0.0
Mn4BeTe,5.3097
Li6V(OF)3,4.0
Sn3(PO)4,0.0
Ba4NaSi,0.0
RbN3,-0.0
BaSrSc,0.0
SmHoZn2,0.0
Li3V4O7F5,0.4435
YS2,1.1955
Be2Si,0.0
