pretty_comp,min_mode
SnSe2,-0.10935999999999996
Li2BeW,-1.188663
HfIr3,-0.012451
TiAsOs2,-116.840744
Ti2AlV,-59.84480500000001
BaHfW2,-85.858151
UGe2,-0.186838
KBeO3,-33.579904
Be2CrSb,-0.212846
ZrBe2V,-215.26139799999999
Ni6Ge2B,-0.120325
SrBeSe2,-278.301966
Li2RhO3,-0.061085
BaS,-0.0038060000000000004
Y6FeSb2,-0.335719
LiAlSi,-0.10912899999999999
BeCr2Se,-0.49993000000000004
MgI2,-0.278861
CuAsPbO4,-0.139824
ThZn4,-0.26005300000000003
Hf2RuRh,-0.010618
CeBrO,-0.07055700000000001
Pd(SeCl3)2,-0.090937
Sr(SnAs)2,-0.065993
LuSiIr,-0.083353
InFeAs,-90.61498
TcPt3,-0.02171
MnTe2,-0.13281700000000002
CoN,-0.051032
BaSrYb2,-0.012456
ThBr4,-11.343430999999999
Ti3Nb,-19.001101000000002
SmInRh2,-0.035379
Ca3Hg,-0.021849
MgBe2Tc,-110.452692
LiY(CuP)2,-0.05602000000000002
MgBe2Pd,-47.554673
TaB2,-0.0032340000000000003
Tl4SiS4,-0.08731
SnPt,-0.092972
Y2BeW,-15.366168
Tm2AlSi2,-0.031419
TbNbO4,-0.111246
BaSi2Br,-236.408144
Be2RuW,-0.11696500000000001
Ba2NaGa,-0.080308
Sn2PClO4,-27.11895800000001
TmBPd3,-0.063911
SF4,-390.601465
K2AgBi,-0.128005
H8(NO2)3,-0.344941
HoAgSn,-0.072198
KTi2F7,-0.121117
NbAu2,-0.010456
SiIr3,-0.038726
KHSeO3,-0.128825
Ca(InTe2)2,-0.089042
TaPt3,-0.027244
CdPd,-0.029682999999999998
H3OF,-0.094486
MgPPt5,-0.11016
PdPbO2,-0.067992
GaNi2,-29.034344
KMgBi,-0.39673800000000004
CrTe4Au,-0.169674
YB2,-0.057487
Nb3Sb,-0.028425
RbInO3,-0.034502
U(CrC)4,-0.037423000000000005
Na2Zr(CuS2)2,-1.917659
PrCuO2,-0.595973
Te2Mo(WS2)2,-12.258787
LiAsPd2,-0.009608
SrSi,-0.008859
YbO,-0.067063
Na2Zn2O3,-0.13258399999999998
BeZnOs2,-0.946283
CeCd,-0.09149600000000001
Ba4YBe,-123.066828
PrCrO4,-0.061896000000000014
Be2FeCo,-0.22564
TiAsRu2,-151.77570500000004
MgS2O7,-0.15216300000000002
Ca(CuN)2,-0.33846
TiSb2,-0.113272
Sr(CdP)2,-0.263905
TbI3,-25.244215
Cd3PCl3,-0.147517
USi2,-0.003714
TaBeGa2,-1.496358
Ca2BeTl,-25.626832999999998
Sr(PrSe2)2,-0.01355
CdHClO,-0.038066
BePd,-0.47571
NbVO4,-0.158499
NiGePd,-0.143227
Hg3C,-217.404875
YCuS2,-1.732358
FeBiO3,-25.449415
NbIr,-0.0071379999999999985
CeCo2B2C,-0.12001300000000001
YRh3C,-0.043377
TiBe2,-0.096798
NdCuSn,-0.641636
KBaSi,-35.149543
CdAsPd,-73.927082
MnSb2F2,-367.18399500000004
NbInSe2,-2.3970119999999997
AlClO,-0.159747
TmGe,-0.074306
Tm(FeB)2,-0.121753
BaBrCl4,-119.836651
VAu4,-0.135739
Mg(BeAs)2,-0.068175
AlVNi2,-0.490225
RbDyO2,-0.024197
PtO2,-0.020177
Pm2MgGa,-0.109214
NdPt2,-0.010652
HoAsPd,-0.157137
HoGe,-0.112596
HoTlRh2,-0.031069
HoSnPd2,-0.203156
ThTeO,-0.048617
Mn2Co2C,-141.250431
TeAsOs,-0.10419
MgPSe3,-0.054465
CrTe2,-0.0368
BaTaBr,-35.220286
Th(SiPt)2,-0.050532
GaCo,-0.113139
PbCO3,-0.075491
FePbO3,-148.572219
Pb4SeBr6,-0.08457200000000001
CrAgSe2,-0.094859
RbMnP,-0.202498
NaSO4,-0.07179400000000001
MgBeNi2,-0.986981
PrRh2,-0.016801
BeGaMo2,-0.073134
TaBeRu,-0.11707000000000001
ZrSiTe,-0.027960000000000002
NbCl3O,-123.180768
PrTlTe2,-0.053644000000000004
KNO3,-0.193529
TlInS2,-0.098571
Sc(AlC)3,-0.05995
TiInPd2,-0.065375
FeCuS2,-1.0705770000000001
Mg(MoO2)4,-0.0565
Mo3W(SeS3)2,-1.709454
Li2CdPb,-29.218142999999998
PrOF,-0.080112
BeNbSi,-0.999583
NbBi3O7,-0.046461
TlCrTe2,-0.132854
SbAsOs,-0.10569
K3AuO,-0.078159
KNdO2,-0.04365
Li2CuO2,-0.17411500000000002
YBe2Co,-0.16029300000000002
Be2BiIr,-252.24427400000002
CrNiAs,-0.10824500000000001
BeZnP,-109.62739099999999
Sm3Tm,-0.021892
Cr3Ge,-0.085724
BeNiRu2,-0.28753
Hf3Te2,-0.012247
MnI2,-0.555566
PuMn2,-82.83410500000002
Li2NiO2,-0.044565
Sc2NiOs,-0.337902
BeGa2Cl,-85.763398
NdB2Rh3,-0.05369500000000002
SrAl4,-0.07753600000000001
TmNi,-0.46529499999999996
BaNaBi,-52.49653299999999
MoWSe3S,-0.291157
LiZrSe2,-0.0133
SmIn,-0.042495
MnInRh2,-0.179546
Zr3In,-0.11441
LiF,-111.943925
AlCr2,-0.089451
BeCo2Rh,-0.200087
HoZn2,-0.093954
Tm(FeSi)2,-0.23870999999999998
Na3As,-26.23945800000001
SbTeO3,-0.020827000000000002
BaTlIn,-40.869093
Sm(SiOs)2,-0.033685
CaMnF5,-0.10921099999999999
BePtCl2,-351.378136
HfMn2Be,-64.75472099999999
AsOsBr,-159.026572
ScNiBi,-0.138225
FeAs2,-0.12873900000000002
Be2NbBr,-111.272874
YAl2,-0.05324299999999999
Be2IrRh,-0.149701
NaHg2IO2,-0.070988
Sm2AlNO3,-0.032277999999999994
Li4UO5,-0.092539
Ba4LiBe,-113.021302
LiH,-0.270052
ErTlS2,-0.267944
BeFe4Mo,-0.23036500000000001
Sr2Co(ClO)2,-0.097956
Ba2SrW,-23.575167999999998
Mn4BeTe,-4.113367
KBe2Br,-221.951404
KUCuSe3,-1.3964020000000001
Er2O3,-0.051849
ZrVF6,-0.050109
PbF4,-0.269027
La2SO2,-10.897601
BaVBr2,-74.558948
Rb4NO,-0.059608
HoTaO4,-166.257201
KAlF4,-0.315132
NaUBO5,-0.080988
NaV(OF)2,-0.193671
MnGa,-0.199613
Na3ClO,-0.157694
B2O3,-0.061292
Cd2Ru(CN)6,-0.346833
NdHO2,-0.027366
Mn2F7,-0.189135
BaRh2Br,-104.51885
Fe3RhN,-0.028734
TiZnN2,-0.047539
TiBe2Nb,-0.151051
LiInSe2,-0.21075300000000002
VTe,-77.94167
BaY2F8,-0.041632999999999996
Li2MnOF3,-0.409142
SiGeN2O,-0.048443
BeCoPb2,-221.88720299999997
Fe2Si,-0.046402
CrCuS2,-1.8702310000000002
BaNiO2,-0.42447399999999996
Er2CdS4,-0.16733
Y2BeBi,-26.890169
Rb3Mn,-20.040349
Li3SbO4,-0.046751
TmSnAu,-0.05894
TaBeCd,-1.15314
Ba4CdSe,-74.24199200000002
SiC2,-0.025021
GaGeRu2,-0.253678
KBeBr2,-231.68756299999998
Sm2O3,-0.038932999999999995
Th3Bi4,-0.044572
VFeTe,-0.024239
NaZnAs,-0.25482899999999997
MnCdO3,-0.313808
HfMo2,-0.041454000000000005
NaBe2Cr,-0.221786
RbSmS2,-0.069878
NaNbS2,-0.077304
BaHfS3,-80.499391
Pt3Pb,-0.001998
MgV2O4,-0.190365
K3V,-0.8319129999999999
MoC,-120.15832900000001
UGeSe,-0.045736
BeInW2,-0.13459200000000002
BW2,-72.98263299999998
Dy(CuSi)2,-0.21551700000000001
FeAgS2,-1.004795
SiH4,-0.205288
CoTe,-0.025012
TaCuN2,-0.812546
NbPO5,-40.010609
BaZnTe,-27.183909000000003
Lu6FeSb2,-0.2295780000000001
In2HgSe4,-0.07019700000000001
MgSO4,-0.063907
SrIn4,-20.838471
Tm3AlN,-0.014731999999999999
BaSiBi2,-125.32598700000001
KZnAs,-0.903667
Ca2BeMo,-149.873647
Ba4CdBi,-62.120514
MgTi2O5,-0.10878900000000001
BeO,-53.208063
CeCdAsO,-0.12871400000000002
Cr(SiO3)2,-0.059251
Rb2NaErF6,-38.031735
Zn2SnSbO6,-329.480352
Sr(CoP)2,-0.039070999999999995
NbN,-276.683056
K4BeP,-91.679629
Ba2HgCl,-59.45542800000001
NdSi2,-0.035345999999999995
MgSiRh2,-0.040638
AlVOs2,-0.104842
Bi2Pb2Se5,-0.15644
CoMoP,-0.024415
NbFeF6,-0.07765
MnBeSn2,-38.274692
AgSe,-0.07663099999999999
KP(HO)2,-0.35146900000000003
CrCo,-135.729124
Hf2Cu,-0.547079
Ni2P,-0.41657
AlIr,-0.0035340000000000002
PbC2(SN)2,-0.13021
LiCuAu2,-103.815087
PmCl3,-70.19076899999999
Tb2Ti2S2O5,-0.153639
AlFe,-0.122824
BaTiTe,-72.557573
Yb(SiAu)2,-0.080526
Mn3PtN,-133.537551
ThSiTe,-169.31561399999995
LaAlO3,-11.577849
InN,-0.033562
Dy2C,-0.022504
AlCoF5,-0.225255
LiNbWO6,-0.08921799999999999
SrFeMoO5,-39.717796
LiTi2As,-67.38623299999999
Sm2PbSe4,-0.032312
ZrAlW,-78.343799
BaTiHg,-62.445021999999994
Tl3SbSe3,-0.100004
HfBeFe4,-0.4379770000000001
TcB,-0.04095
ScGaNi2,-0.19126600000000002
P2Pt,-0.01516
KSb,-0.07506
YbAgGe,-0.259757
TiBe2Os,-0.123596
ErTlO2,-0.088675
BeCoCu2,-0.647202
Yb3Tc,-28.583194
Ge2Mo,-0.027762000000000002
MgSiN2,-0.12883499999999998
Li3Co,-0.050574
Ba2NaTa,-0.093667
UCdO4,-0.042684
ZnSiP2,-0.225282
BeCo4Cu,-1.485239
Cu2HgGeSe4,-0.682789
NaHS,-0.30940100000000004
Ti(CrSe2)2,-145.539016
Tb3(CoGe2)2,-0.231721
K2RbSb,-0.053204999999999995
ErAlAg2,-0.038058
NdCoO3,-87.482668
Tm6ReO2,-0.403673
LiNd2Os,-0.078055
Cu3PS4,-0.9373030000000001
SrBe2Zn,-105.307727
BeSi2Rh,-115.277574
As2Pt,-0.015509
ClF,-0.207204
TiBeOs4,-148.161922
CoSbO4,-0.040371
FeH3,-214.012665
Fe2TeO6,-0.047498
CClF3,-0.216125
Sr2HfO4,-0.059289
ScAsRu2,-152.97203100000004
Li7SbO6,-0.050931
PbO,-0.15701700000000002
YHfBe2,-0.22328
Sr2BeGa,-116.013071
Be2HgRu,-191.096628
InPS4,-0.12321300000000004
HgF2,-0.169037
ZrNiSn,-0.110275
Sr2ZnCu2(SO)2,-0.605063
MgFeF4,-0.11158900000000001
UZn3,-0.07722000000000001
YN,-0.0020800000000000003
Li2Co(NiO3)2,-0.17884
BaSO4,-148.3094
Mg2NF,-0.373655
Pu3Ge,-0.026461000000000002
Na3Al,-0.48986
Au2S,-0.023958
Pr2Tl,-0.037089
NaMgBe,-1.776666
HoFe5,-129.852631
NdPPd,-0.072909
NiSnF6,-0.41029099999999996
Nb3Al,-72.205062
NaNdS2,-0.13021300000000002
Mn(Sb2O)2,-0.027763
RbSbBrF3,-0.33628
ZnSiNiO5,-0.110944
BaYAgSe3,-0.085495
TiZnO3,-0.055246
RbAuC2,-0.051948
YBeZn,-0.209025
LaBO3,-8.94556
MgPd2,-0.10728299999999999
K2MgH4,-0.130692
ScBeGe,-1.520869
BaCuCl2,-56.94165600000001
Be2CrP,-0.18450899999999998
Nd2Be2SiO7,-0.068118
RbBr,-0.035572
YbCd,-0.047261000000000004
Be2SbPt,-204.571357
RhO2,-0.011991
Li4Fe2Cu3,-0.16118
ThP,-0.022000000000000002
RbClO2,-0.032626
RbMgF3,-0.07537100000000001
NiHO2,-0.505895
Np(GePd)2,-0.083422
TaGeAs,-122.030593
Ag8S,-56.645304
TbInAg2,-0.066441
KPrTe2,-0.056313
ScSbPd,-0.059317999999999996
PrPb3,-0.058382
NbCu3Te4,-0.17619200000000002
Na4S2O5,-0.095193
ErSbPt,-0.050045
MgWO3,-0.13776300000000002
LiMgP,-0.708861
Er3GaC,-216.075454
CdNi3N,-0.19626300000000002
CeSmI4,-0.035488
SrZr2Nb,-104.55866800000001
CdGeO3,-170.307408
KTeOF3,-0.163319
AsOsAu,-110.843678
BeS,-0.409567
CdP4,-0.42012299999999997
BeNb2Fe,-0.959324
Ba4MgTi,-65.17534599999999
ZrNi3,-0.068321
CoTeO4,-0.078803
NdY3,-0.0059310000000000005
Y3Au2,-0.010526
ScBeBr2,-123.559274
Pb2Au,-0.165096
KTlO2,-0.05583200000000002
NbSbO4,-45.16608
ZnCdPt2,-0.078573
NbAlCo2,-0.025011000000000002
UBC,-0.014996
TmAl2Ni,-0.10600699999999999
PuB2,-0.012267
CS2,-0.079708
KNaSO4,-16.254328
Ca3BiAs,-115.059299
BeOs2Cl,-48.636328000000006
ZrBeNb,-0.23921599999999998
NaDySe2,-0.26704
Sr2TaBe,-140.4028
KAcTe2,-0.050845
TaGa3,-0.199493
Dy(FeB)2,-0.073804
Er3PbC,-206.515765
Be2ZnFe,-0.963297
Co2B,-0.010520999999999999
TbGa,-0.133018
CoAg3(CN)6,-0.059556
Re2NiO8,-36.582429
MnAlRh2,-35.225813
BeZnSb2,-155.677941
BaGa2Cl,-18.123206
BeCr2Co,-90.806279
ThNi5,-0.128755
Na2CN2,-0.107884
TaSiAs,-0.011032
Cu2WS4,-1.6878380000000002
AsOsPt2,-59.334635
Bi4Te7Pb,-0.115676
TaAsIr2,-76.429556
Ba(MnGe)2,-52.197066
CaInBr3,-0.43775600000000003
PuPt2,-0.021618000000000002
Co2SnAs,-103.667988
Be2OsCl,-384.226937
ZrTiBe2,-169.401082
NaClO4,-0.27498
PrAl3Ni2,-0.545946
SnF2,-0.17211400000000002
TaSe2,-0.029988
K2NaVOF5,-22.824338
Mg2BeCl,-126.44700800000001
Ti2Sn,-0.144123
ZnAg,-0.349965
KMnRu,-68.216513
LaPO4,-15.487465
AlWF5,-100.153194
SmBS3,-0.07711699999999999
AlCrO3,-271.43523700000003
YZn,-0.32956799999999997
TiGaAs,-83.024394
Li3Cr,-0.15197
LiC,-0.094563
LiPN2,-0.18499200000000002
Ba2MgSb,-0.107966
LaSb,-8.194066000000001
BaGeF6,-43.105261999999996
ErGa,-0.114683
AlVNi,-94.638042
PaCl4,-0.012158
BeGeMo2,-0.868508
BeGaO3,-408.30127400000003
LiCuO,-0.054601
URh3,-0.014363999999999997
NaZr2CoF,-63.032177000000004
NdI2,-0.027418
Be2NiSe,-0.617351
BePb2Br,-68.80399200000001
UBrO2,-0.155643
CrCdO4,-0.09574099999999999
TlCoMo2,-41.918952000000004
SrAgP,-0.055497000000000005
BeVSi4,-153.041127
LaBeRh2,-3.7836440000000002
HfBeSi2,-0.9538129999999999
BeCoPd2,-0.712858
HoAg,-0.069921
LiUAsO6,-0.06591799999999999
Rb3As,-0.054949
CoBr2,-0.017819
Ca(HO)2,-0.215401
Sm3GaC,-0.16676
LiNbO2,-0.035489
Nb4CrS8,-0.09758700000000001
KAuF4,-0.036177
LiFe3(OF3)2,-0.09535
SrNiSn3,-0.4402680000000001
Dy5Si3,-12.788861
UCuAs2,-0.151635
TaGaFe2,-0.161214
TaMoN,-0.014695
Mn2NiO6,-188.809424
KAs4IO6,-0.058222
Co3Se4,-0.062186
LiCoO2,-0.050774
Er(SiPt)2,-0.081262
Zn(CoO2)2,-0.056930999999999995
NaLuS2,-0.24317199999999997
NaMnCl3,-0.6680729999999999
Ba4TcTe,-77.132297
BeGa4Tc,-164.552061
NdCrO3,-0.096614
PrMg2,-0.031822
HfN,-0.009512
Ca5P8,-0.077721
CaTi2S5,-0.125318
Nd(GePt)2,-54.72936
Ca3GeO,-0.20630199999999999
Ba2TiCl,-55.938938
ScPRu,-0.133535
CuSbS2,-1.6350360000000002
Be2VRu,-0.261556
CeCuSn,-46.06191
TbAgTe2,-0.102099
LuNi2B2C,-0.06795
LiScSi,-95.66005
Sr(NdS2)2,-0.021281
SrBe2Ni,-0.329835
Ca2Ti2O5,-0.093458
Rb2LiAsO4,-0.049842000000000004
U3Te4,-0.10460799999999999
TaAsAu,-122.57773200000001
U(BiO3)2,-0.01741
Lu2MnS4,-0.648836
MnFe2Si,-0.238262
KMgF3,-0.368604
AlSCl7,-0.12063900000000001
AlFe3,-0.024963
Rb2Se,-0.036245
RuPbO3,-77.213335
Te3SeO8,-0.04108
MgCoF6,-0.127223
SrHfN2,-0.06508
BeVSe2,-242.964125
Tl(CuS)2,-0.6913130000000001
SmBi2BrO4,-0.016427
PdAuO2,-0.02854
NbIr3,-0.012027
MoIr,-0.029387
KBe2V,-223.924661
Na2TiSiO5,-0.104947
Te8MoW3,-0.613164
Ba2SbBr,-0.070245
BaCaHg,-56.71360600000001
TlHgF3,-0.204188
BeGa2Co,-0.939149
NaTl2InF6,-42.10367
KCaBr3,-0.264402
KBaV4,-14.659032999999999
ZnPd,-0.127711
PaBr4,-0.092321
HfScRh2,-0.015316
HgCS(OF)3,-0.113783
DyPb3,-0.058385
KSmS2,-0.06376
DyCuSeO,-0.27103499999999997
NiCO3,-0.23993699999999998
BePBr,-173.264456
YSnF5,-143.956736
KTaO3,-0.7330300000000001
HoScRu2,-0.087614
BaInTe,-44.623656
Ba(ZnP)2,-0.2085
K2ZnF4,-0.394801
SnIrSe2,-103.482665
LiZnPS4,-0.180488
Li2PrAs2,-0.078775
Ba2YNbO6,-84.78317
Pr(SbOs2)2,-4.440251
V2P4S3,-56.286106999999994
B6As,-0.102424
RbCeTe2,-0.188114
ErAgSe2,-29.756644
Li2FeNiO4,-0.083101
Pd(Se3Br)2,-0.056163
U(SiNi)2,-0.236202
LiCl,-0.26543
BeP2Os,-170.616266
Cr2As,-0.059808000000000014
NbS3,-0.144422
BaNa2V,-0.675261
Sr4CaMn2(SO3)2,-0.050305
NiTe2,-0.308662
RbBr,-0.006608
V5SiB2,-0.138777
KTlCl4,-0.177465
KZnSb,-0.9530280000000001
UCoAs2,-0.025883
NpAsSe,-0.029789
LuNiBi,-0.082492
BeRu2Rh,-0.139301
Sm2CdS4,-0.069413
DyYZn2,-0.20040999999999998
Be2CuRh,-0.565222
LiBeSi,-1.7166419999999998
BeVSi2,-1.245826
Mn3RhN,-123.248453
HoSi,-0.173342
LiAl2Pt,-0.012889
RbSrCO3F,-0.112265
NaMnSe2,-0.336455
GaSeBr7,-0.164632
Cr3RhN,-130.04567
NdGeRu,-0.283931
Sm3Ti,-0.134116
InAsPt5,-0.020006
Hg3(ClO)2,-0.181091
NbPSe,-0.067628
Ag3SI,-60.386807999999995
YBeCo2,-75.81512099999998
Sc2AgIr,-0.010211
ErFe2,-93.08148800000001
VCoB3,-0.034677
Sc2BeCl,-147.09831
TcAsAu,-100.04960600000001
ZrBeCr,-0.21204800000000001
RbLiO,-0.030317
Ca3P2,-124.57065800000001
NaAg(CN)2,-0.11679300000000001
TbAu,-0.02475
TbBi2BrO4,-0.119121
SrFeO2,-0.11184000000000001
BaSiTe2,-165.11826499999995
CaTlF3,-0.192602
KCu4S3,-0.714766
CeTe,-0.015871
Na2Ti2O5,-59.095215
VO2,-210.537748
Nd(CoSi)2,-0.045101
TiFe2Sn,-0.021519999999999997
RbIO4,-0.031163
HfMn2Be,-0.4491729999999999
Ba2Ti3O8,-0.352175
SrMnGe,-0.11682200000000001
BaNbCl,-62.737857
MgScCd2,-0.480857
Ca2BeCr,-81.883196
Na2GeO3,-0.061341
Cd2SiO4,-0.048237
NbP,-286.992452
RbMnAs,-0.255139
Sm(PRu)2,-0.056015999999999996
Y2AlSi2,-0.07033099999999999
Co3Bi,-0.050256
Dy6FeTe2,-0.13297799999999999
TiBeRh2,-0.47777
Tl2Au4S3,-0.09858099999999999
K2ZnTe2,-0.327763
Mo2O5,-38.157920000000004
UBN,-0.010385
U3Se4,-0.05209
Ca(MnAs)2,-0.09032000000000001
DyTlTe2,-0.055888
Li2MnSi3O8,-0.10906700000000001
HfGaCo2,-0.151403
Fe(NiSe2)2,-0.5551699999999999
CaAlSiH,-0.078574
CaBeBi2,-191.808789
HoSiIr,-0.029485
VCo3,-0.029460000000000007
NaMnBe,-1.195401
BeGaSb,-68.806083
RbErSe2,-0.217158
ScSbRu2,-0.126603
Ca2GeO4,-157.551248
Rb2TlInCl6,-59.748625
ScCuS2,-1.186276
ZrSeO,-0.027711000000000003
MgBeZn,-1.211335
USeO,-0.032947000000000004
Be2FeSn,-0.355229
FeSO4,-0.101101
RuSe2,-0.016856
Mo2AsPd,-116.031015
Np(MnSi)2,-30.03091
TbFeSi,-0.096085
Ta2Ni,-0.251499
Ti2Cu3,-1.0918889999999999
BeSnCl,-311.578123
KSc(MoO4)2,-0.064886
ScAlO3,-0.14490899999999998
KSn2Br5,-0.202769
CaBeSi2,-2.150573
NaCuO2,-0.364454
KRb2FeF6,-17.858977
DyAgSn,-0.079693
UTl2O4,-9.564678
Ca2TaSbO6,-159.560887
NbBO4,-0.076772
CdAsRu,-127.976074
BeNb2Br,-96.556514
K2BeCo,-119.884413
CaZrGeO5,-0.08704400000000001
Sr(GeRu)2,-0.14755
SrC2,-0.023983
Cr2O5,-32.680487
TiBe2Cd,-0.119067
MgNiPO5,-0.14441500000000002
BiTeI,-0.006737000000000001
KRb2ScF6,-74.17036800000002
CaZnSO,-0.166631
Mg(AlSi)2,-0.5321279999999999
Ti2CrIr,-0.051899
BeInFe2,-2.10513
BeNbIn,-0.23161199999999998
Rb(CO)2,-0.058739
MnGeN2,-0.080225
InTe,-0.572774
Li2TiSiO5,-17.967201
BaNaMo,-49.06632800000001
NaPb3,-0.044251
PH4I,-0.056935
ErSbPd,-0.11581
RbNiBr3,-0.588252
KBaCl,-100.148184
CaTl2O4,-62.644374
Be2TcGe,-0.044443
Ca(GeRu)2,-0.039169
H5NO,-0.16223900000000002
KCrCl3,-4.953399
YAsRu,-45.262409999999996
MoAs2,-0.020919999999999998
RbCa2Nb3,-139.46281000000002
Mn2BeW,-0.136778
Ca(GeIr)2,-0.12474600000000001
HoSe,-0.038911
CaBeNb2,-0.298189
Cr2FeSe4,-129.483794
Ca2Ge,-0.31697800000000004
Dy3Mn3Ga2Si,-151.19371999999996
BeCoRh2,-0.713769
NaInSe2,-0.196007
N2O,-0.08634299999999999
Ce(MnSi)2,-29.331996999999998
CuTe2Cl,-0.213329
Rb2S,-0.005749
SmB6,-0.065305
MgRh,-0.206173
SbCl(OF3)2,-0.105807
USb2Pd,-0.01951
PrTeCl,-0.020331000000000002
UFe2,-101.865835
Sc2ZnOs,-0.06995
RbF,-0.37825
K5P2Au,-5.8047379999999995
YClO,-193.00681699999998
HfBe5,-0.08758400000000001
YbP,-0.035431
Ca(SbO3)2,-0.072561
LuGa,-0.33224000000000004
Tm2O3,-0.015597
TaBeFe,-0.455276
Dy(Al2Cr)4,-0.0951
BaHf2Br,-84.320203
Sr(AlH)2,-0.024556
BePd4Se,-232.49340899999999
PrP,-0.0008269999999999999
VSi2As,-129.729067
NdInAg2,-0.060269
Tm2SiO5,-0.082583
MgUO4,-0.095792
Sc3InC,-0.040931999999999996
HoI3,-24.924657999999997
B2AsP,-0.028227
Be2VTe,-0.621518
CaN6,-0.120861
MgB2,-0.672669
NaVS2,-0.29827600000000004
AcF3,-90.391974
FeCl,-148.396249
Fe2As,-0.070436
Sm3Ho,-0.007587999999999998
Mg(AlS2)2,-0.255723
RbCS(OF)3,-0.23362399999999997
Li2MoO3,-0.077517
Mn2BeGa,-0.249319
KZnF3,-0.247534
BaNa2P,-7.5857100000000015
YbSiAu,-0.01611
Ba2MgZr,-33.461865
TaZn2CuO6,-165.01275900000005
KBi2F7,-0.142714
NaBeBi2,-142.834729
DyIr3,-0.008971
LuNiC2,-0.071265
Sc2AlOs,-0.061690999999999996
Na2O,-0.164983
YBiPd2,-22.788546
Sr(CoGe)2,-0.084467
Ba2HgBr,-36.655107
CeO2,-0.10406800000000001
K2GeF6,-0.09468700000000001
TbCuS2,-0.251947
ThTi2O6,-0.166078
CaZrBe,-0.278307
TbTl3,-0.081492
SeCl,-0.076187
Rb2Li2SiO4,-0.065333
Sr5As3H,-0.026550999999999998
USnAu2,-0.06310299999999999
BaDyFe2O5,-0.098355
BaReH9,-0.076593
ScNiSb,-0.008483
SiAs,-0.0165
TiAl,-0.15482200000000002
LiTiV2O6,-0.155501
SmTe,-0.002938
TiBe2Rh,-0.108544
MgBeNi,-1.180841
Na2CoS2,-0.124286
MgNi2,-0.5551689999999999
ZrBe2Si,-313.262538
Si3F,-64.901099
Te3MoWSe,-2.427739
Ba2Mn2Sb2O,-0.10580099999999999
Be2TlCd,-172.530981
SrAu5,-0.029224
ReAsW2,-124.10689599999999
TbSbPt,-0.025516999999999998
ErBi,-0.042635
Zn(GaS2)2,-0.467624
RbFeF3,-0.182365
Ho2CdOs,-0.055367999999999994
BeSbCl,-329.921962
VPt,-0.111428
BaVTe2,-79.997762
K2BaGa,-0.377162
BeV2Tc,-0.2301840000000001
Na2CuF4,-0.786651
Nd3AlC,-0.177294
Na3Co2SbO6,-0.153962
Ba(NO3)2,-0.047948000000000005
MnBeFe2,-1.3075510000000001
CuCN,-4.636939
KTa2Be,-92.48928199999999
Ba2TaTe,-22.634908
CaMo2O5,-46.93628
Li2AlNiO4,-0.094389
BeCu2Tc,-0.32547600000000004
KCrF3,-0.085925
InP,-0.086278
BeBiW2,-0.059477999999999996
LiMnSbO4,-0.089295
HfBePb2,-74.609654
CaP3,-0.07257899999999999
ZnAsAu,-0.046155
InAs,-0.064172
SmSiAg,-0.05945900000000001
BeSbBr2,-237.14053700000002
UAs2,-0.028968
BaCaCr,-60.72975699999999
Dy2OsPd,-0.07749400000000001
BeCo2Te,-62.344085
AlCrNi2,-55.10960600000001
P2Rh,-0.021265
RbSnF3,-0.45382700000000004
NbCu3Se4,-0.038959
TmCl3,-0.141011
BeFe2Te,-59.348711
MgMoF6,-0.34234499999999995
Ca(DyS2)2,-0.049983
Rb2S3,-0.050207999999999996
AgClO2,-101.91194899999999
Mg2TaBiO6,-156.732601
ScBrO,-0.026902
Hg3(SeCl)2,-0.017866999999999997
TiZnO2,-0.077026
Th(SiNi)2,-0.3940010000000001
BaCdO2,-0.056021
CaCdSi,-0.064067
BeV2Pb,-0.766116
CeZrO4,-0.059439
Cr3Rh,-0.043054
Cd3(ClO)2,-0.160983
BaCuAs,-0.852892
Ho(SiRh)2,-0.050768
ZrBr,-0.013909
Ba4TaBr,-68.810767
BeSnSb,-1.2236280000000002
NaLiICl,-193.59489
SbRh3,-0.008754000000000001
Sc2BeSb,-50.772996
CeNiSb2,-39.964236
CaGaGeH,-0.095391
BaMg2FeH8,-0.31121
Nd3Ho,-0.006243
Zr3Tl,-0.017136000000000002
MnBe2Ni,-0.17238499999999998
TmBrO,-0.10313299999999999
ICl,-0.056936
Sr4Li(BN2)3,-10.258593
Yb(SiNi)2,-0.348056
TlZnF3,-0.265754
K2TiCl6,-25.336795000000002
Li3Nb,-0.19479100000000002
NaLiTe,-124.49455800000001
CrGaFe2,-0.068727
ErAu2,-0.029749
ThSnPt,-0.044838
ZrPbO3,-70.954755
Sr3Cr,-0.375938
TlBiP2S7,-0.242673
Sm2AgRu,-0.03877
Rb4CuSi2O7,-454.85977599999995
TaO2F,-203.96236000000002
MnSbRu2,-0.022486000000000003
CdFe2As,-87.817766
Tl2Te3,-0.100957
CrNiSb,-0.058707
KYbS2,-0.033530000000000004
Zr2Cd,-0.068368
ZrBe2Te,-68.525
MgBeRh2,-0.17166199999999998
NaAuF4,-0.14235699999999998
HfPtPb,-23.217283
TiHgO3,-233.028298
Al2Ru,-0.015889
Zn3Ir,-0.11080999999999999
CuBr,-5.304979
