pretty_comp,optb88vdw_bandgap
Na3Hg,0.0
Dy3Fe2Si3,0.0
BeReCl4,0.0
UCoAs2,0.0
BeTlCu4,0.0
Li2NiPO4F,0.8255
MnTlF3,1.4711
Li2PmAl,0.0
HoCdPd2,0.0
WC,0.0
Ca3SnN,0.0
ThPd,0.0
YHfBe2,0.0
TlNiO3,0.0
YbBiAu,0.0
Ni3B,0.0
Eu(MnSb)2,0.0
Sr2YTlFe2O7,0.0
Eu(CoAs)2,0.0
Sm2C3,0.0
Ca(BeAs)2,0.8193
KTa2Be,0.0
Li2CuAs,0.0
Ba4TePt,0.0
CoAgO3,0.0
Be2TlSb,0.0
Ba4NiPb,0.0
Ca2NF,1.9579
LuNi2Sn,0.0
BeGaOs,0.0
W3O8,0.0
CaLaHg2,0.0
LiHg2Pt,0.0
Pd6S7,0.0
RbCdF3,3.269
LiCoPO4,0.0
HfGaPt,0.0
MnBeSi,0.0
In2HgO4,0.0
UCO5,2.4797
Tl2HgGeTe4,0.3103
LiBeZn,0.0
Ba2UMnO6,0.1093
Tl3AsSe3,0.6963
BePb2Se,0.0
V3Sb,0.0
Ba4RePb,0.0
LiBeZn2,0.0
Ba4HgPt,0.0
KSi2Hg,0.0
LiPm2Ir,0.0
TiGaNi2,0.0
AlF3,7.7156
LiBe2Nb,0.0
NaTiS2,0.0
BeCuP,0.0
KLaO2,3.7926
CeMg2Ag,0.0
NiPtF6,0.0
SrFeO3,0.0
ScBIr3,0.0
ZrBeCr,0.0
CaMgTl2,0.0
TlCuHSeO5,0.2532
Ca2CoO3,0.0
UBRh3,0.0
Li2BeCd,0.0
La(SiNi)2,0.0
AcCuO3,0.0
CaCu5,0.0
LiMn2NiO6,0.1636
NaSm2IrO6,0.0
K2SnBr6,0.9325
Ba4InFe,0.0
SrTa2H2O7,2.2278
GaPt,0.0
BaNaMn,0.0
Na2Mn3Cl8,1.7357
NaLuS2,2.4321
NdCuSe2,0.8116
KNbS2,0.8884
U(Ni2P)2,0.0
Tl(CoSe)2,0.0
SrTiBe2,0.0
Li4VF8,0.0
TcAgO4,1.4355
Sr3MnN3,0.0
Na6Sn2S7,2.0226
Fe2RhS4,0.0
Lu2Co3Si5,0.0
K2PdCl4,1.5183
LaBe2Pt,0.0
LiYO2,4.5046
SrClF,5.9498
YbPd2Pb,0.0
YBe2W,0.0
PuOs2,0.0
NdCoC2,0.0
LiAl3Si9(N2O)2,4.1363
BeTl2Cd,0.0
K2NaScF6,7.0373
U3NbSb5,0.0
InAg,0.0
LuSiRh,0.0
NbCl3O,2.3077
TmTe,0.0
Sr2Nb2O7,2.6615
Ta2BeOs,0.0
ErTe,0.0
Tm2NiIr,0.0
K2PtCl4,1.6175
Li8SbS6,0.0
Sm2Te4O,3.3088
Ba2LuRuO6,0.0
AsRu2Au,0.0
Ba4ScP,0.0
Hf2ZnRe,0.0
Y6N2O5,0.0
Th2In,0.0
ZrBiRh,0.0
Tm2MgOs,0.0
BaTcBi,0.0
Be2GaGe,0.0
TbNi,0.0
YbSmZn2,0.0
Zn(NF2)2,1.7177
BaSnHg,0.0
KTa(GeO3)3,3.5413
Li2B4O7,6.1792
RbCaCO3F,4.5257
Sr2YTlCo2O7,0.0
Pb3SO6,2.8758
Sc2ZnRu,0.0
LiBeNi2,0.0
Rb3BP2,1.7117
Zn3Mo2O9,3.0123
Nd3Si2S8Br,2.6835
SmBi2ClO4,1.2787
Er2Au,0.0
LiFeO3,0.3252
KUO3,0.5181
Ca2MgIn,0.0
CrCo3,0.0
Sr2LiMg,0.0
TlC,0.0
Sr6Li2Cr2N8O,1.7551
Li3Fe2(C2O)2,0.0
SmOs2,0.0
Ba2ErNbO6,2.9193
ZrZnN2,2.1425
Ba4GePd,0.0
BeMoBr4,0.0
Cr2SiO4,0.4911
NaSbCl6,1.8604
Si3Se,0.0
Hg3C,0.0
MoSe2,1.2179
TbSe2,0.0
Nb6Co6Ge7,0.0
NaLiY2F8,7.581
Ag2SO4,1.2898
MgBe2Se,0.0
Ce(PRu2)2,0.0
Li2H2Pt,0.0
BeSiP2,0.0
Ca(TiN)2,0.0
Ba3Si2(BO)6,5.7101
Ti2O3,0.0
ScBeW2,0.0
PaAgAu2,0.0
RbPrS2,2.205
Ca4IrO6,0.0
U(SiRh)2,0.0
Ba5Ta2Cl2O9,3.3559
Tm3Th,0.0
Ca2HgPb,0.0
LaF3,7.0362
HoNbO4,3.4904
Al3Pb5F9,4.9413
Tm3AlN,0.0
InAg(PSe3)2,0.4626
K2CrH2F8,0.1773
Cr2HgS4,0.0
DySi,0.0
Rb2NbAgS4,2.2201
FeAg3(CN)6,0.0
AlFe2,0.0
BaCdTe,1.5483
RbGe,0.0
Ba4TiSe,0.0
KBa2Re,0.0
BaCoHg4,0.0
Ca4Cl6O,5.5533
LiCr(SiO3)2,1.7622
TiFe2Ge,0.0
CuN,0.0
RbAuO2,1.5656
ErAu3,0.0
PrPt5,0.0
LiAgTe,0.0
BaTi2O5,1.8812
S2N,1.2996
BeCdSb2,0.0
LiPrO2,3.5502
BeSi2Pd,0.0
Sr2YTlNi2O7,0.0
Na4W(NO)2,1.3642
Be2VRh,0.3724
MnGaCo2,0.0
Ba2NaReO6,1.9413
RbTaO3,4.1474
TmZnPd2,0.0
Nb5(AsPd)4,0.0
LiAlB4,0.0
TaMnRu2,0.0
TiAl2O5,2.9319
MnBe2Pd,0.0
KNaS,2.7721
K3LuSi2O7,3.5257
CuTeO3,0.0
V2OsRu,0.0
NdO2,3.6042
NaLiCO3,4.8984
NdAgSn,0.0
NdPa3,0.0
WF4,0.0
Re3C,0.0
PdS,0.0
BaSrTa,0.0
HoFe5,0.0
Ca2IN,2.4055
Sm(CuO2)2,0.0
AgSb2F2,0.5349
ScReTc2,0.0
RuN2,0.0
LiMnSe2,0.0
PtPb4,0.0
ZnNi3C,0.0
AsN(OF3)2,3.05
InOF,1.5435
Nd3SiAgSe7,1.5075
HgCS(OF)3,3.3618
SnPCl9,2.65
Np3Tl,0.0
HfZn,0.0
ZrH3,0.0
Lu(AlC)3,0.2727
DyFeB4,0.0
Pd(SeBr3)2,1.1899
LiPt2,0.0
Li3Au,0.0
Sr2AuN,0.0
KBeBi,0.0
Ba4YHf,0.0
Sm(FeSi)2,0.0
CaAgBi,0.0
MnBeNi,0.0
CuH2(IN)4,0.8111
BeFeIr2,0.0
Ba4CuSe,0.0
LiNbRu2,0.0
Zn2RhAu,0.0
Mo2H2O7,2.2005
MgPd3,0.0
BaNbCl,0.0
Ba(GaSe2)2,1.7189
Ba4BiRu,0.0
Tb2Tl,0.0
V(HO)2,0.3213
Sm2RuAu,0.0
Pr(AlSi)2,0.0
RbAu3Se2,1.6634
FeTeBr7,0.9056
SF4,1.4985
BaCrBi,0.0
YBeZn,0.0
Ba2YBi,0.0
Li2Ca,0.0
LiAlVO4,0.1801
PaSb2,0.0
TiPN3,0.5905
BaBi2Br,0.0
Ba2MgGa,0.0
BaReSe4,0.0
TmAg,0.0
Ho(FeGe)2,0.0
KIn9Co2,0.0
SrTiO3,1.8143
YbSbPt,0.0
CoTeO3,0.0
NdSiAg,0.0
Ti2Ge,0.0
LuTlSe2,1.1337
Dy3Co6Sn5,0.0
ZnCuNi2,0.0
UO2,0.0
LiYMo3O8,1.3269
Pr3Co,0.0
BeZnO2,2.9715
RuI,0.0
YBPt2,0.0
Mn3(PO4)2,1.7458
AgI,0.6784
ZrMnGe,0.0
NaCdSb,0.0
BaSiCl2,0.0
LiCuCO3,1.8237
Al(CuRe)2,0.0
Li8BiO6,0.0
DyCoC2,0.0
Li5(CoO3)2,0.3406
K2BeTc,0.0
K(PRh)2,0.0
CuSb2H2(O3F4)2,0.9507
NdAgAu2,0.0
Li2SbPd,0.0
Sc7Cl2,0.0
YCoC,0.0
P4PtF2,4.9462
LiAsPt2,0.0
MgCo3C,0.0
GaBi,0.0
Li2DyIn,0.0
Li3AlN2,3.1875
Sr(CuO)2,1.9845
Ca2V2O5,0.0
CdCO3,2.9861
UGeAu,0.0
Ba5Mg8Si3,0.0
HoBRh3,0.0
MnZnF5,0.0
SnRuW,0.0
GaHO2,2.1063
K2PtBr4,1.6061
BeSiTc2,0.0
Ba2YCl7,4.04
Cu3Si,0.0
P2Rh3,0.0
Zn2In2S5,0.0
TiBe2Br,0.0
Sm(BRu)2,0.0
Th(NiSn)2,0.0
LiHf2Re,0.0
YCr3Se2ClO8,0.2027
ScTlRh2,0.0
KBeBr2,0.0
YbRh2Pb,0.0
ThZn4,0.0
Ba4CdGe,0.0
AcYbRh2,0.0
Er2MgAl,0.0
Ba4PdW,0.0
LiErIn2,0.0
ZnCr2O4,0.0
LiTm2Au,0.0
Cu3Se2(ClO3)2,0.0
LiAlPHO5,6.1939
BeCdPd2,0.0
ICl3,1.455
Tm2FeC4,0.0
TaBeV2,0.0
Cd2Ru2O7,0.0
KBS2,2.7133
YBeTl,0.0
PrBiO3,0.0
Ho2Ge6Pd,0.0
Tb2Fe7,0.0
Yb3N2,0.5514
TaS2,0.0
SmZnGa,0.0
BaLiB9O5,5.7026
LiMn3(NiO4)2,0.0
SbAsIr,0.0
UGaNi,0.0
Mg(FeGe)6,0.0
NaTl2Pb,0.0
ZnPPd5,0.0
TaMn2,0.0
ScGa2Ru,0.0
Na3Ca,0.0
Ba(SiNi)2,0.0
NbPS,0.0
Tl3V,0.0
NdHf,0.0
Fe7C3,0.0
Sr2RuO4,0.0
Pr3Cu,0.0
Cu(HO4)2,0.7307
K2NaAs,0.2996
CoP2O7,0.0
SrH2(SeO3)2,4.2432
HoIn5Co,0.0
Ba2CaWO6,0.5691
NdClO,4.7207
Ba4ScHg,0.0
Sc2TcPd,0.0
Rb2Fe4O7,0.0
AsS2NF6,2.4437
Ba4VHg,0.0
BaCuP,0.0
Ba2YHf,0.0
RbMgBO3,4.6781
CoNiSb,0.0
HfSnRu2,0.0
Ca2As,0.0
Al2FeO4,0.0
Ba2NaSn,0.0
K4Hf5O2,3.3275
DyIn,0.0
Sr3YbRhO6,0.0
SmGa2,0.0
Be2MoSe,0.0
Zr6CoCl5,0.9976
CaTa4O,3.6179
YAl,0.0
PmZnAu2,0.0
GeAsRh2,0.0
Tm2AgIr,0.0
FeSe,0.0
LuCdAg2,0.0
Hg3AsS4Br,1.3706
Li4WO5,3.1177
Pu3O2,0.0
Ru(CO)4,2.1683
P2PdO6,1.8014
Ba(GePt2)2,0.0
Zn2SeCl2O3,4.0271
YBePb,0.0
BeTl2Fe,0.0
Mg3P2(HO)6,5.3788
SrCu3(Sn2O)2,0.7205
Be2InP,0.0
SmCoC2,0.0
CrAsPd2,0.0
YHfBe2,0.0
Ba2SbAu,0.6996
Y5Ge3,0.0
RbF3,0.0
CaBeTe2,0.0
LiSc2Be,0.0
Be2TePb,0.0
BaCO3,4.8281
Dy4Sb3,0.0
Mg2H6Os,3.4165
ScTl2W,0.0
Nb2Co2O9,0.0
NdSeO,0.5227
SrSi2,0.0
UGeSe,0.0
HoSnPd2,0.0
HoMoO4F,3.7424
Sm3TlC,0.0
NbTl3Se4,1.9856
Be2SiO4,6.113
BaCuO2,0.0
TlPt2S3,1.0636
Mn3O2F5,0.395
Sr2YSbO6,3.9605
NiSeO4,0.3115
AlAgO2,0.9847
HfScCo2,0.0
Li2TlPd,0.0
ZrCu2Hg,0.0
Na4FeO4,0.6096
YbO,3.5808
Ba2BiSb,0.0
HfAsOs,0.0
BaCr2Te,0.0
Na3AsSe3,2.0134
Sc(SiNi)2,0.0
Na2SmPCO7,4.5438
CaBeZn2,0.0
BeW2Se,0.0
KCaCO3F,4.4718
Na2MnBe,0.0
Al3Mo,0.0
BaSiO3,1.476
BeCu2Cl,0.0
LiZnP,1.4703
ZnBi2O5,0.2891
K2MoCl6,0.0
LiGaRh2,0.0
NaCuPO4,0.3792
KFeTc2,0.0
PrVGe3,0.0
Ca(MnAl2)4,0.0
MnBe2Se,0.0
Sc2Ge2O7,3.7425
SmInRh,0.0
AlGaRu2,0.0
BeGaSe2,0.0
Dy3CuSiS7,1.8684
K2WCl6,0.0
Dy(SiOs)2,0.0
HoTmTl2,0.0
Sr4Al6WO6,0.8233
TiP2,0.0
InSnCl3,2.2867
ThSiPt,0.0
BaNiCl2,0.0
NbTe2,0.0
CeAl3Pd2,0.0
Sc2CdAg,0.0
MoP,0.0
MgTiO2,0.0
Y2O3,4.3066
ScCuSn,0.0
KBaO3,0.0
Ba4NbPb,0.0
Nd(CoSi)2,0.0
Ca5P8,1.3893
CePO4,0.0
YVO4,2.7756
K2NaBe,0.0
Ti5Si4,0.0
NaZn4As3,0.0
SrBeSb,0.0
CaZnSiH2O5,3.8996
Tm(SiPd)2,0.0
BeCoTe2,0.0
Li2SO4,6.5667
Ge3Te,0.0
Ba2InClO3,2.1495
Ba4LiP,0.0
Y2Sn2O7,2.9851
BeNb4Pb,0.0
NaReAs,0.0
ReRuBr,0.0
PrIn3,0.0
ZrZn2,0.0
KRuF6,1.1044
ScBeGa2,0.0
Lu2CuIr,0.0
NdNiSb,0.0
FeSbAs,0.0
AlF3,8.2402
YBi2IO4,1.5271
Re2NiO8,1.2759
Ba4CdW,0.0
PNO,5.1478
Be2VIn,0.0
Ti2CoIr,0.0
Li2NbS3,0.0
Ti3Pb,0.0
LiIn3,0.0
CaMnBi2,0.0
CrBiO4,0.0
RbMnTe2,0.0
TiBeRe,0.0
BaNaH3Pd,1.5874
Mg3V,0.0
Sr2TiBe2,0.0
BaFeIr2,0.0
MgRe3,0.0
Li2MnCuO4,0.0
PaCu2Sn,0.0
Be2OsCl,0.0
Tm2IrOs,0.0
Er(CoB)2,0.0
Li4Cr3O8,0.0
Li4BeSn,0.0
Ni3Mo3N,0.0
In2Se3,0.0
MnBeMo,0.0
ScSi2Tc,0.0
Ca3(GaNi)4,0.0
NiTe,0.0
FeSnRh2,0.0
Ho2TlCd,0.0
Ba5Nb4O5,2.5975
CuSb(MoO4)2,0.7419
TiAsRu2,0.0
NaTl2Bi,0.0
Ho2O3,0.0
TeRh,0.0
Rb3CoO2,0.9001
CaHClO,5.6219
In2GaBiS6,1.7904
MgCoPO5,0.0
LuI3,1.8602
CdSb2Se3Br2,1.1361
TaBe2Re,0.0
Li4CrO4,0.9839
LaI,0.0
LiCa2Be,0.0
Li2VP2HO8,0.0
Sr2HgGe,0.1588
HfBe2Ni,0.0
MgTi2S5,0.5345
Li2AcTl,0.0
BiAs2Os,0.0
Er2ZnCu,0.0
NaSi2N3,4.5577
Dy5BiAu2,0.0
NdMgAg2,0.0
Te3MoWS,0.0
TmTaO4,3.6354
Ag2PbO2,1.4752
LiAu3,0.0
PaGaNi2,0.0
BeCoOs2,0.0
RbInO3,0.0
BeCoRh,0.0
BePt2Cl,0.0
PrB4,0.0
RbTmO3,0.0
CeB2Rh3,0.0
Ba(ZnSb)2,0.0
TeWS,0.2495
RbYb3,0.0
BaGaBi2,0.0
YMgCu4,0.0
NaPrO2,3.624
ZrNiGe,0.0
Ba4CaRe,0.0
Cd2SiO4,1.306
Ti2Rh,0.0
KTaPt,0.0
Li3Fe4(B2O)2,0.0
BaLiCl,0.4618
Zr3Al,0.0
H4C3NF5,7.6846
NiS2,0.0
Ba(BiPd)2,0.0
TlPPbS4,1.995
ZrBeW,0.0
ScTlS2,0.9978
MgNiF6,1.2994
RuO2,0.7923
Ba2Lu(CuO2)3,0.0
SmHoIn2,0.0
Li2VO2F,0.0
Al2HgS4,2.0745
U(GeRh)2,0.0
Ba4NiRh,0.0
Zr(BeIr)2,0.0
Be2AsSe,0.0
Y(FeO2)2,0.0
Pm2MgSi,0.0
BeTc2Mo,0.0
Er3InN,0.0
Pr2IrPd,0.0
ZrTe5,0.0
SnP,0.0
CeNi2,0.0
Zn3C,0.0
Ce(FeP)2,0.0
AcCdAg2,0.0
RbHF2,7.1475
CeP,0.0
HoSb,0.0
Pb4SeBr6,2.105
Sr2Si,0.0
PdSeO3,0.7329
Y2Be2FeSi2,0.72
CaPrZn2,0.0
TaH2,0.0
KMnRu,0.0
MnPtF6,0.0
Mg2Mo3O8,0.0
BW2,0.0
EuCl3,4.314
NaBeTl2,0.0
Li2CoCuO4,0.0
MnAu4,0.0
NdRu2,0.0
LiCrBO3,0.1556
Ca2Sb,0.0
Ba2HgS3,1.3432
Be2BiSe,0.0
TaMn2Ge,0.0
ZrBe2In,0.0
Rb2Li4Pb3O4,2.0008
Rb2CoSe2,0.0
Zr2TcPd,0.0
CeP,0.0
BeAsPt2,0.0
Er2ZnTc,0.0
CaPtO3,1.3585
MgMnF4,2.4930000000000003
Ag2SeO4,0.3454
Pr(FeGe)2,0.0
ZnS,2.0865
ZrAlPt2,0.0
ErH2,0.0
ThRh3,0.0
TlZnAsO4,3.2368
FeAgO2,0.0
CeSi2Mo2C,0.0
LiMgSnPt,0.0
Zr5Ge3,0.0
Ba3SrTa2O9,4.0465
BeCrCo,0.0
CaThRh2,0.0
CeDyZn2,0.0
UIn3,0.0
DyP,0.0
ErSi2,0.0
BaLiTe,0.0
Be2NbPb,0.0
HoCo2,0.0
Ti3MnO8,1.6368
Be2CrCl,0.0
Li8Cr3TeO2,0.0
Sr2Pb,0.0
Ho2Ti3Si4,0.0
AsS(ClF2)3,3.7058
BeGaSi2,0.0
ErPt3,0.0
GaCuSe2,0.0
BeCo2Te,0.0
TaCo,0.0
ZnRhO3,0.0
Li5Co2O2F5,0.0
KBeTc2,0.0
Ba4TaMn,0.0
YAl4Ni,0.0
TaPO5,3.2187
Na5MnO4,0.894
TmInNi4,0.0
ZrPb3,4.7949
Tl(IO3)3,2.1505
Ba(NdS2)2,1.6395
BaBePO4F,6.5358
K2S5,1.6409
Ca2Sn,0.6883
Y3AlC,0.0
TcTeAs,0.0
CaHfN2,0.6279
Mn(BiTe2)2,0.6124
ZrCdAu2,0.0
Sr2HfO4,3.532
K3LiIrO4,0.2968
Pr2AgHg,0.0
MnSb,0.0
PuTe,0.0
BH2N,4.9448
K2TiO3,3.4593
P4S7,2.4243
Ba2TbNbO6,3.0557
Sb2S2O,1.2906
Sm2Cr2Fe5,0.0
Sr2Ta2O7,3.0671
Cu(AsO2)2,0.603
H4NClO,5.5832
CrCuSe2,0.0
Nd(GeRu)2,0.0
CaHgPb,0.0
CaNiTe,0.0
Dy2Ti2O7,2.7471
CrAgO2,0.4661
SmAsO4,3.8838
TbYbRh2,0.0
LiHoSe2,1.6389
CePbAu,0.0
CeFe5,0.0
Ce(CrB3)2,0.0
ThTe,0.0
Ca4CN4,1.9157
ScCd,0.0
LiCN,5.1861
Ca4BeZn,0.0
YScZn2,0.0
Er2IrPd,0.0
ZrNiSn,0.4856
U4Ga2Rh,0.0
LiYb2Cl5,5.8426
HgRhF6,0.0
Ca(MoO2)4,0.0
MgZr3,0.0
HoPtF7,2.3621
ZnBr2,3.094
Ca4BeIr,0.0
Mg2ZnPt,0.0
Sc2GaPt,0.0
NaCaAs,1.7955
NaZnF3,4.0176
Ti2AsW,0.0
MgRhF6,0.0
LaCo5,0.0
CdNi3N,0.0
Rb3FeO3,0.2911
Ho4(Ga2Co)3,0.0
Dy(AlSi)2,0.0
K2PdCl6,1.1074
MnSbS2Cl,0.6678
Li2VFeO4,0.0
LiCuS2,0.0
CaMn2Be,0.0
Ac2CuIr,0.0
Y2NiIr,0.0
BaNiF6,1.2814
BeTl2Hg,0.0
Sr(DyS2)2,1.7858
LiBeBr,0.5308
Y3Ge4,0.0
Mg3Pb,0.0
Rb3H5Pd,2.6369
CdAsIr,0.0
Li3PO4,6.3432
AuCl,1.73
HoTaO4,4.0643
YSn3Se2ClO8,0.7194
Li2ZrCuO4,0.0
HfSb2,0.0
BeBi2Pb,0.0
Co3B,0.0
Ba4ZrO6,3.1595
LiPRh2,0.0
ZnCu,0.0
TmNbOs2,0.0
TmP,0.0
AgHg3SbO6,0.7271
CeSi2Ru3,0.0
VO,0.0
MnBe2Os,0.0
Ba3(AsO4)2,4.2639999999999985
MgCoF6,0.0
Lu2NiSn6,0.0
Ni3O4,0.0
MgTa2Be,0.0
YbDy3,0.0
BeZn2Cl,0.0
YTi,0.0
NdTlAg2,0.0
BeNbFe,0.0
HfSbRh,0.0
Yb(ErS2)2,1.4665
HoH2,0.0
BaPbF6,2.8493
Rh3F,0.0
BeVSi2,0.0
Ba4GePb,0.0
Rb2Be2O3,3.4259
SnI3,0.0
LaYbAg2,0.0
TaCuO3,1.6581
Ta2BeAs,0.0
RbC2I3N2,2.9433
Cr2CuTe4,0.0
Tb(TiGa2)2,0.0
B2S2O9,7.1219
GaFeCo2,0.0
RbNa7(CoO3)2,0.0
BaBiTe,0.0
K2NaCrF6,2.3101
Li4Be3As3ClO2,4.5724
Al2(CuSe2)3,0.0
YZn,0.0
InAgO2,0.0
BeInOs2,0.0
Nb3Rh,0.0
YbBRh3,0.0
Nd(PO3)3,5.7274
Li2CuSb(PO4)2,2.1095
CdB2Xe,2.7528
OsC3I2O3,1.8656
Ba2FePb,0.0
NdAsO4,4.1364
HfBe2,0.0
TaAlPt,0.0
LaBePt2,0.0
CdHgAsBr,0.9509
NaNd2IrO6,0.0
PbCO3,3.4184
ScTaBe2,0.0
Tl2CdGeTe4,0.2685
Ba4NbCu,0.0
NaSmO2,4.2764
Lu3In,0.0
Ba2Ti6N2O,1.528
Li5Co5(SnO)2,0.0
Rb3PdF5,2.2482
KAsSe2,1.5321
LiMnSb,0.0
TbB2Rh2C,0.0
HoAgSe2,1.2332
Ho(SiNi)2,0.0
Sm2MgRu,0.0
CoHg3,0.0
K3Co2F7,0.0
Rb2PdBr6,0.5151
DyTaO4,4.0646
S8O,2.0873
Ce(CoSi)2,0.0
Li2CrCl4,0.3871
BeNbMo,0.0
TmGa,0.0
TiH,0.0
ZrSe3,0.2975
BiBrO,2.2934
K6Cu(SiO4)2,0.6066
BeCu2Ge,0.0
Ca3Zn,0.0
TlCl2,1.9477
Ba2AlV3O7,0.0
YbAgGe,0.0
Te6MoW2,0.9592
BaGaW2,0.0
NaMgBe2,0.0
ScBeBi4,0.0
As2Os,0.614
Sr2LiPt,0.0
AsIrOs2,0.0
Ca(CdAs)2,0.2705
MgMnAs,0.0
MgBeSe,0.0
CdBr2,2.682
Ca3Ti2O7,2.4545
LaBe2Co,0.0
InBi2Se4Br,1.1793
BeIn4Pt,0.0
LuTlO3,0.7639
Ce(SmS2)2,0.0
BeV2Cr,0.0
Be2GaPt,0.0
K3Na(SO4)2,5.9256
SbAsPd5,0.0
Li6Co(SiO4)2,0.2471
NbAs2,0.0
BaSc2Si,0.0
Sr3CdIrO6,0.0
CeSnAu,0.0
Cr2HO4,0.0
Zn2AsW,0.0
BeCrRe2,0.0
BaRh2Se,0.0
Na2BePb,0.0
PdBr2,0.5902
Ba2SrW,0.0
AcBrO,4.2765
Al3(BRu2)2,0.0
Sr3Mg,0.0
AlNO5,4.4522
Rb3Mn,0.0
Pu2W2C3,0.0
LiPm2Ru,0.0
Zn(FeO2)4,0.0
Na4MgO3,1.7229
CaAl9Co2,0.0
BeZnW,0.0
ZrTlCuSe3,0.37
Ce2Dy2O7,2.079
Nd3CuSiS7,1.6888
ErSn2,0.0
Ni2SbTe,0.0
Be2RhCl,0.0
Pr(BOs)2,0.0
Ca2MgHg,0.0
HfScRh2,0.0
NaAlTe2,1.6408
BeSn2P,0.0
TmCdRh2,0.0
TmScHg2,0.0
PuClO,0.0
DySiRu,0.0
TiFe,0.0
Sr2LuBiO6,1.8866
CoP,0.0
NaZr2MnF,2.5904
Mg2BiAsO6,3.4689
Dy2Co3Si5,0.0
BeInPb,0.0
CaCrO4,2.1614
BeTe2Pd,0.0
TiF4,4.8569
Ga2HgSe4,0.8722
DyMgRh2,0.0
SmSe,0.0
KBeGa4,0.0
HoCrO4,0.0
Cr4CuO2,0.0
Be2InSb,0.0
BaGaPb,0.0
Tb(FeSi)2,0.0
Ba2CaMo,0.0
PPdS,0.9032
BeNbSb2,0.0
Li3Ga,0.0
YbSiAu,0.0
SmGe,0.0
Th6FeBr5,0.0
Pr(ZnP)3,0.065
Yb2CdPd2,0.0
Rb2PrO3,0.0
YCu,0.0
SmH2,0.0
RbSmO2,3.5173
KNdS2,2.297
Nd2IrRh,0.0
Nd3PbC,0.0
Nb3In,0.0
SmTaO4,3.5449
Zn2(PS3)3,1.6399
Rb3NbO8,2.6834
NdSi,0.0
CeB2Ru3,0.0
NdBiPd,0.1611
Li5FeS4,0.0
BaNiPt2,0.0
YMgNi4,0.0
Ba4VCr,0.0
SbO2,0.0
TiMnCo2,0.0
K2MnH2OF5,0.1262
BaNiRh2,0.0
Sr4S3O,2.1762
HoAu2,0.0
Dy2NiIr,0.0
Be2TlZn,0.0
Yb4Mg3H4,3.2882
TiBe2W,0.0
Ac2CuGe,0.0
PbF3,1.9279
RbPr3,0.0
AsS,1.4659
AlOs,0.0
Ag3AuS2,1.7019
VCoSb,0.0
BaBiPb,0.0
HoTaO4,2.4981
NbB2,0.0
TaFeP,0.0
YbSnPd2,0.0
SmSF,1.3074
Sm(AlAu)2,0.0
YbFe2,0.0
TiB,0.0
TbSmO3,4.6606
Tm2Ti2O7,2.6489
NaIn,0.0
EuPd,0.0
Tm2CoRu,0.0
LuCo2,0.0
Na4Ga3Si3ClO2,4.2238
Tm3SnC,0.0
Th2S3,0.0
NdGd2,0.0
MgInIr2,0.0
Dy2Hf2O7,3.3123
Ca5(AlSb3)2,0.2087
VPbClO3,2.0004
HgBr2,2.0753
NaMn3O4,0.0
NiAsS,0.0
BeCo4Pb,0.0
Ba4BiCl,0.0
Li(YSi)2,0.0
Si2B2O5,0.1219
Sr3Cr2S2O5,0.0
MnAlPt2,0.0
BeTcBr,0.0
W3O,0.0
ReCl3,0.8522
BaTl2Cl,0.0
YBeOs2,0.0
Ba4GeBi,0.0
BeBiCl2,0.0
Te2Mo,0.0
Zn(MoO2)2,0.0
Be2HgBr,0.0
NaClO2,2.5787
ScZnMo3O8,0.0
CeAgAs2,0.0
BaIn2Ir,0.0
Mn2InCo,0.0
Ba4TlGe,0.0
P3BrCl4,1.713
K2LiAlH6,2.721
Ba5Bi3,0.0
Na4Al3Si3ClO2,4.8356
MnRePt,0.0
Sc3Co2Si3,0.0
NaCr4O8,0.0
Mn2AlRe,0.0
SmYO2,0.0
BeMo4Os,0.0
ReAg3,0.0
KBaW,0.0
TeF6,4.2075
Ba4MnTe,0.0
HgC2(SeN)2,2.0067
PbAu2,0.0
Ca4ThF2,6.1915
Ta9(FeS3)2,0.0
Y2Ti2S2O5,0.6791
LaPb3,0.0
Li2Fe2OF6,0.3517
InCuPt2,0.0
Ba2CrSb,0.0
CoP2,0.4288
Mg2Mn3O8,0.7823
GeP,0.0
NaF,6.5834
NaHoSe2,1.9334
Y2MgGa,0.0
Tb(BC)2,0.0
ZrP,0.0
Sr4RhO6,0.0
Li3NiO3,0.0
NiP2,0.0
Li2Co2SiO6,1.2541
Tl2PdCl4,1.0923
SmCrO4,0.0
Sr2Mn2O5,0.0
USnRu,0.0
Ba2YMo3O8,0.0
LiSm2IrO6,0.0
ErSi2Ni,0.0
AgCO3,0.0
BeNb2Br,0.0
YbSn2Pd,0.0
CrAu4,0.0
V2OF5,0.0
Mo2AsIr,0.0
Mn2CoIr,0.0
ZrCoSn,0.0
MnBeSb,0.2949
CaBe2Pb,0.0
Tl(CuSe)2,0.0
Li3FeF6,0.0
Li2GaAg,0.0
TmAl,0.0
KBeIr2,0.0
SmNiGe2,0.0
Mg(CoS2)4,0.0
ZrVSi,0.0
Ba2LiMg,0.0
YbS,2.2067
Rb3Sb2Br9,1.8779
MnBeRh2,0.0
Mn3P,0.0
Sc2GaOs,0.0
MgBeIn,0.0
Pb(ClO2)2,1.1818
Al2O3,4.9439
LaSe,0.0
InGaS3,1.5475
