pretty_comp,max_mode
VGeAs,165.248118
Li2RhO3,585.536054
Np(SiAu)2,460.203459
Li2BeW,595.391034
TiBe2Os,464.1286
CaCoF6,659.2647929999998
BaNaV,118.59985800000001
YbCrO4,965.350396
K3Rh,122.11881499999998
U(BiO3)2,630.782785
BaLiBr,204.318161
Mg2PbO4,588.388873
USeO,413.763107
RbCaH3,1138.075848
ScCo2,313.127448
HoMgIn,275.888825
HoTmCu2,128.160831
BaCo2Br,327.238643
Li2InSb,427.44273300000003
Sm3Ti,143.761783
MnTePd,167.55444
Er3SnC,238.584514
Be(CN)2,2296.090823
Er(SiRh)2,454.605641
VMo,299.562615
SrBe2Ni,619.467626
Sm2MgAl,225.652365
K5As2Au,208.82711899999998
LiHO,3761.7834740000003
Ca2Sn3O8,620.151479
Dy(CoGe)2,295.872348
Ti3Si,308.73232
Ba4MgGa,133.43690700000002
UTeP,307.22895
PaInPt2,141.45060800000005
KAlH4,1800.9719300000006
Mg(BiO3)2,611.376294
BaLiNi2,298.617455
ZnCu2GeSe4,258.55974399999997
LiCu2Pd,331.430646
TaAsRu2,171.357112
W3O,241.22805699999998
Mo3Ir,265.544597
Nd(SiRu)2,381.52626000000004
CoN,634.454244
Ba4MoPt,168.51048500000005
CaPtO3,641.935274
MgSiO3,834.482446
TcF6,691.9784099999997
PH4Br,2390.9470899999997
Mo2AsP,218.238075
BaPbO3,571.354884
Ca(SnN)2,575.711317
MgVF4,545.200683
Cd3(ClO)2,496.599021
Dy3InC,260.986309
CoHg3,117.437774
K2BaMn,106.64563400000002
MnTlF3,233.611778
Mg3Br,217.782712
CoS2,436.23745
Ca3Hg,218.975777
Nd2Be2SiO7,976.107822
SeI2,194.034817
K2NiF4,445.41373600000003
PrCr2Si2C,512.820692
Li2SnIr,431.755538
Rb2SnBr6,205.512321
Sr2FeSO3,544.756658
BeMoPt2,318.098929
SNF,1128.531069
CdGeO3,677.9723389999998
Rb2CuH4(Cl2O)2,3289.297594
MnCu2Sn,192.043758
V3Si,339.924175
Ba4YCd,125.073101
MoWSe4,340.670852
NaSrNb2,219.50221499999998
Hf(VGa2)2,288.758734
Sc3CoC4,1073.751917
Be2SiTc,513.652507
LiCaMgSiN3,969.907126
CrSnRh2,219.246363
KInO3,561.848378
LiFePd2,380.200414
As3H5,3318.842877
TmPPt,305.55990099999997
Ba3BiSb,148.704432
Rb2Te,91.385695
ZrCoSn,249.158554
Tb3Al,178.963925
K3AlF6,605.025338
CrBr3,238.551444
Zn2Cu(AsO4)2,821.46947
NaH,358.958737
CaPb,162.814448
Tm2AgPt,135.38241100000002
AlVO3,578.433074
Fe3Se4,212.59519500000002
TiAsRu2,227.10975
Yb(SiRu)2,388.873836
Zn2NiN2,660.9473879999998
CeCoC2,1255.164213
RbNO3,1363.6411289999999
MoH2Cl2O3,3619.6553049999998
Sc2FeSi2,421.5122
LiEr2Al,309.973207
Al2Cu,332.050498
MnBe2Cu,493.588434
Li8SnO6,690.911339
LiCuO2,592.658846
K2SiP2,470.73398899999995
KCaCO3F,1444.556552
BeTe,535.649097
Rb2NaHoF6,493.81194800000003
NbAs,260.598136
Al2HgS4,467.02986100000004
KAg2PS4,509.98618099999993
VSiRh,349.794986
KAu(I2O)2,764.73011
KHg,115.835485
Li8PtO6,670.97323
KErO3,475.180434
YbSbPd2,143.12031499999995
MgCrF6,692.5583349999997
Sc2NiIr,304.832003
BaCaTl,126.98898999999999
BaCaV4O8,614.544708
Tb(GeRh)2,269.071353
LiH,1072.115699
Ca(TiN)2,654.928155
VAu4,188.48779299999998
DyZn,124.73958600000002
SmTl,78.529914
Mg2B2O5,1460.031191
Lu3TlC,384.936444
SmNi5,301.849538
SO2,1239.023399
K2ErF5,450.51470700000004
Tm2ZnPt,151.875418
LuNi2,285.42508599999996
Ba4LiBe,129.164522
Ti3PO7,1028.3559400000001
Ba4YP,139.706452
NaErSe2,220.982021
CaTiF6,690.760209
UCoSn,223.80133700000002
BaTaBr,81.950202
K8N3O,282.5057930000001
BeV2Si,498.232207
AcI3,131.171695
BaSn2(HO2)2,3595.591470000001
BaAl2(SiO4)2,1146.459128
MnSi,447.797408
NiO2,607.2552450000002
Er(SiNi)2,406.13363
Au7I,506.81986900000004
MoSe2,340.1000640000001
RbClO4,1061.940509
GaCl3,431.98238899999996
ZnGeP2,370.36843799999997
ErSi,331.9518060000001
LiHfPt2,360.225362
BaGeCl2,176.690899
TiBeV2,440.51482000000004
Ni3H,310.356137
CeCo2B2C,1218.829395
ZrNi2Sb,217.392524
NpGa5Co,250.763572
TbPt3,162.1658
Be2PbCl,442.34003600000005
PmDyCu2,125.47039699999999
SmTlSe2,188.916768
RbSmSe2,192.583687
AlFeF5,841.098243
Te2Mo,264.844712
BaNpO3,442.83655899999997
AlPt,201.762654
NdIO,471.231958
Ba2YTi3O8,532.618029
YBe2Co,643.771029
Sm(CoGe)2,286.335379
MnGeO3,574.983306
USi,332.922215
CaHgO2,709.882511
Ta2N3F,894.9152710000003
Na2LiN,698.8896129999997
BeNiRu2,349.543366
Ag5(PbO3)2,439.077005
Er(CrSi)2,445.61045700000005
Pr3PbC,198.540624
Th3P4,298.758603
Ga2TeS2,367.60220699999996
Rb2CoF6,618.400326
Lu2HgAu,117.665444
SmAg,103.818414
SbTeO3,489.757016
YbPb3,85.576163
KTbGeS4,403.20302000000004
TlCoF3,306.22454
Sr(GeRu)2,270.68904399999997
Ho3In,126.851234
FeAs2,315.454195
K2BeRe,224.816943
LiFeRh2,440.455242
TiBe2Nb,551.109686
YbPb,97.33738100000001
LuAl,351.821933
ClF3,667.309373
CaB6,1263.020791
TbB2,587.352032
VAu2,196.321517
PrGe3Rh,255.46688199999997
DyI3,156.66049099999995
SmSb,145.029083
UO2,513.820691
Na2Pd(SeO4)2,875.584017
Yb5Ge3,152.804369
AgNO3,1314.626683
Li(CO)2,1820.548814
TlHg5Cl,344.62854300000015
BaAgSb,132.435591
CaPmPd2,202.211724
KHoO2,493.502042
BeBiPb,257.09101
TiB2,870.8496039999999
RbLiO3,414.695188
Li2Fe2CoO6,584.254984
Ba2YRuO6,736.615384
HfVF6,584.405884
Zn(CoN)2,854.212749
Tb(SiPd)2,440.349318
KBe2Br,201.022806
Ca(ZnP)2,284.280225
Ca(CdAs)2,180.805733
SmSF,354.38077000000015
Na2Nd2Ti3,891.869693
NaAlF4,712.893054
Ho(PRu)2,420.22247300000004
MnCu2SnSe4,217.60926899999998
HfGaIr2,184.91044399999998
Ba2ZnF6,493.831551
BaSm2PdO5,680.831262
BaCdO2,462.82299400000005
MnGa,247.29767900000002
DyGe,189.743235
NaCNO,2333.005658
TbSnPd2,148.810171
AgClO2,1430.142234
RbCl,112.65863700000001
LiAl2Au,384.897165
BePdRh2,280.358735
TiSiPt,356.779413
ZrHg,144.039018
ZrSeO,524.139367
MnBe2Tc,469.43913399999997
Ba(CoAs)2,265.221689
KCrS2,300.261528
BeIn4Re,287.313292
K6Ge2O7,781.585505
MgCoGe,283.132661
TmNi,173.252907
LiCuF4,652.612511
Tb5Si3,278.31302400000004
Ba2YSb,110.41108700000001
TiBeCd2,259.248878
RbHoS2,287.220015
YH3(CO2)3,3000.335952
BeSnBi,255.058744
Hf2ZnHg,184.35948
PbF2,327.12172599999997
NdSi2,232.04934599999999
P2Pd,468.94369800000004
SrTeO4,747.271198
LuNiBi,171.08434
Y2BeGa,289.959633
NiS,278.447817
Zn(CO2)2,1600.3107949999999
BeNi3,346.149783
Ca(DyS2)2,314.100637
MnNbAs,250.159118
TiBe2Cr,569.113687
SiCN,567.081771
BaC2,1878.449491
TiPbO3,481.24778200000003
LuTlTe2,153.58871399999995
NiMoO4,737.425352
NaAsS2,388.778141
LiBeSi2,619.862823
Tl(FeSe)2,209.689322
Rh2S3,413.847349
TaBeRu,453.54551200000003
SiH4,2193.098145
CoTe,204.31638600000002
TiReN3,761.17516
YV(WO4)2,832.582187
YOF,525.655346
ScMnSi,356.393339
SiNi3,311.532637
ScRh,186.378694
ScRu3C,524.629945
UCdO4,681.1268200000002
TaGaPt,194.111423
SrBeSe2,231.386772
BeMo2W,435.82231500000006
ErNbO4,781.5561
ErSF,370.278526
ScTlO2,559.790642
HfSiS,344.842616
Li5SbO5,724.44513
KMgF3,477.34567400000003
DyNiSb,175.468652
SrCuAs,193.618703
AgBiSCl2,313.3864930000001
K4BeP,214.1449
ZnSnO3,770.170278
MgCN2,1064.396078
BaNbCd,107.006547
HfPtPb,154.00860600000001
TaTc,178.430685
Sc2TcAu,287.324458
BeTcBr,450.22099699999995
BePtCl2,281.011372
Mn2Sb,196.48741299999998
Ca2Cr2O5,560.079609
Zn(CN)2,2275.254673
Ti3Ga,223.735125
YHg,96.92021899999999
TiPRu,398.517339
BeVSe2,269.364852
NbSiRh,392.669709
Rb2HgO2,653.2301110000002
Ba5Ta2Cl2O9,816.78986
BaBiAu,124.86868500000001
ErTlO2,474.808465
YbSmHg2,102.018238
GaTeI7,216.54321299999998
Al2Se3,432.524057
Rb2ZrF6,564.016021
Sc2BeIn,241.97484599999999
Th(AlC)4,794.1161400000003
CaTiO2,597.710839
CIN,2202.764417000001
PmBiPd2,128.553339
SeBr,260.55107200000003
ThSb,155.931602
Rb3In,76.30357099999998
BaTiHg,103.670955
Sc2AlCu,305.460049
SrLiH3,1279.767019
BeAlH5,2046.7196190000002
Np(SiPd)2,448.36111600000004
TaBeO3,718.483079
NbAs2,281.773024
NaLi2Bi,332.259363
TlPd3,174.956397
Sr2ZnCu2(SO)2,536.9246400000002
MnBeTl,378.926916
Mo2W(Se2S)2,407.175328
BaMgPb,203.895857
PdPbO2,547.882386
Ba4MoSe,154.066679
Ba2HoNbO6,794.7369269999997
USO,446.44275300000004
TmMgHg2,192.164691
NaBeBi2,195.83088500000002
NpAl3,294.38721499999997
Dy(GePt)2,265.560836
NiAgO2,576.4216759999998
U(SiRh)2,453.28724900000003
CrP,424.41675
NdZn,116.22861499999999
BaCO3,1404.19482
Lu2Si2O7,1091.892253
As8S9,358.93120600000015
P2Pd3S8,683.512146
USiSe,299.125339
Ba2LiOsO6,735.621111
BBr3,766.9563440000003
NpSb,148.808044
LaBO3,1242.589797
Sn(CO2)2,1605.699034
BaFeHg4,133.04231399999998
VGaNi,281.702459
YPPt,299.888629
NaBeTc2,425.03463099999993
BeGaBr,540.345376
HfBeSb2,174.123292
InOF,588.620916
CuCN,2195.015589
Pm2InAg,129.98851299999998
NdFe5,165.756495
ZrSnPd,205.384796
TiSnO4,750.16816
Tb(CoSi)2,388.282098
BeCo4Te,366.045798
TmMnRh2,152.74899
Na3Al,176.22705
VSiOs2,389.53065
Ba3MgNb2O9,767.1605059999997
ErSeI,191.684167
UCuPO,458.75106100000005
Li(Co3P2)2,448.659226
ErAg,104.29911700000001
ScInNi2,238.45956600000002
LaCN2Cl,2054.7945219999997
KPrTe2,160.408931
NaSbS2,318.571776
Lu2SO2,492.655222
Ca3Zn2(CuP2)2,303.244722
Li2AgSb,304.195184
TlPbI3,113.857926
K2YBe,187.25659
ZnCu2SnSe4,229.408528
NaB(SO4)2,1283.832804
CaCoO2,561.314572
LiBi,244.36547400000003
Te4Mo(WS)2,401.48463799999996
BeReCl4,329.83261
PbO,414.775473
NdSBr,318.64784199999997
USnPt,149.632827
LiUAsO6,907.2242050000001
ScBeCo2,452.734658
K2PdBr4,242.459202
BeGeMo2,366.154905
RbCaI3,186.655378
NaAsRu2,314.582819
BeOsBr2,185.876421
CeTe,156.943262
YFe5,197.830942
Li(CN)2,2047.479793
BaCa2Y,153.621353
ThH2,1052.667302
Ho3Pd2,133.331508
Li4MgCo3O8,611.9818889999998
Se2NCl3,834.509679
Ba(GaTe2)2,222.958889
MnFe2Ge,268.156202
CdP4,449.949376
Sc3InN,478.081903
Mo3(Se2S)2,437.846982
DyAl3,267.067863
HoCoC,830.4890519999999
Tb2ZnNi2,193.41286100000002
Mo3W(Se3S)2,436.962845
Sc2AlC,533.055188
YBeOs2,399.78425899999996
BaTiPd2,164.919907
Ti2ZnTc,278.360095
LiCo(CO)4,2023.106162
CaPAu,230.904755
KTb2CuS4,326.560865
Sc2IrPd,296.823538
Li2MnSiO5,985.9737130000001
TaBePd2,210.4273
ZrInAu,193.167385
BaNaMo,132.719968
BeMoP2,373.52005099999997
ZnNiSb,202.269752
TiPd2,233.597275
V2AsAu,178.074283
Re3F,227.749136
NdTiGe,245.876007
BeFeBr2,148.198052
Nd2O3,623.936015
RbAcTe2,116.566617
ScCo,209.89881699999998
H4NCl,3106.188927
Mn2VSi,372.145412
YbMgNiH4,1605.9765810000001
ScN,536.799847
AgCNO,2232.586212
NaSmO2,478.800515
Nb3Os,312.947679
NpP,278.164015
PW,404.725844
RbHF2,1507.9833820000001
K2ReF6,595.972179
MnBeCu2,352.034836
K2NaGaP2,292.5255850000001
NbAlRu2,350.103723
NaRe3,349.303462
Nb2CoAs,214.7852
Rb2NaGaF6,517.6515820000002
HoPtF7,654.084059
LiCa2Ga,261.104895
ZnAg,142.910525
BaSrNb,106.08190400000001
LuSF,468.521984
ZrO,288.2455240000001
BaHfBr,75.53009200000002
MgTe,175.01623
Lu(MnGe)2,301.955921
MnBe2Cl,518.722445
CeSmI4,137.000528
Al2Mo,354.59916699999997
Sr3(InP2)2,305.120633
V2CrSe4,337.463458
ZrBeMo,525.9911519999998
MgBeTc,455.407321
TiAlCo2,368.731537
BeBr2,603.6356519999998
ZrC,540.795116
BeCr2Se,380.242323
Sr2GeS4,396.51232999999996
Pr5AgSe8,181.32953700000002
K2Al2Sb2O7,978.156925
BaNdMn2O6,566.183447
KHCO2,2883.882356
TaF5,743.38826
Na4CO4,890.5737640000001
KPF6,884.2023039999997
Mn2CrCo,229.82947099999998
BaTi4Br,229.316202
K3Si,137.97291299999998
BeVSi4,615.035532
TaZnCo2,243.78724300000002
CaBeNb2,425.26342900000003
BeCoPd2,247.055388
Ho2AlOs,267.426074
ZrS2,317.145786
GaSiRu2,313.730625
Co(NiSe2)2,231.032697
Ba2S3,442.812862
CdS,270.331279
Ba4HgIr,172.126905
Ta3N5,922.876017
Ca4As2O,435.733961
K3CrO4,787.192464
DySi2,386.06116099999997
Tm2CoIr,166.959211
YbIn2Ni,178.896919
PrCd3,148.60100400000005
Cr2CdS4,348.979657
ThAs,191.354446
BeCuBr2,156.33678500000005
Nb2Al,376.585217
Ca(GaO2)2,653.915364
Sr2Sb,141.33993600000005
Na2Zn(H2Se)2,3233.483501
YInPd2,177.613212
Li3MnO4,633.126087
CdSO4,1164.628308
TiBeHg,298.7911640000001
KTa2Be,279.52756800000003
NaRu3,334.557478
CdSnAs2,213.851251
Sn2IF3,404.98868799999997
Dy(SiIr)2,486.99298899999997
SmI,130.539798
Al2IrRu,383.264253
MgSbPt,241.50904900000003
HgO,296.957592
Cd3As2,162.52616799999996
BeSe,172.083885
ZrBeFe4,379.029927
NaBeAs,572.427477
Sr2BiAu,144.308656
Pm2AgSn,151.53911399999996
LiScSi,316.965285
NdVO4,879.0046980000003
MgMn2Be,483.24887199999995
YVF5,620.57557
SrGe(HO2)2,1391.186981
Dy6FeSb2,166.25817
Tb(SiNi)2,384.056762
TiSe2,287.847176
HoInPd2,146.48029499999996
Na2H4Pd,1852.633138
Pr2SeO2,408.182739
RbI3,148.4637
Nb3Ru,246.406486
NaBi2AuO5,639.981629
Li2ThN2,563.620591
TlCl,83.764661
SmTlO2,448.161813
BeGaCu,358.7634
CaTiO3,821.133629
NaLi2N,603.47957
RbCr4O8,597.911408
DyInCu2,162.987084
U(SiRu)2,437.96300199999996
ScAlAg2,243.133142
PrB2ClO4,1440.122914
NaAlO2,799.645532
CoPt,218.98769700000003
BeGaSi,348.823836
LaF3,397.12200099999995
MgBeZn,350.57534
BeGa2Co,362.252419
SnF3,532.842826
Nd5AgS8,298.930575
KPrSiSe4,435.587559
FeP2,464.936259
K2RbPt,136.35419199999998
HfSiSe,325.22740699999997
RbNiBr3,179.443567
Ba2Cd,87.649022
K2MgCl4,319.1259950000001
ErN,456.23444800000004
K3BS3,806.357521
Rb2MnTe2,203.353797
LuBO3,1219.396172
YVO3,719.7706820000003
Sc(AlC)3,782.0338879999997
Ba3(HIr)2,1984.9411309999998
Yb(SiNi)2,374.91815099999997
Ba2PrSbO6,736.796476
CaSnF4,359.882216
MgUO4,750.497598
ZrBe2V,498.195279
K2Se,155.100336
BeIrOs2,466.835829
LiPd2Pb,294.909534
MnBePd2,264.318913
ZrFeCl6,333.729824
CaCuSb,216.926374
TlSb,69.420936
Al3Cr,380.12888599999997
PuGa,170.847852
Li4VF8,630.78291
TaBeTe,356.882339
HfBe2Fe,492.90607400000016
YbRh,129.916453
K3BrO,264.267728
GePb3O5,719.3719120000003
TiBeSi2,442.542678
KBeTe2,225.44278599999998
HoGa,192.259778
Er2Au,127.808346
MgSiO3,913.34646
NbGaRu2,268.10772599999996
Sc2CoRu,311.382301
Ca2Ge,236.416611
BaAuO2,558.7665519999998
YbBPd3,453.647504
Ta2O5,932.9837449999999
CaBeGa,298.216344
SiF4,980.6305890000001
In2HgSe4,214.093016
MgNi2Sb,269.510714
BePCl,431.508442
BeVSi2,414.773042
BeZn2Ir,328.606928
HoMn2,256.11665899999997
TmGe,194.314649
Al2CdS4,422.10074800000007
Pa2SbTe,142.293922
ThNi5,299.265792
ZrH3,1042.384069
VCu3S4,430.854886
CoCu2Sn,215.951029
VS2N3Cl2,981.1920210000001
MgCuAs,252.41759900000002
LiMoO2,643.3926650000002
Li2CdGeO4,731.715454
Ag3SI,285.873431
V3Cu,259.56130299999995
BaNaMg,125.51984499999999
Au2O3,601.769922
Ca(NiGe)2,250.489314
Sb2TeSe2,184.77658300000002
CaCuP,289.667504
Ca2TaAgO6,842.567707
PrSe,180.326783
K2NbCl6,330.79456899999997
Ca(PPd)2,425.83435099999997
NaAg(CN)2,2210.502681
ScGaO3,665.263531
AcBr3,152.927068
Sm2As4O9,805.1477990000003
SmB6,1303.328632
DyPO4,1065.741967
PmRh2Pb,151.099081
LiYS2,304.35954399999997
TcNiW,224.04914100000002
TiBeIr2,440.870977
ScIr,200.690312
H3N,3440.5460909999997
SrP3,416.896407
HfMn2Be,510.100836
LiBeCo2,551.8652549999998
Y2BeCl,377.86827999999997
UBr4,214.835075
Ca(MnN)2,665.981572
CaCl2,255.478122
NaNdS2,265.515217
BaErCuS3,317.595332
TmAg,104.648475
USb2,154.20903
Ba2BiAu,107.501354
ErClO,542.6868969999998
Na2CaBe,214.238299
LuCuSi,339.131665
SrAlGeH,1250.3744390000004
Be2FePt,528.7297570000002
ZrBe2Zn,393.859165
Nd2Te4O,755.540713
Zn(HO)2,3684.777025
RbLiO,671.226855
UB2Rh2C,1304.120483
Na2SnF6,571.930729
AlClO,799.4997440000003
Dy(FeB)2,606.97406
GaNi3,266.544898
YbRh3C,391.7337
TbSc,159.90094
HoTlTe2,153.906689
LiN3,2237.68008
Li2BeNi,527.22258
BeCuBr,461.067009
Li4CO4,1119.495969
HoNi2B2C,1307.8231529999996
TmTlO2,479.814136
HfBePb2,152.01038300000005
BaPdS2,322.225938
LiGaSe2,356.110005
Na3BO3,1248.1283939999996
BaBrCl,161.176444
AgCSN,2163.32865
TiBeV,513.3844190000002
DyAl,213.56308900000002
Sr5As3,172.91530600000004
Be2CuIr,506.26385700000003
HoBPd3,454.40122599999995
MgAgAs,208.527806
NaHg2,112.599469
KBe2Tc,685.428502
RbCdF3,420.699021
Pm2IrPd,156.296033
ThTe,115.332604
Na3TlO2,430.24574400000006
LiBeN,1024.673639
Mg2P2O7,1153.980049
Er(GeRu)2,289.77176299999996
PdN,611.975728
Ca3MnO4,504.44002
UAl3Pd2,449.59155899999996
Mg2Ti3O8,731.30063
NiC2(SN)2,2140.206852
SiTe2,288.65236699999997
NdSi,306.174969
HfSbRu,197.584503
SrC2,1866.6440489999998
TbSe,186.289837
VCuO3,901.768519
U2Ga2O5,604.1245190000002
SnSe,191.803368
KBaMo,117.978195
ZrTaBe2,528.759718
Mg(AlSi)2,369.546201
BaSn2Te,132.452395
SiC3,920.262392
NaCu3,273.91133199999996
Li2FeBr4,308.5437
BeNbRu2,472.84003600000005
PrMg2,302.958176
Zn2Co3O8,666.360405
NaBeTl2,193.516297
CoSb,254.83947799999999
Cr2GeC,659.423104
RbCuO,605.7381019999998
SrSbPt,178.660524
Ga2Pt,191.19569099999998
Ba(CuO)2,588.2569030000002
UAl4,361.732105
KSb,151.209854
UNiAs2,230.95073399999998
Li2US3,304.617153
HoIn,109.117725
TaMnRu2,180.402333
TaBeOs,639.8850219999998
SnAsIr,188.596843
AlPt3,204.03776000000002
LiFe3(OF3)2,615.549632
BeVRu4,384.802046
Ca(BH4)2,2435.011517000001
NdGa2,251.96135499999997
GaNi2,275.866515
NaAg2,212.69118500000002
CaCr2F2,1044.828436
KBIr2,321.343875
Zn2PtRh,230.45856
Pm2MgAl,222.80669300000002
ZrTi2O,660.807297
VAs,304.76433399999996
Mg2SnN2,595.3953650000002
CaBe2Ni,459.04772699999995
NbTe2,249.23817000000003
BeCoPb2,277.66567200000003
Ti2Zn,250.92938700000002
Th(CuSi)2,396.60326000000003
Si2SnO6,1109.261306
HfGaCo2,220.05232
HfBRh3,558.086208
Na2BeCl,321.38108
Th(PS3)2,597.290257
K2BeSb,190.6442
HfMgAu2,245.07870499999999
CeOF,379.112216
NaGeSbO5,831.159355
Li2PmAl,342.701227
PdF2,395.93799
Be2NiPt,534.892869
LiCrP2O7,1104.547566
Mn2CdO4,574.630592
KTm,115.95703600000002
TbAlCu2,226.535673
LuAlO3,770.744552
Ca5B3O9F,1329.712507
Na3SbSe4,255.555063
Sc3SnC,498.71388600000006
BaP2Pb,226.987331
CaSn(BO3)2,1215.184671
UC2,1314.877904
USiAu,314.277052
Cd(RhO2)2,599.829907
BeInMo2,392.483762
BeSnAs,225.396052
Fe2As,269.08625
CaBeGe,337.3954740000001
KAs4IO6,749.564066
LiAsO3,741.573742
Ba2NCl,406.572821
SrZnF4,466.407788
NdTeF,269.73941
VGePt,276.1389
PH6(NO)2,3430.6327020000012
Al5CuSe8,379.92781
MnAu,123.16126000000001
Rb2MnF6,619.719945
HfBeBi,326.072472
MoP2,509.879779
Th(MnGe)2,270.674402
NaClO4,1077.192898
Be2RhPb,374.981682
Mg(HO)2,3717.8725270000004
ScGaCo2,301.29823799999997
Na2CrF4,517.756344
Be2CrIn,484.77014699999995
MgBeIn,338.830734
HoHSe,1112.2859349999999
KBaV4,349.53583100000014
BaC,214.18330899999998
P3N5,1153.763137
BeCuPd2,237.328677
LiVO2,632.495307
Ca4Sb2O,352.209949
BeIr2Se,184.011617
RbMnAs,271.604607
RbYbS2,214.887548
TiFe2Sn,294.6860470000001
Rb2CoI4,187.520723
NdCo5,236.79903399999998
WN2,905.979116
BaSiO3,508.25838600000003
Ba2Sn3O7,661.791918
Er2TlCd,134.263729
CaTiO3,583.8900179999998
LiNd2Ru,308.61976699999997
Rb8PO3,230.517731
Sr2BeP,291.120789
BeCr2Cd,468.05721500000004
Sr3N2,324.4505680000001
Be2FeIr,412.722404
BaMnCl2,163.199729
Ca4ScBe,298.480885
Tm6CoBi2,158.37354299999996
LuN,488.102196
CoSbO4,746.506832
Li3FeP2HO8,1531.486548
Ho(CoSi)2,405.305205
FeSn2(CN)6,2166.870347
Ba3BiAs,150.31573899999995
KBaV,101.88980500000001
Sm(CoB)2,587.688888
Zn(CrSe2)2,230.66052799999997
BaSnW2,203.506295
BeV2Tc,470.98249000000004
SrTiN2,808.213256
TbAgHg2,131.410224
CuPtF6,556.455731
Rb2S3,431.674413
MnBeFe2,472.62359699999996
HoPt3,161.716502
Ca(NO3)2,1439.557007
TiZnF4,407.508624
CaCrO2,467.158084
Fe2CoGe,263.460435
CrFe2Sn,252.800896
TiCdF6,693.3290139999997
InP,251.259847
MoW2(SeS2)2,446.16224800000003
ZnSiNiO5,912.119824
CaBe2Ge,384.800703
Ta3B4,742.696109
ZnAsAu,169.27004499999995
Al2O,178.40375500000005
Er(MnSi)2,420.327213
BeSbBr2,132.680655
ScInIr2,282.892744
BeCrP2,414.084335
Ho2CuRh,142.425787
BeCo2Te,345.019459
BaGeBi2,132.957628
MoWSe3S,436.68837199999996
KLiS,401.908438
LiGa2Ir,364.803035
RbLiCrO4,968.051282
Ba2MgMn,154.679351
Na2PdF4,532.3509339999998
Hg2SO4,1122.946781
IrO2,729.9979910000003
GaMo3,270.620271
Sr2FeO4,545.878254
Ta2AgF2,707.5406780000003
Ca2BeBr,312.49973
MoO3,994.232266
ScCoTe,259.925803
KNaTiO3,832.9380219999997
NiB,784.290594
BeV2Se,397.509802
Rb2HfF6,581.848019
Mg2BeFe,368.831976
NbTlBr4O,652.221207
Hf2RuRh,178.718065
Ca2GeO4,880.838945
HfSiRh,372.198926
BaLiTi2,321.88802799999996
BaMnCO3F2,1413.648207
RbTbSe2,194.53780600000002
HfZn2,278.05584300000004
USb2Ru,197.415105
K2BaCdSb2,148.991362
GePd2,225.13579
KCBr(NO2)2,1412.106036
Mn3SnC,587.583249
SeS2(NO)2,1144.1398769999996
Ba2TiCl,104.90934299999999
Mg(MoO2)4,706.653018
MgCo3C,600.383229
Fe(Sb2O)2,791.705362
K(CoS)2,314.8126759999999
SmRe3,206.539199
SiSnO3,575.6223570000002
Ba4InIr,167.214488
IO2F,796.7022509999997
CrGaFe2,299.963257
BaSr2Mg(SiO4)2,982.1362439999999
DyTe,150.445373
In2Au,134.933827
LiCaF3,574.892972
Na2TlSb,177.50393799999995
LiY2Ru,342.225102
TiFeO4,618.6123230000002
BaBeCl2,219.95702599999998
MnSbRu2,245.759896
BeCu2Br,241.793413
MgB2,695.3489549999997
PmTm3,99.706014
TiIr,167.07195
MnIr,142.874028
MgZrBe,408.73610299999996
BaAl2,230.804502
YbGeO3,745.100942
NdB6,1276.379188
Li3BrO,458.75750999999997
Ba(P2Pd)2,454.143475
Li2NdAl,336.907219
Al3V,349.85558100000014
KRb2CrF6,540.578759
BeCoBr2,151.17536299999998
HoCo5,265.845016
AlTlO2,975.812642
TlN3,2076.260511
Be(BC)2,1241.977782
Sc2AlRu,336.737794
Rb3ClO,213.55435400000002
Hf2Ni,222.33332400000003
KZnAs,229.832708
PdAuO2,562.049005
BePtBr2,164.936524
UGe3,191.780444
Rb3H5Pd,1839.9533620000002
NaScO2,614.006296
KTaO3,525.4413400000002
Rb3Sm,73.18006
Nb2CoS4,403.407331
MnAu4,155.687428
Li3FeO4,603.934017
SbIrS,339.192642
DyPd,104.839897
Rb2NaTlF6,472.444136
K2CO3,1394.692596
MgMnBe2,523.7141330000002
LiSO3F,1315.384923
Na2SO3,929.2931679999999
KCoAs,202.570336
CeNbO4,659.4942580000002
Si2TcOs,375.116498
Mn2B,600.8181860000002
NbCrGe,325.8467080000001
Nb3Si,275.689934
SmInRh2,173.97463100000004
HgC2(SN)2,2121.448722
Hf2CoIr,166.94728700000005
Ti2CoIr,308.11028999999996
MnGeRh2,188.294337
BeCo2Bi,331.62595
Nd2Cd2O5,648.69516
MgPbO3,613.610623
Li8HfO6,728.597924
Sb2O5,777.605839
MnAu2,159.84232
MgAl2Cu,308.424198
SmP5,474.102354
MgU,301.855202
SmNbO4,798.009907
Ce(SiRh)2,399.563289
ThSnI6,158.59873000000005
Mn2ZnAs2,264.70374300000003
MgPPt5,315.130636
Ba2ScCd,122.41273899999999
Zr(SiNi)2,476.66191900000007
NpB2,780.3081129999997
TiP2O7,1246.6155529999999
InHO2,1451.57577
VZnSF5,601.382671
Lu3SnC,445.31755
RbTmS2,290.147892
Li2PbAu,306.372179
Ti2AlFe,356.37446600000015
NaBeCl2,269.648766
K3GeS3,390.36402400000003
BaSbPt,166.78628
RbTe6,141.593976
Sm2PbS4,292.005115
