pretty_comp,p_Seebeck
Y(NiO2)2,-7.790615767
Ho2Ru2O7,33.657016
MgTiO2,9.03878837
SrMgSi,172.92131669999995
Tm2CuRu,-3.3999669000000003
TiOs,7.0334399
Sr2InF7,469.1507567
KScF4,482.5452267
YTiSi,-9.870741333
TaFeP,-1.2118109
CrO2,8.429095
MgBiAsO6,173.85209469999995
MgAlIr2,4.3070535
Li4Fe2Cu3,-6.6042234
Hg3AsS4Br,324.8251067
LaVO3,7.519901299999999
KTlO2,471.8929167
SbI3(BrCl3)2,321.80263
Ca5MnO6,401.8003167
ErCu,9.1623084
SiTc3,2.855886
YTmO3,334.18846
Sn3(PO)4,316.0397867000001
ReRuCl2,0.2901711
LiVGeO5,303.2212933
Dy(MnGe)2,20.422857
K4I2O,335.0789767
Ba(AgS)2,296.2684833
Er(CuSi)2,16.17866367
Tl(CuSe)2,21.78802033
NaHCO2,451.26814670000016
Hf(VH2)2,29.189145
Rb3Sn,25.490687
YbAu,-4.8615628
NdLuTl2,3.0036674
Nd(CoSi)2,11.72514233
HoGeAu,176.15193
SiSnO3,303.04187
MgSiO3,469.8087533
LiTiNiO4,5.942690333
LiGa5O8,499.10432
CaCoF6,37.99569733
Li5ReN4,396.48897
ScVFe,-1.6736071
SO2,290.88536
Ce3InC,25.101504
HfTc2Sn,12.607405
Dy2Mn2O7,355.32374
Ca2TiSbO6,8.061879667000001
ThZn2,18.75059933
Lu2AgRu,-2.2751446
K6MgO4,335.11818
Nd2AgIr,-2.844180867
BeSe,294.49612
USb2Ru,27.660199
TiFeCoGe,0.79993645
RbSr3,15.614574
U8FeS7,-4.79878698
Mn3Cd2O8,345.1911067
OsC2,48.36057667
ScAuO2,342.1434799999999
Tm2MgGe2,9.2582453
MnSbRu2,0.4585598
BaHgO2,460.4678367
Zn2CuIr,-6.230106
AgRuO3,22.323153
Ca2AlSbO5,370.6510267
Mn5CoO2,38.18544355
Ag2SnHgSe4,158.95605
Li7Si2Ni3O2,1.067791367
SmSiAg,9.781439333
PbCl4,437.0151
DyInPd2,10.116138
K3V3O8,29.26315833
Li2ZrF6,448.2263133
Tl3F,-4.937913267
ThCdAg2,4.5125806
SbPd,-7.060380900000001
SrGePt,18.816675
Dy2ZnRu,0.955954997
YMg2,-6.020016533
RhF3,337.4789333
MgBeAl4O8,416.7143833
NiN,5.562193333
RuPbO3,0.1017904
Cr3PtN,-5.3373081
CeRh2,7.4019181
YbI2,253.5625833
DyAlNi,-4.574724233
PaP3,-3.892337333
Mg3V2O8,435.7457333
PmNi2Sn,-5.5123231
Zr2Ag,-2.5612858
LiZrO2,-4.846275767
TmBRh3,31.5834
Na3ScSi2O7,314.0290833
RbSm2CuS4,290.6880233
PrBPd3,-8.665327699999999
Mn3Hg,15.984561
Ba2CuClO2,471.5001033
HC,260.6512533
Pm2CoIr,3.912876833
Li2TlBi,297.27987
LiFeAsO4,5.843025
SiB,8.138117333
TiPd,10.294886
LiZn,-1.6025371330000002
Y2HfO5,417.07788
TbSi2,-7.033060167
Nb4VO2,81.17301067
TbCo5,8.770655332999999
SrBrF,447.65771
TiSe2,2.354914667
YbAsO4,36.73999133
KTb2CuS4,251.7301433
Li2SnIr,-7.8789972000000015
Lu2CdIn,5.2732468
Na3SbO3,419.99302
Pr(CdP)3,155.0225033
Zn(CN)2,455.4276567
YSn3,1.5953342
Pm2PtAu,13.466682
PmHgAu2,-1.2886282
Mn3Sb,28.152579
NaCa2In,10.722405
Bi4Te3,130.42336
KHo2CuS4,237.33504
Pr2TlAg,28.697873
LiDy3,-5.060859099999999
AuSe,33.8492588
Zn2Si3Pb4SO5,262.9626767
Ce(SnIr)2,41.590225
TmTaRu2,-7.4021761
Ta2SnO6,300.06531
BaMgSn,2.807639200000001
ZrAlCu2,-6.0691829
H5NF2,530.3318133
Nb2Te6I,298.0036067
CrAgO4,368.8524433
Tl3BSe3,231.50761
Cd(GaS2)2,381.8155133
HfCdCu2,2.7182782000000003
K2VCuSe4,292.0600667
Li5WNO4,344.75699330000015
Ho2TiO5,309.5399933
Th(SiNi)2,-7.219450467000001
TbB2C,29.75954833
PrSiO4,-0.822119
CdP2(HO)4,351.27361
NaNbO3,419.77067
KV5Se8,-3.139376
ZrN,-5.7173133
Na2FeO2,13.14717767
Er2Te5O3,262.8758067
Li3CoO2F,92.574524
Er2Mg,6.085245733
Rb3TaS4,317.77354330000014
SmAs3,1.5999014
TiH2C2(NF)6,293.8785667
Li2TlAg,-2.4402583
TmSeO3F,398.66086
ZnB8(H2N)4,12.469533
Pu3Sc,15.552693
NdRhO3,328.1158567
Tm3GaC,22.070535
PrCo5,6.472001067000001
TmSbPd2,-5.5011797
TePbO3,405.7916067
K(CoSe)2,-2.9820775530000003
NbSbRu,329.1266700000001
LiFeNiO4,20.0560899
BaYCrCuO5,22.66636033
TbTl3,20.591417
Na4I2O,455.19422
Dy2Zr2O7,356.25507000000016
Mg3TcH7,482.2756467
Li2MnOF2,340.4821933
NbCrGe,7.1666360000000005
In2NiS4,6.0704971
FeSO4,15.14663783
LiSiBi3O7,364.44641
Ce2Mo2C3,-5.808953067000001
Nb4O5,-7.0369928
Sc2MnSi,22.929269
Er5Sb3,-9.4679277
Rb2Li2GeO4,399.11402
Ta3Br7,308.82312
Er(VGa2)2,12.02902183
HfMnSi,0.5012042329999999
K2AlPCO7,413.7656
HfTaRe2,33.089532
ZnCu2SnSe4,74.60690600000002
Ti2CrTe4,20.070318
ScMo3O8,53.82607733
LiCo2(C2O)2,4.247175867
SmAu3,4.214674667
ErAgGe,-2.155827333
Nd(CoP)2,0.3725212
ZrBeCd,16.397531
Sc2AlSi2,-0.583058667
Na2GeO3,420.82141
NbVO4,2.505005077
SrLiP,303.17313
NdGeRh,1.4571604669999998
SiH,243.5561367
Ba2NdSbO6,414.70601
PaTe3,31.2727565
Rb2PtSe2,324.1072200000001
NiSO4,336.6126533000001
Li2CeAs2,400.8913933
TmPd3,3.7162228
Li5Ge4,45.89427133
Hf5Sc,-4.1187642
MnCo2Si,9.741895567
U(CrC)4,-6.436372267
Li3BiO3,378.12241
Li4CrO5,405.1927567
YHg,16.117666
NbRh3,7.6856293
HoBiO3,406.43287
Nd5AgSe8,303.4316867
Li5Cr2Fe5O2,46.374122
PrLuIn2,-1.0759421999999998
Cu2GeSe4,1.7945400669999998
CeCuSO,11.47936633
Li2MgHg,-0.55602605
ErIn5Co,-3.380511133
Rb3Tm,28.957492
Mg2BiPO6,450.28764
Mo3Ir,21.757775
Zn(InSe2)2,394.8943767
Ca5B3O9F,364.3462167
Hf3Tl,2.428015507
LiFe(CO3)2,338.7794567
Sr3MgIrO6,19.31378333
ScFe2,-5.676257832999999
Tm2O3,260.2251133
SbCl(OF3)2,507.3764167
ZnMo3,-0.98278482
MoCl3O,338.7745467
Ca2BN2F,204.3954833
InHgW2,5.863506932999999
Nd(SiPd)2,-7.7182879
NdC2,-7.794276400000001
RbTbSe2,245.89702000000003
Li3Re,17.525445
Na4UO5,410.6237233
YbCuSb,-6.274791099999999
ScSi7Ir3,10.67700397
RbNiF3,438.3369567
NaCSN,287.97569
K2S,539.20554
NdBiO4,387.44285
KSnSb,135.5208
PrYTl2,-0.81702589
Li5P(S2Cl)2,286.6542467
B2(CN2)3,285.9575200000001
ThBiTe,-9.083605513
CuO2F,4.417275333
Nd2Ni6Sn,37.065247
HPbIO,354.0266
Y2AgIr,2.8703181
Zr3N4,130.47777
HfN,-4.4814851
MnAl2O4,389.7987167
HoAl3,-0.09893845
Rb2NaErF6,478.72857
BaSi6N8O,402.57053
Ti(FeGe)6,10.9492764
K2PbO3,442.53287
U2Cu4As5,13.24588767
Rb3Ba,12.34596027
Nb2PC,-1.886634767
KSnAs,169.83186669999995
Tc3Pt,-0.4442105
CdAs,101.2248443
ZrPd2,-7.239407799999999
TmTa3,-8.376911900000001
GaCuSe2,270.5965933
CaGe2O5,377.57407
Ba2Mn3(SbO)2,-7.471006632999999
Ho2MgGe2,11.5004884
K2Sr(P2O)2,479.6728633
HfB6,5.1445715
Ce3(BN2)2,47.16361433
LiPd3,6.6125656
Li3Pt,4.304032767
V2O2F3,20.72419633
Li2CrP2O7,344.35262
Yb2HgGe,59.84442900000001
TmSi2Ni,3.467347503
PrOs2,40.367535
Pb2SO5,388.3944733
Sr2Si5N8,314.1080833000001
MgMn2O3,252.6766133
ZrMn2,18.86866367
YB4,-8.250777967000001
SrLi2Pb,10.253676
PrNi2,7.019421532999999
K2PdF4,566.00243
YNiSn,6.589275467
YAuO2,414.42464
Li3AuS2,224.19455
NdH3(CO2)3,466.8731933
SmBiAu2,21.732457
Sr2CoMoO6,61.053029
Pr(CoGe)2,3.8732952
Dy(CrGe)2,-3.862886967
MgTe,330.19364
Re3Ge,-7.665377667
CaV2O4,24.89748657
Li5Ti2Co5O2,53.90817033
Sm2SnS5,70.38686626
AlCo3C,19.676258
ZrS3,319.16037
Li(SiRh)2,4.728824267
B2Au,0.6840293000000001
Rb2CaH4,382.9258733
PaNi2Ge,5.860834
Ba2AlFe3O8,28.07243867
YSbO3,-2.8672616
Tm3Mg,2.454281833
SrMg2FeH8,479.43966
BiF5,522.2258032999998
FeCuC5N6O,397.8123433
Li4SiO4,370.2665367
Li3Mn8(O2F)2,34.786186
Ca5As3O2F,431.0639867
CuN,3.873060467
ZrP2(HO3)2,293.4149833
NiPS,25.618341
Rb2AgSbS4,348.3040467
ZnNi3Sb2,-9.584966032999999
Hf5ZnSb3,18.54846173
Nb3Os,-9.1697351
FeSe2,289.9546967
USb2,27.20592700000001
TmZn,4.4732982
Pm2ZnAg,13.713557000000002
BaMg2,9.4814807
SmBi2ClO4,336.4522733
NaMoO3,-3.68885
HgHClO4,410.7145967
OsN2,10.57627157
TlBi2,-6.876485933
Sm(BRu)2,1.307332333
Na3FeBAsO7,173.10771
ThSiO4,410.9354867
Mg2Cu3Si,3.5940399
FeH6SO6,479.5812533
TiFe2Sn,24.14307433
YFe5,3.7408517
NaAlAsO4F,346.49465
HfTl3,0.900170467
Ta2Be,34.19643967
Co2C,-8.042839433
NaAgO,392.9130967
CaSmCd2,-6.4137067000000005
USnPt,-4.919423767
Zr(MoO4)2,458.4850733
Zr2OsRu,-6.159803599999999
Fe(CoSe2)2,10.5492599
TiS2,-3.581263003
Cd(InS2)2,403.99271
ScCd,32.779364
Sr2CdIn,-3.2823291
BiBTe,16.557024
KHfCuS3,188.4162533
LiCe2HO3,17.007763
Ge2Pt,12.88818537
Mg3BeAl8O6,405.0172033
Li4MnO2F3,30.30946233
PrBRh3,28.511099
HoAs,8.804118800000003
NaPd2Pb,-7.974788
Ce2ZnPb,55.13004399999999
TiGaPd,2.063603867
In3Sb,26.014522
NaDyS2,320.60285330000005
TlF3,501.53309
Sr2CuO3,-6.7810717999999985
Sc2NiOs,38.382782
LuSiRu,28.63631927
VBiO3,-0.760960048
K2MnCl6,384.28144
TmP,-7.1670087
Cd5(S2Cl)2,406.1844767
NaCuO,376.02958
Pr(SbOs2)2,57.048706
Rb3AlO3,434.5859533
HoTaRu2,4.0237971
ScSi2,-9.020364133
NaTbSe2,284.08638
TlCu4S3,59.73100567
Cu2WS4,333.2058867
Li2MgCd,0.71612111
SrAsPt,21.76382567
Sc2TlTc,10.393887
MnAlPt,-6.780031267000001
Lu(FeGe)6,-0.296869433
Ti2Co,10.279417
NaYSe2,282.7355
Fe3Mo3N,1.4393359
SmBiPd2,0.38660436
MgSiIr2,-4.0068025999999985
NaSmSe2O7,297.3663433000001
Li2Fe(CoO3)2,-6.346621833
RbBr,420.85954
BaYCoCuO5,1.179635
NaSbSe2,209.9114233
Li7Mn(OF)3,377.61895
Mg2ZnPt,-3.3356348
Li2Ca,-9.0156615
K2PaF7,421.7722433
GeBi2O5,308.70188
K2Be2PbF8,419.3881333
H4NClO,414.1735967
Rb3Sb2Br9,245.69233
ZnAsPt5,13.27287143
PrCrSe3,84.36568367
K2TeI6,315.09728
LiPF6,567.3743333
Rb2O,501.57918
LuAs,9.6408449
MoRh3,5.702818333
AlOs,8.156024
AlBiBr6,391.50775
InAg3,-1.5197651
Ba2ZnN2,306.19303
CoMo,-8.246105199999999
Pd(PbCl3)2,320.0381799999999
ErAg(PSe3)2,357.32502
SrAl2,10.699704
Tb2Se3,205.91309
SiMo3,-7.9615365
As2Se3,229.3445067
NdMgZn2,-5.3448961
RbTbS2,281.8947467
NpPa3,30.80991400000001
InFeO3,4.857903333
Li2Ni(CO3)2,473.9087967
CS2NClO2,413.1303133
YNiF5,19.49388333
WBr6,354.1351933
LiHO2,22.294343
Sr3MgFe2S2O5,0.041455133
PrZn5,11.04715603
Sc2AlAg,25.882977
Ge2Sb2Te5,-1.788865
Mn2SnW,-9.680391333
LiFeP2HO8,227.4412633
SbIrS,288.8219
Er3(AlNi3)2,8.586536599999999
BaCa2I6,302.3441133
NaFeO2,-1.759132
CrCu2Si,-6.0601794999999985
YTl3,18.324659
GaH5(NF)2,456.31308
Ta3B4,-1.693633753
Ba2Nd2Co4O,3.157873
CdHgAsBr,285.7843533
K2NaNiF6,60.75721733
Pm2ZnOs,8.1775304
LiTbHg2,0.89727352
TlBiF4,321.6444733
Ba(PRh)2,-0.7524759
ZrP,-6.655656467000001
Y(FeB)2,-6.013475913
Mg3BH2O5F,505.32564
TmInPt,16.054466
I2O5,397.20101
MoN,-3.123943
BaTi2O5,300.55409
TlHgF3,327.9694267
DyGe,-7.864643833
IrBr3,372.10574
Bi2SeO5,310.4826067
Sc2MnGe,9.2728679
CePt2,23.55713733
Pb2SO5,388.5046933
KCaSiHO4,405.7738067
V5P3N,13.48698073
Dy(SiRu)2,-9.488457267000001
Rb3Pr,20.254768
LuRh2,19.045827
K4BeP2,411.99564
LiSn4Ru,-1.65500698
Li2CeSb2,55.11079117
ScHg3,13.23429507
LiAg2Sn,4.452659667
Li2PdAu,4.2824238
TlInSe2,154.3998667
Sb2S3,301.53491
K4NbAl2O20F,370.16743
SiTe2,1.984434043
Ba(AsRu)2,7.123968667000001
BaSiO3,278.64797000000004
FeCuO2,51.97523367
PrP5,46.16099000000001
Na5SbO5,495.92672000000016
MgScGa,94.95037867
Cr3Os,-1.8535944
Dy3MnB7,1.016918333
Tm2Mn2O7,358.32365
Li2GePd,-1.4811212669999998
Li3V4O8,29.073677000000004
Cu2S,145.4039433
Pm2InAg,46.60022967
BiF3,430.78416
SnHC2O3,260.0124
SmTmTl2,-4.045685267
PmSmHg2,17.992475
ScPdO3,25.292501
RbPb2Br5,366.84484
ZnPd,-5.542424367000001
NaSr4(BN2)3,264.59747000000004
Na4Bi2O5,284.2957633
Yb2MnS4,-3.1726808330000003
Tl2Te3O7,342.7437833
Li3Mn4O8,-5.881216367
Sm4Bi3,-1.261949833
Rb2PdCl6,379.48574
Tl3Fe,17.301268
K2AgAs,382.4180567
Bi4Te7Pb,174.8684033
HfFeP,-9.868728703
CaPmRh2,-4.290065599999998
LiYb2Pd,-8.2471134
K2Si3SnO9,398.3017333
V2O3,28.59927267
ZnH2SO5,370.37695
CeCo2B2C,12.23608958
Rb2SnI6,82.72367133
Nd2Ti2O7,364.55875
ErB2Ru3,-4.774374013
ThSe,-2.451636367
BaPr2ZnS5,204.47079330000003
BaTeO3,349.1537033
IrCl3,431.2797933
CdInS2,2.947992733
TaTe5Pt,11.4608943
BaMnF4,349.86695330000015
Ga4SiO8,355.3124233
TmBi2BrO4,277.98098
Sm2CdPd2,-2.453534547
Sr2CuTeO6,151.2511667
Li2Cr2O7,406.28081
PBr7,410.2630833
FeO2,34.9611481
Li4HN,421.9716167
YAl4Ni,19.17370633
Sm2ZnS4,323.9311933
KYGeS4,308.3646233
DyMgZn2,-3.164287
Ba(NiP)2,-5.981932382999999
SbI3Cl8,306.7411533
LiCa2Hg,15.428657
Sm2RuAu,-7.4034898
TiZnPd2,22.203192
TiCo2Sn,10.82571033
Li3MnF5,415.3681667
UGa5Co,32.28777933
Ce(AlGe)2,43.25091037
LiPd,-0.058663891
TaBe2,32.290175
HoAs,-9.358606833
Sr3(AlP2)2,154.16978
Li2FeSiO5,14.84689133
Sr4S3O,378.3628
K5Pb24,27.507563
MgV3O7,482.62289
SrAu2,-7.4225137
ErMg3,-4.242628599999999
HfMgO3,442.6465
K2SiAs2,234.10941
RbLi(H2N)2,379.1616933
HoN,208.01466
MnAlGe,-1.854769667
Sm2ReC2,-8.046013667
ZnS,304.11739
BaCu3O4,-3.404078333
SiB3,358.49319330000014
Dy2CuRu,-6.0964589999999985
HNO,366.9779933
TbBi5O9,309.2614433
Mn3CoO8,19.021858
PrZnGa,3.678651667
CaMgNi4,-8.4005955
InGe3,-5.3209728
SrGe2,58.281987
Ca2CdPb,10.875484
YAsO4,432.7942133
LuPaTc2,-5.0580541
Nb2Co3Si,36.59036633
Li3SbO4,435.17354000000006
BSe2Cl,16.178798999999998
Th7Te2,19.314964
Y(BO2)3,369.0934867
SnHgO3,2.4120129
PaSe3,18.56371267
HgHOF,398.63202
Zn3(InS3)2,50.50627667
Dy3TaO7,298.85439
SrF2,375.4399567
Mo6PbS8,16.98185867
BaGeF6,352.0007667
CrAuS2,298.1455033000001
C3NClO4,497.42841
PrBPt4,13.10372334
Yb2CuIr,-5.9996489
NaPaO3,341.47196
Nd(BIr)4,-9.198548667
LiHoS2,269.0121
Sn(SeO3)2,473.70587
LuThRu2,11.344317
Na3Sr3GaP4,213.61694
BeTcSe,-9.661189
Rb4SnO3,341.9524433
Ta2Hg3SO4,279.1660867
LuInPd2,7.233416167000001
MgMoH2O5,432.05602000000016
Li4FeO3,322.6114333
Er2CuO4,43.87797857
CuSiO3,153.593766
Be3Cd4Si3TeO2,454.16602
Dy2Te5O3,263.12247
SmYMg2,-2.2405885
Ba3Ta2CdO9,438.6435733
LaScSi,-7.864568032999999
LuNiPb,14.5653888
Mg2Mn2O5,18.124058
Er2RuRh,12.659382
Ta(TeCl3)2,281.4552867
KErS2,269.11607000000004
Ce2SO2,11.47396537
KAg2SbS4,159.20598
PmBiPd2,0.43380184
RbTi5Se8,18.74529433
Li2Ni3TeO8,87.61619533
KLi6BiO6,393.5335067
Sr2B4Rh5,19.26096433
Na3Nd,8.596706667000001
Na3YCl6,466.9072033
Sr2CdPb,16.288394
YbH3Pd,3.474151
Li2Fe2CoO6,13.30486367
NaCdO2,57.12702967
Sm(SiRh)2,10.7106115
PCl5,405.5373367
Ba4As2O,283.4527233
Lu4Ge6Rh7,6.852121133
Pb2Au,0.248055133
HgI2,395.7253733
PdCl2,422.9770233
LiHf,1.691060767
Ba2HoTaO6,411.55084
Dy2PdRu,31.763103000000005
Li2YbPb,8.7549205
Co(GeO3)2,46.356138
Ti5Te4,-0.945180667
HoS2,10.79321012
NdCuO2,473.99393
Tm2Te5O3,263.3607067
Mn2Nb,-5.488839757
NaNbS2,157.26655669999997
K2SeBr6,364.36391
Li2ZnGeO4,433.0732233
AgCO3,18.19516233
TlAsPd5,2.053731333
Nd3NbO7,333.2416867
LiHoO2,414.30467
Ge2SbO6,22.33945733
ZrZnNi4,6.874169133
LiNdGeO4,353.95918670000015
Ce(SiIr)2,29.97599967
Y2Ti2O7,360.34468
LiHF2,494.06663
TaMnRu2,-4.1722068
BSF7,490.73659
YTmAl2,11.481543
K2Sn(HO)6,462.8418067
Pb(ClO3)2,351.1221967
Ba(TeO3)2,366.19049
K2NaAlP2,349.21992
Li3Fe3(OF)4,44.81957287
NdZnAu2,3.417573167
MgBr2,304.23782
Tm2IrOs,8.8971108
MgCdAg2,0.912004163
UNCl,9.021724667
PrDyZn2,8.654705900000002
YP5,175.78748000000004
SrBrF,447.6601633
LiBeP,248.7179167
PmBi3,0.281167297
Lu(HO)3,424.91342
HfVF6,58.947819
Dy2O3,36.169988
Tb6Br7,-5.473659667000001
KAs2F7,413.62537
SnH8(CI)4,389.6015267
Tb(GeRh)2,16.71912467
SiH4,375.5588433
Ba2LiReN4,378.82586
MgAlAg2,4.1256182
Mn2FeO3,14.50546627
Rb2InGaF6,368.00169
GeF4,495.35783
Ti2GeC,-9.199157493
KAuS5,326.5642233
Cr2GeC,26.243125
LiDy2Tc,29.001305
Rb2NaGaF6,485.18289
HfHgO3,-2.5264656000000003
Pm3Sn,8.3602708
LiPaRu2,-0.43966691
HoRh,4.248461
HoAl7Au3,18.51229533
Y(SiIr)2,9.7454105
NbPbS2,20.62986287
AlZnIr2,5.0859478
ThSe2,241.9559733
BaTiO3,29.05687193
FeIr3,-0.54275132
Mg3Ir,0.4103644
ScAlPt2,2.3172647
LiBH,35.6157828
ZrGa3,6.9453777999999975
Ag2Hg7(P4I3)2,235.5380967
ZrSn2,4.7060646
YbAsPd,11.5007066
TmCdAu2,0.503482523
La(SiNi)2,-9.212470067
LiLuO2,417.6610033
Sr3Hg2,-5.438890933
Na2CeO3,307.0751
LiCa2Al,28.917562
LiNi(CO3)2,322.7257667
MgTi2S5,114.5579733
SmP5,99.22262733
Cr2As,-3.194072
RbSbBrF3,373.4058767
Na2SiF6,537.4791267
Li5NCl2,405.6273767
Na2Zn2Se3,284.5984767
ScS2,26.149485
NbGaCo2,16.806726
Tl2(IO3)3,302.22295330000014
BaCeO3,423.25423
CoSe2O5,9.189664667
Li2VCoO5,5.075620433
Er2AgIr,1.5115997
YCuAs2,3.998430667
SiBPb,-9.1414537
SrAgO2,-5.090926833
Mg2Pd,3.249928833
Li4Fe5,11.63074067
Zn2BiSbO6,293.60018
BaEr2F8,402.4060133
Nd2Te4O,310.95171
Mn(ReO4)2,71.26910933
Zr2Sb,9.809806833
NaCu,-2.6004828
NiH4C2(S2N)2,384.9438
Hg3(ClO)2,320.2126833000001
BaCoS2,29.361265000000003
Zn(FeO2)2,-4.681600867
TaNiB2,7.263072867000001
CoH6(SeO4)2,339.6526733
SmErTl2,-5.293474099999999
BiSbO3,250.6283567
LiTlPHO3,409.1236733
TaBi3O7,235.62001
PrGe3,8.5231773
CdPd5Se,13.59807333
Ta2Sn2O7,414.19772
Ba4LiCuC2,283.21308
MgCuP,162.98102
Sr2Ta2O7,412.6131067
Li3Cr3CoO8,25.3865051
VOF2,-5.5157254
Na3DyCl6,390.3723233
LiCu3F7,55.52104133
BaPb2IF5,299.75457
Li2FeCo3O8,30.15926
Na2AlPCO7,455.68165
Zn2Fe3O8,42.59165167
HoSnRh,-7.2644118
Mg2H2O3,367.90779
SnPd3,68.27437900000001
YbInPd,1.6323932330000002
PbSe2,-1.341688667
Li2MnOF3,10.81988873
As2Rh,250.6659667
H2C,395.55406
RbZn4P3,218.9452067
Nd(Fe2Sb)2,97.573381
AgCNO,307.2611333
ScSn,65.111423
Na2CuSbS3,369.0698067
TiRu,6.8343054999999975
DyClO,405.83632
HfGaNi2,-1.780081367
Li2MgSi,215.94521
Pr2ZnHg,-0.50828071
Al2S3O2,424.3844767
Li5(CoO3)2,271.3615333
UBr3,36.56398667
BaHo2PdO5,418.55751
Cu2HgI4,355.60733
Li4Mn2Nb3Cr3O6,-5.044005667
SiCN,4.840492067
NaYbSe2,27.65271467
PbS,53.222069
Rb2VCuS4,337.1016
Ti2NiSe4,16.079618300000003
Th(CrGe)2,0.112964767
BaH4(IO)2,301.44494669999995
CoPHO5,9.803778673
SrCaO2,437.1589467
LuSnRu2,18.641034
Rb2WBr6,11.042354
ScOF,341.4303067
NaMgAs,316.7750067
Na2Cd(SO4)2,364.7700867
Ti4ZnO9,453.3002233
Ba2PrIrO6,18.845353
Li2Al2FeO6,-8.012852333
Nd3TlC,12.427944
Rb2H2C2O5,422.5226567
PrS,-7.535163532999999
Nd(BC)2,-9.207606333
Sr3P2,171.47431
Ba2DyNbO6,414.66488
Tb(CuGe)2,16.49373567
Si2CN4,433.1119567
Th(AsOs2)2,113.96949
P2Pd3S8,353.91208670000015
BaLaMn2O6,-6.8310045
Li2TlPt,-5.3278299
Rb3LuO3,435.14165
Li5V5(CoO)2,-2.587785
BaTh3,4.771199633
Nd4S3NCl3,342.5640167
Ba2PrPtO6,84.02734667
Ca2HfO4,449.8170567
URh3,47.318293
CuCl,391.96037
HfTe2,3.400637667
HoTlTe2,74.590911
IF7,479.7352733
Al2CdS4,353.63847000000015
TaInSe2,9.188797067000001
KP(HO2)2,477.0140467
Si3N2,100.87783
PrS3,8.740252
LiSnPCO7,432.21687
PrC2,-8.367158767000001
YAlPd,0.433087293
Li2ZrO3,432.3217267
PaCl5,427.8281567
RbScO2,448.4297467
TiFe2Sb,-7.244711099999999
VF5,486.8511533
VCrO3,13.94463367
YbSiPt2,5.1579402000000005
Li5Cu(PO4)2,408.2463467
Hf(TlTe)4,190.0200633
KSbF6,474.0833233
DyS2,7.061745467000001
HgBr,317.5100267
As2O3,267.0242067
KCoO2,-8.455798233
MgSnAu,4.276149167
HoCo3Cu2,9.878052667
TbTe2,-9.620734053
CeSn3,21.099974
Hf2OsPd,-4.5665974
IrPbBr,22.347208
LiHfPt2,-0.64997509
K6CoS4,245.26463
Lu6Sb2Mo,4.851125333
MgV4O8,16.97038587
CrB,-5.3521805
LiSbTe2WO2,421.1669167
NaClO4,456.1281633
YbGaPd2,-8.099689900000001
K2AgSb,380.78564
Rb2PdBr6,350.15631
BaAl4S7,280.29446
Si2O5,372.5796067
Sr2HfO4,363.25759
Sm3Si,34.32012277
H4BrN,465.42258
TlFeS2,1.420768567
Y3Th,10.6496408
CaC2,403.1898633
Li2InPt,-6.433175332999999
Rb3PS4,347.58311000000015
BeSiAs2,224.2571667
Sm5Ga3,28.856776
Cr3SnN,23.967224
TlF,356.43894
Bi2SO2,439.7590233
KMnBi,0.12586033300000002
Tm2AgOs,-2.1075031
CdHg4C6S6(Br2N3)2,298.06497
AlInCl4,315.5680333
NbGaNi2,6.435663967000001
V3As,19.922691
KBiO2,278.0403367
Er2Mg3Ru,9.586629667
B2S2O9,411.85961
YbBiAu,12.708422
MgSO4,373.09346
HgSe,342.0235367
ThSO,271.52978
SrLiNb2O6F,295.9071167
ReSeCl,258.61954330000003
TmN,213.41239
Dy2Pb2O7,396.5098
HfAl2,-3.72554257
In2GaBiS6,317.6450167
ScGe,-1.238160267
SmP,-7.430552532999999
Ba2Cu3(ClO2)2,8.253886267
BeH2,361.7292633
ZnSnO3,11.770116
TmBrO,351.78285
NaLuO2,469.8660767
SmHo3,12.29069613
Er2Re2Si2C,-8.550925933
LiLu2In,4.8268175000000015
RbSb,234.90985
YH2,-2.1032127
Ca(GePd)2,-2.81802067
BiBrO,422.01209000000006
TlBCl2,374.86815
NbTc2Ge,25.784736
USb,0.909994783
Cr2F5,-0.289182
Rb3TiF7,443.57605
Tl2Ni(CN)4,340.6185867
CaYHg2,-3.0652452
Sr(As2Rh3)2,22.12745647
Tl2SiNi,5.3894543
Na5Pb4,101.03096
V3Sb2,15.82539773
CaSiO3,382.50601
MnI2,330.02897
CaLaCd2,-3.9919527
Lu2AgOs,-0.42285299
MnS2(NO2)4,326.5437633
Lu(SiPd)2,-8.213555067
Li2CeN2,281.46051
YTh4,97.75321533
Ca(BH4)2,293.42443
YMgPd,-2.5304258
LiAlSi,211.40976
ScSn3,-2.114829833
KTlO,328.1669867
FeCl,-6.9895822
Ca(BeN)2,400.4125533
ThAsS,0.695261667
NaZnF3,403.89774
YbTl2Cd,40.897756
Sb3O7F,5.204176033
Ho3AlC,17.856876
HoGeRh,-0.7564078329999999
SrS,286.76866
CuRhO2,371.2576267
Fe4O5F3,18.34030733
YbH2ClO2,92.2672236
HgO2,290.3600133
Cr3Cu,3.0139857000000005
MgTiO3,422.95325
ErInPd2,9.045106067
Er2InAg,5.025825900000001
K2Li4Zr3O4,400.07141
Ca(FeN)2,-2.053978667
ZrAsRu,36.34047533
Mg2Sn2O5,391.7780133
BaAgAs,98.707988
Nd3Mg,-3.7727427
NaLaSe2,352.71484330000015
