pretty_comp,ehull
Ba4SnRh,0.5112882423333333
Ba4GeSb,0.13173647166666666
BeFeRh2,0.16228199999999982
K2NaAlP2,7.333333333248149e-06
InPd3,0.020159649999999862
ScBe2Zn,0.2582185749999999
K2S,2.6666666665953187e-06
Ti2BRh6,0.0
Sn5O6,0.007515727272727091
Ga3Ni2,0.0
LuCuSi,0.0
BH3,0.0
Nb2Tl2O7,0.0
K2NaFeO3,0.0
FeCo3(P2O3)2,0.0
Er(FeB)2,0.0
RbNdTe2,0.0
CaMg,0.0029775250000000364
KGaAs2O7,0.0
ScTaO4,0.0
NdAlO3,0.023202799999997303
BeTl2Cu,0.2862286825
Ba2TlCd,9.499999999995623e-06
SiH8C2N8(OF3)2,0.0
Pd3Pb,0.0
YPb2,0.0
Bi2TeSe2,0.0
UCoB4,0.0
UC2,0.0
GaPd2,0.0
LiTiIr2,0.0
Si3Ag3(SnP3)2,0.0
HfTc,0.0
NClO6,0.12363785218750012
BeCuBr,0.410369765
Li4CO4,0.05432116666666609
Ce(AlZn)2,0.0
Li3Ti(PO4)2,0.006855714285713965
HfFe2As,0.0
Ba4CaGe,0.6818033641666668
DyAgSn,0.0
Ba2BiMo,0.3892955600000001
CuAu,6.191500000000266e-05
BeIrW,0.07121056666666536
GaCuS2,0.17548235
SrBiIO2,0.0
Pd3PbC,0.201441784
Zr2OsPd,0.32307542499999986
InPO4,0.00752749999999569
MgBe2In,0.46876318
In2Se3,0.24836974
Li2V2S5,0.013740513580247526
Te2OsCl2,0.0
Ba4TeOs,0.6697151411111112
Na2LiGaAs2,0.0
KZnSb,0.013805236666666665
BeNbBr2,0.7035386775000001
Sr3Co(CN)3,0.0
ThAl,0.017822900000000086
Mn(SbS2)2,0.0
Tl3F,0.2766037075000001
Li5FeF8,0.0
Ba2H6Pt,0.0
YCuF5,0.0
Ti2AsOs,0.0
Ce(NiSn)2,0.0
Ba4TiTl,0.7292305188888888
Ca5As3,0.0
PrSe2,0.01509958333333383
Ta2VZn2O8,0.0
DySI,0.0
Ti2CoRe,0.0
Ba2ErSbO6,0.0
YbAgSn,0.0
CaSnO2,0.24017302499999985
Th2Zn,0.0
MgSO4,0.007024166666666609
BCl2,0.08736280092592619
ZrScCd2,0.34310398749999993
Ba4ZrSe,0.9516598288888888
HoRh,0.0
SmSb,0.0
Dy(FeGe)2,0.0
NClO,0.017035605833333634
BeCuBr,0.11994095166666667
YN,0.9223524999999996
Ti2AlV,0.0
SrLaZr2,0.5674293275000002
Re2PtRh,0.5352503500000001
ScTlTe2,0.0
AlICl6,0.0
UIr2,0.01939022222222242
KNaTe,0.0
Be2RuAu,0.0
NaP,0.0
KBeIn2,0.396616385
BeSb2Cl,0.08208604187500003
LiHfBe2,0.20706828749999984
ZnAgAs,0.058514723333333074
Li4Cr3Co3(NiO3)2,0.0
CuSnRh2,0.0
CdSiP2,0.0
Ti2AlO4,0.0
TmSnRu2,0.0
Y2RuRh,0.0
Er3P4Pd7,0.0
NdBrO2,0.14249524999999966
YMgAu2,0.0
PdI2,0.0
Mg(MnS2)2,0.007735428571428394
BaSi3SnO9,0.0
YSbPd2,0.0
LiMoO2,0.14204595749999527
Na2Se,0.0
Fe5(OF2)4,0.0
BaV2P,0.7325819675000003
SmLuTl2,0.0
ZrI4,0.0
TbMgAu2,0.0
Mn3Fe,0.06408755603448224
RbSrCO3F,0.0
Ba2YMn,0.6267450578448275
MgAsIr2,0.4329704416666669
HoAsPd,0.0
Li7OsO6,0.0
K2Ge2Pb2O7,0.0
Pr3Co,0.0
KYSn,0.0
CaMoF6,0.0
Ti3Rh5,0.0
HfCuSi,0.0
LiMgBi,0.0
VSbRh,0.0
Cu2SiSe3,0.0
LiSm2IrO6,0.0
Sm(NiBi)2,0.0
Li2O2,0.3627096249999999
KLiSO4,0.0
Ho2InAg,0.0
Ba4FeCl,0.7156883495833333
MgAsPt5,0.0
Mn2Fe3(CoO2)3,0.0
LiZnO2,0.0
NaEr3,0.3008479499999997
Tm2NiIr,0.0
SmSI,0.0
Tb(Al2Fe)4,0.0
HoPO4,0.0
BaCuBi,0.8374507433333334
BaCSNCl,0.0
NdGeAu,0.0
Ba(CrAs)2,0.0
Ca4Sb2O,0.0
BaTl2O4,0.02547246428571404
Zn(CoN)2,0.3906193400000002
NaErS2,0.0
TbSnPt,0.0
Sn5(BIr3)2,0.0
LaF3,0.0
Ba2AsBr,0.0
Cr3Ga,0.0
CrAgS2,0.0
Li3Fe(BO3)2,0.0
BaCaCd,0.28969537999999995
ScCuS2,0.0
Pm2ZnPb,0.0
RbDyO3,0.27279949999999875
Li7NbO6,0.0
BaBeGa,0.7534186549999998
Ge3B,0.6024856083333334
Y2BeGe,0.3263181125000001
Be2Ag,0.037441236666666766
SrNb6O6,0.0
SrCuP,0.0
CeCdAg2,0.0
Be2NbCr,0.0934987500000002
Ho2CuO4,0.014712285714286287
Co(MoS2)2,0.0
Be2SbCl,0.06840171687499996
ZrSiRu,0.0
P4S5,0.0037412222222226173
BaNa2Mg,0.066465055
TaH2,0.0
NdVGe3,0.0
ZrSi,0.8573757500000001
NdSnAu,5.999999999950489e-06
Mn2OF4,0.387316285714288
ZrBe2Hg,0.16089482499999996
Ca4ScBe,0.7569360666666666
K2BeGe,0.33420183499999995
LiYS2,0.07389950000000045
PmInAg2,0.0
ScGaRu2,0.0
Be2NbV,0.020742199999999933
ThFe5,0.0
U2W2C3,0.0
Ba4SiSn,0.3551434133333332
YbNi4Au,0.0
ScHCl,0.0
BaGe2Cl,0.3286290275
PrBPd3,0.0
Li4Fe2Cu3,0.0
KI,0.04110709999999995
HfBe2Ru,0.20430177500000024
Ba3Ag2,0.0
SiS,0.1209608999999996
Mg2AgRh,0.0
CeGeAu,0.14582016666666675
TbZn2,0.0
LiAsH2OF6,0.0
Sr2CoMoO6,0.0
LaAuO2,0.0
LiPaPt2,0.0
YbBiPd2,0.0
VFeCoGe,0.0
KBaMn2,0.9113748131896552
Er2O3,0.05215830000000121
Tl2Pt2O7,0.0
Na2LiN,0.06401388750000025
Ba2ScCd,0.1112231525
K4CO4,0.07891911111111094
TiAsPd2,0.0
NiMoP,0.0
SrBeTc2,0.7487853524999997
Sr3MgFe2S2O5,0.0
Be2TlSe,0.5221641249999999
KHF2,0.0
K2MnSe2,0.0
CaMn2(Si2O)2,0.0
BaMg2FeH8,0.0
ZnH4(ClO3)2,0.0
Dy3CuGeSe7,0.0
As2Se3,0.0
BeVOs2,0.0
GaFeIr2,0.0
Tm2AgIr,0.0
SbRh,0.0
BaNaMn,0.95015037045977
SrZnF4,0.0
Sc2GaRu,0.0
BaCdSn,0.3997656133333334
Cd(CO2)2,0.0
YI3,0.0
Ca(CdP)2,0.0
MgMnRh2,0.0
TbGe,0.0
Tl(CuO)2,0.0
Ho2ZnIn,0.0
ZrCo,6.5000000004644676e-06
Ba4CaTa,0.9739016999999998
Ce2SO2,0.0
TlHg(NO2)3,0.5435812681818173
Nd3Tl,0.0
ErCo3,0.0
LiY(CuP)2,0.0
NdCoC2,0.0
In2CuO4,0.0
PH6(NO)2,0.0
YbGaPd2,0.0
MgMnBe2,0.12001187284482785
NaS2,0.0
NdNiO2,0.10036204999999933
ScGaPt2,0.0
Co3NiO8,0.02103750000000026
Ba2SrIrO6,0.0
ZrCl2,0.0
BeCdTc,0.4087728833333333
CoSb2Br2O3,0.0
BaGeF6,0.0
BeZnCl,0.0
V3B4,0.0
Sm2Mn2O7,0.0
Nd3Cu3Sb4,0.0
ZnCu(GeO3)2,0.0
SrN6,0.043379357142857344
ZnSnP2,0.0
BaSnTe,0.2843502407407401
LiNbO2,0.0
TaMnBe2,0.040503660344827004
PdCl2,0.03416798333333326
Ca3Co2Ge3O2,0.0
Xe(OF)2,0.4836593130000002
Al3Te3I,0.0
HoGa5Co,0.0
BeTc2Bi,0.2682376
ThCoSi,0.0
KLiBeF4,0.0
PuIn,4.999999996257998e-07
BaLaTi4,0.5357032172222222
K3SbSe3,0.0
Zr3N2O3,0.0571262499999996
BeHg4Pd,0.8507511000000004
Sr2LiCoN2,0.0
Li3AlF6,0.0
HgC2(SN)2,0.3288356174603182
Be2VSn,0.3408744500000003
HfBeSi2,0.7453112749999997
AgSbS2,0.06412675000000001
PrPt5,0.0
V2H3O5,0.0
RbNdS2,0.0
Ba4HfCd,0.7741257883333331
Mg(BiO2)2,0.22434528571429224
ZnH2SeO4,0.0
Li2BeRe,0.30705148125000026
DySiRu,0.0
ZnCu2SnSe4,0.003495537499999979
CeZn,0.0
ZrGeRu2,0.0
TbNiC2,0.0
SbH3OF6,0.0
Pm3Tl,0.0
Rb4SnO4,0.0
Pr2AgIr,0.0
TmHfCo2,0.0
MnBe2Zn,0.12430138534482715
PrAgHg2,0.0
ZrAlCu2,0.0
PrLu3,0.01784690000000011
MnBe2Nb,0.010670210344827069
AlAgB,0.7998023144444446
KLiCO3,0.0
TlSbO3,1.8549999998285213e-05
ZnSbO3,0.0
NbAsPCl3,0.0
ZnIn3,0.07368530249999994
Zn2BiWO6,0.0
SrPdF4,0.0
NdH3(CO2)3,0.0
Be2GeOs,0.021084037500000097
Ba2YSbO6,0.0
CaTi4Cu3O2,0.3906647000000083
SrCuF4,0.0
Ca2MgTl,0.0
Mn2BeGa,0.14492400000000005
Be2CrPb,0.5448126799999997
Co5SnO2,0.0
SrCu2(BO3)2,4.2727272721698746e-05
TaF3,0.4489039200000001
SiS2,0.009613166666667006
Li3Fe2CoO6,0.0
Sr(AlH)2,0.0
Mg(IO3)2,0.04240566666666412
LiZnP,0.0
BaTlP2,0.2269273250000001
ThCoC2,0.0
NaNi2O3,0.04064899999999971
Zn2Si3Pb4SO5,0.0
InFe2CuSe4,0.0
BeMo2Pt,0.3695178874999998
Mn2O3,0.17342230000000036
Mn(SbS2)2,0.008015285714285891
BaH5ClO3,0.0
KPdO3,0.030239269999998705
Cu3TeS3Cl,0.0
Ca4BeRh,0.8834564750000001
DySi2,0.0743136166666667
IrO3,0.3141682499999998
MnSiN2,0.0
Pr3CuSnS7,0.0
LiGa2Rh,0.0
Ba3Fe2Cl2O5,0.0
SrBe2Br,0.7973529887499999
ScRu,0.0
V3Fe3(TeO3)2,0.0
MgBe2Ru,0.0
Tm2Sn2O7,0.0
VB2,0.0
AlFeF5,0.27905628571428576
Te4MoW,0.012927050000000941
NdPt,0.0
LiH,0.0
Li7Fe3(SiO)2,0.0
Li3V2Fe3,0.03976729166667159
MoWSe4,0.03213273333333344
NaHf2VF,0.0
Li5(FeO2)4,0.15402314705882425
Hf2MnRh,0.0
Yb(DyS2)2,0.0
Zn2In2S5,0.028553083333332733
ZrRu3,0.15959849999999953
UVN2,0.0
U3C,0.5547107500000008
UCo2,0.0
Bi2PbS4,0.0
BeGaSb,0.4421591083333335
CaB2(H2O3)2,0.0
NaBe2Cu,0.5257411875
Ba4MgBe,0.7419302383333333
SmPt3,0.0
Na3SiSnBO7,0.0
MgV4,0.0001127999999885887
LiLu2In,0.0
MgPd,0.0
Be2PBr,0.4856604499999999
Sc2IrRu,0.0
TiBeMo,0.2841078333333336
Zr3GeO8,0.0
Na2TaBe,0.8926751499999999
MgCO3,0.0
KSiTc2,0.9460928999999996
KSiBiS4,0.0
Dy2CdS4,0.0
LiBe2Cr,0.2953418874999998
GaSi3,0.5904348812499998
KNaMo(OF2)2,0.0
Rb3TaO8,0.0
SiIr3,0.0
Sr3Ru2O7,0.008978083333333942
MoAs,0.05098762500000032
YAl3Ni,0.0
PaAs2,0.0
HoTlRh2,0.0
VTeRu,0.0
YbBRh3,0.0
Li3NdAs2,0.0
Ce(NiGe)2,0.0
Pr2C3,0.0
NaPmTl2,0.0
BaNaBO3,0.0
Na2PdC2,0.0
AsPW2,0.3735528624999995
RbCl,0.0042696499999999036
YSeF,0.0
PbO,0.16569624999999988
LiMn5O3F5,0.06611336466885387
MnNb2As,0.1440914478448274
LiMn2O4,0.0
SiBr4,0.0
NaCdO2,0.0
TmZrRu2,0.0
BeSi2Bi,0.5164780999999996
Ba4YP,0.5156370549999999
BaMoCl,0.673278179166666
La2MoO6,0.0
B2Ru,0.0
SrCuO2,0.009763375000006123
ScZnNi2,0.0
Ba2UNiO6,0.0
Ca3MnCoO6,0.0
ScNbOs2,0.0
Ba4TlRh,0.6121944133333332
TbBPd3,0.0
Sc2CdTc,0.0
WOF4,0.0
Ca2Pt3O8,0.0
SiH2O,0.6055111999999991
Hf5CuPb3,0.0
ZrSiO4,0.1639123333333261
NiAsSe,0.0
TbInRh,0.0
Cu2Ag2O3,0.0
BaSrO2,0.0
BaNi2Cl,0.5939126462500002
V3Os,0.0
Ti2GeC,0.0
SnS,0.3390091500000001
VN2(Cl3O)2,0.0
SrBe2Tc,0.7463092274999998
SmMgCd2,0.0
TiBO3,0.0
BaNbTe,0.7865928122222223
Mn3O2F5,0.07589144999999943
ErVB4,0.0
Ba4TcSb,0.7722368966666664
Ta(ICl)2,0.0
NbO2F,0.10677862499999956
Ca2Al2O5,0.0
ErAgGe,0.2292577777777777
Ca2AgAu,0.0
Ti2NiP2,0.0
Ba2AsAu,0.0
KrF2,0.012865049999999932
NpOs2,0.0
Sr2MgUO6,0.0
K2PbO3,0.041019749999998016
Mg2TiIrO6,0.0
ZrBe2Nb,0.00024874999999990877
Ca2AlFeO5,0.0
KY2Ti2S2O5,0.0
LiHO,0.0
Li(CrS2)2,0.14046985714285753
RbBiO2,0.0
AsRuAu,0.8644096733333333
AlCo3,0.12359582499999976
RbYO3,0.2733156999999986
LiPt,0.0
BeAlB,0.0
LaBeBi2,0.0
Bi4Te3S8,0.0
Ag2HgI4,0.0
Ba2CaGe,0.3249092837500001
PrTi2O6,0.0
YbZrRh2,0.0
Sr5(SnAs3)2,0.0
Ti2AsRh,0.2508723333333336
Ta2InC,0.0
LiTm2Os,0.0
K3Cd,0.0013572250000000177
ZnOsO3,0.0
USeO,0.0
Ag2SeO4,0.0
Er2IrRh,0.0
Ce(SiOs)2,0.0
ErPu3,0.0
BaSnHgS4,0.0
Zn(InSe2)2,0.05098229999999981
TiBe2P,0.0
U(B2H3)2,0.0
Mg2In,0.0
LiCdPd2,0.0
RbNa2NiO2,0.0
MgBe2Rh,0.15492754999999958
Li5Ni5(SnO)2,0.0
LiMnIr2,0.4770633478448279
BaV2Bi,0.44827166750000025
Sc2AlGa,0.34775630625
ScBPd3,0.0
LiBi3(IO2)2,0.0
NaCrH8(NF3)2,0.0
Ni2Mo,0.0
PdO2,0.2393869
Sr3AsP,0.2041362800000001
Zn(InS2)2,0.061233357142857166
Ta3PbS6,0.0
TaBe2Ni,0.0
H4CSN2,0.0
Ta2Ni,0.0
HoNi4B,0.0
BaMoSe4,0.3148277227777774
Be(VSn)2,0.6201785800000001
Mg(AlC)2,0.0
Na3CdPCO7,0.0
ScGa2Ni,0.0
Ti2Pd3,0.0
Ca4SmB3,0.0
AsPtCl,0.8825212725
Ni5(P2O3)2,0.034593439999992086
RbFe(MoO4)2,0.0
ZrBe2Sb,0.2429399499999998
Li2Fe5,0.09004785294117745
BW2,0.16069469999999875
SrLi2Tl,0.11018834
FeSbAs,0.0
PtS,0.0
CoTeMoO6,0.0
ZrHgO3,0.0
PmAu3,0.0
NaCN,0.1679856666666648
PrErZn2,0.0
Be2VTe,0.3586602916666668
Ce2SeO2,0.03569259999999819
HoSnPd,0.0
Ca(CrS2)4,0.0
HfScRu2,0.0
SmGe3,0.11677727499999956
HgS,0.03239953499999998
BeV2Cu,0.1617579874999997
BeTc2Br,0.3014608012499997
YRhW2,0.30365166250000103
Cu2P2O7,0.0
Hg2P2S7,0.0
TaBeGe2,0.17113604999999946
Yb3DySb3,0.0
Lu2(NiB2)3,0.0
Li3Fe2(NiO4)2,0.014230100000007797
Sc2AgIr,0.0
BeCdSb,0.24995801666666675
BeTcHg,0.5303326333333329
Li4Mn3V3(SnO3)2,0.0
BePIr,0.10097600000000018
MgH8(ClO)2,0.05216460869565287
Ce(Mo3S4)2,0.0
HoMgAu2,0.0
FeSiTc2,0.0
Cd4(B2O)3,0.0
Sc5Ga3,0.0
SbHO3,0.012322149999997478
Pm2SiPd,0.0
MgBeSb,0.38200605
TmGa3Ru,0.0
CeNi2,0.0
CoTeO4,0.013144333333329872
K2CoSe2,0.0
Sr3Hf2O7,0.004141458333333682
SmSi3Ni,0.0
LiBeGe,0.17731689999999967
BaRuPt2,0.0440648174999998
BeTcPb,0.7245514066666665
Y2MgCd,0.0900789999999998
CoH9(CN2)3,0.0
Li2Mn2SbO6,0.023424136363636272
Be2GaSi,0.4465518562499997
NbS2,0.28109050000000035
Li2GaAg,0.0
ScCo3B2,0.0
Sr3BiSb,0.1428831399999999
InP,0.007270075000000099
Yb2HgBi,0.0
CuSiBr,0.6407303516666666
SrAl4,0.0
MnVAgO4,0.0
V(WO4)2,0.0
MnNi2Sb,0.05908147500000016
K4Na2FeH3F2,0.0
Te2MoW2(SeS)2,0.10141296790123366
LiCoOF2,0.08547970465116306
AuClO2,0.1235465416666668
NaHF2,0.0
Np(FeSi)2,0.0
Li6V(OF)3,0.0
Sm(MnSi)2,0.0
ZrBe2Ga,0.28357325000000033
RbAu3Se2,0.0
Be2WBr,0.35004072625000004
K3Pr,0.5027826625
Hg2SeO3,0.027760266666666755
HfAlRu2,0.0
LiCe2Ru,0.0
KBeTc,0.9390703333333328
BaZrNi,0.5966924566666667
KNaO3,0.5203914599999999
YbAsO4,0.0
NdGeRu,0.0
SrSe,0.0
Tb(SiPd)2,0.0
BaMn2Sn,0.6461546315948277
VInPt,0.08376599000000029
Be2PdCl,0.25643335
TiAg,0.0
BaCa2Pt,0.0
NiB4O7,0.0
K3Ge4Au,0.0
Cd(RhO2)2,0.0
K2TeBr6,0.009265111111111168
Ba2Sb2O7,0.0
Ti3AlF5,0.0
AsPt2W,0.0
BeTl2Cd,0.5302426875
MgVP2O7,0.0
Li2HoIn,0.0
BaTlCl,0.0
Ni3Se4,0.0
BaMgIn,0.2028790966666666
ErNbRu2,0.0
Be2NiHg,0.24952977499999984
RbNd(WO4)2,0.0
AlBr4,0.19216620433333287
NaO3,0.018964874999999548
MgPt3,0.0
DyHg,0.0
Yb3GeO,0.0
ScBeZn2,0.02053677499999995
YBeTl,0.0
Be2V,0.0
SnCl4O5,0.0
Ce(SiNi)2,0.0
TmTlS2,0.0
DyB2C,0.0
NaInH8(NF3)2,0.0
TaTe2,0.0
Na2Zn2O3,0.0048714285714273045
ErRh5,0.0915876666666664
HfNi3,0.0
Li2VGeO5,0.0
InCuSe2,0.0
Ba2TlBi2O7,0.0
Ti2IrRh,0.0
AsP2Ir,0.5453807125000001
Tm2SiO5,0.0
Sr2Pb,0.0
CaSO4,0.037098916666662866
Dy2IrRu,0.0
HoB2Ir3,0.0
TmBi2BrO4,0.0
CrHgAs,0.3834541166666665
Ba3Si6(NO)2,0.0
ScGa3,0.0
TaBeBi,0.7018615333333327
Rb2PtCl6,0.0
MgScPd2,0.0
LiSiNO,0.0
CrCuS2,0.1680674999999998
Li2CoCl4,0.0
YBe2Cd,0.30199822499999995
U2InRh2,0.0
UGa2,0.1353436444444447
Mn3GeC,0.0
Tl6SBr4,0.0
NaNiPO4,0.000602857142856017
HgPSe3,0.0
PdF4,0.0
BeGa4Sb,0.4604625700000002
LiHfPt2,0.0
Ta4Ni2C,0.0
AcFeO3,0.0
KBaCl,0.0
TbZrSb,0.0
HfPt3,0.004374062500000164
Ni2SbTe,0.0
Sr(CdP)2,0.0
CeCo4B,0.0
Li2MnFe(PO4)2,0.0
B2AsP,0.0
Sc3PbC,0.0
NaMgBe,0.4069873566666665
Cd4OF6,0.0
BeTlBi,0.5085100666666666
SiSn3,0.330758425
Rb2ZrF6,0.0
NiGe3,0.4411875999999999
Sr(Si3N4)2,0.0
LiCo2O2F3,0.08023132122093067
YZr,0.10290627500000048
ZrPd2,0.0
KBe2BO3F2,5.6666666665705625e-06
PrSmZn2,0.0
AlAgO2,0.09515612499999992
Mg3Fe2O7,0.006180680555556428
Ca2AgSbO6,0.0
Ca(BO2)2,0.0
Tl2Ru2O7,0.0
Na7Al3O8,0.0
CaVF4,0.0
TbTlPd,0.0
Mn5CuO2,0.0
Zn(CrS2)4,0.01200038461539199
Zn3Os,0.10373157500000002
K7Ta(SO4)6,0.0
Li5Mn5(NiO)2,0.0
Be2InSi,0.5970412424999998
Sr3TbRhO6,0.0
MgTa2Be,0.18739813749999976
KCoF3,0.0
Y(Al2Fe)4,0.0
Hg3As8(S4Br3)2,0.0
V(CrTe2)2,0.0
Li4FeSi2O7,0.006250857142854116
ErIr,0.0
FeBiO3,0.4627034999999982
ErCuPb,0.0
K2PdF6,0.0
Li2Ni2SbO6,0.0
Na5MnO4,0.0
SrS2,0.0
MgRu2W,0.04260366250000036
TeO2,0.002563666666666631
KAgC2,0.2900538150000003
Nd3CoB4,0.004742883333333836
Th(CrB3)2,0.0
PaSi3,0.0
MgFeRh2,0.0
YbMgCu4,0.0
LiTi2As,0.2779377250000006
Ce2SbO2,1.639999999980546e-05
CSO,0.0
SiRu,0.029571499999999418
LaPt3C,0.0
MnBeBr,0.4095584487931037
Tc2AsRh,0.2952339375000008
Ca(AlSi)2,0.0
KYbSe2,0.0
LuAgO2,0.0
Nd4Bi3,0.0
NaSr3IrO6,0.0
LiMnPd2,0.0
Li2AgF5,0.04863704687499837
Ba5Ga5Sn,0.0
CuTeO3,0.0
Sr2NiMoO6,0.0
H5NF2,0.0
CeO2,0.7302986666666662
TbInCo2,0.0
K3Sb2Au3,0.0
Tb3Er,0.012347200000000004
Ca(SnN)2,0.16592955999999992
BaSc4Fe,0.6941140783333329
CaCrF5,0.0
LiHg2Pd,0.03764930166666672
MgPd3,0.0
BeCu2Mo,0.2847274999999998
YLuZn2,0.0
Ba2TiBr,0.0
Tb3(MnC3)2,0.0
Ba2YCr3O8,0.0
Be2HgBr,0.87330873375
BeTlIn,0.4545831466666666
SmCo5,0.0
Be2ZnP,0.337709375
ErSi2Rh3,0.0
AcGa3,0.0
Li3GaGeO5,0.0
MgNbRu2,0.0
Lu(AlGe)2,0.0
LaAgO2,0.0
MgFeO2,0.17516800646551722
ScNi2Sn,0.0
NdInRh,0.0
Co6O5F7,0.02282859027777695
Be2NiTe,0.3561453916666666
TiGeO3,0.0
LaGaAu2,0.0
Tc3As,0.2119310624999997
Li2TlPd,0.0
LiFeNiO4,0.0
Y2(NiB2)3,0.0
ErB2,0.0
K2CeSi6O5,0.0
Li4V2SiGe,0.0
HfFeO3,0.0
Ca(NiO2)4,8.192307692977963e-05
Ga2CoAs,0.2727617250000001
TaCuN2,0.2545887499999999
BeFeCu4,0.3574660833333336
MnInCu2,0.1310744278448276
SrSbPt,0.0
NdTiGe,0.0
Ca2FeIrO6,0.0
ZrCl4,0.0
TlSiPt5,0.0
Sr2Co(BrO)2,0.0
KBeZn2,0.58190875
Rb3Cd,0.004119175000000031
Ta2O5,0.3976352857142862
MgBeRe2,0.044586537499999856
YBPd3,0.0
NaHF2,0.06060375000000029
Cr(CoO3)2,0.11324080555555847
Sm3Tm,0.010615968749999816
Ba4PPt,0.9502173683333331
Sc2TcAu,0.0
FeAsS,0.0
InFeO3,0.0
NaSbCl6,0.0
VFeCoSi,0.0
CrAsPd2,0.0
ErThTc2,0.0
NbAlRu2,0.0
Sr2BBrN2,0.0
Li4WO5,0.0
TbRh3C,0.0
LiTm2Rh,0.0
YSF,0.06486941666666635
MnHg,0.5674625206896549
TePdI2,0.0
NbZnCo2,0.0
Ca3(BO3)2,0.0
UPb,0.3168879099999997
BaYI5,0.0
ErCo5,0.0012696333333339638
P2Pb3O8,0.0
TlP,0.27146464000000003
CaSn2O5,0.09958112500000027
Hf5Te4,0.009623055555556979
NaSn2Cl5,0.0
HfBePt,0.0
LaMnO3,0.0001261999999968566
TiNi2Sn,0.0
Pa2SbTe,0.0
BaHfHg4,0.293618795
CrP2,0.0
K3AuSe2,0.0
MgTi(SiO3)2,0.0
BaV2(PO)4,0.0
HfBe2Te,0.2507000375000001
SiPt5Pb,0.0
Tm3Pb,0.0
TaTl(GeO3)3,0.0
PrHoZn2,0.0
YbAl2,0.0
TlCdTe2,0.0
NdCuSe2,0.0
Ba(CdP)2,0.0
Sm(Mg3Al)2,0.0
MnCu2GeS4,0.0
Dy2Al3Si2,0.0
YbSmPd2,0.0
AlBr3,0.0
Y2Cr2C3,0.0
RbLaSe2,0.0
Li4UO5,0.0
ErF3,0.0
Cu3P,0.07947689999999996
Ce4B2N5,0.0
SmCd,0.0
UC,0.0
ScB4Ir3,0.0
Ag3AsS4,0.0237810763888886
LuInPt,0.0
BaSi2Rh,0.3502815424999999
U2IrC2,0.0
BaNdCo2O5,0.0
MnAlCo2,0.0
BaTeIr2,0.3105072341666664
LiLuPt2,0.0
TaBeIn,0.4950459566666665
NbCrGe,0.0
TlCl,0.004476750000000029
CaCr(SiO3)2,0.0
Y2V2O7,0.6295896363636366
BeNi,0.0
NaP4N7,0.0
CaMgTl2,0.0
RuO2,0.17038499999999954
TiH8(NF3)2,0.0
YbTlPd2,0.0
Sc3AlC,0.0
La3InN,0.0
SmSnAu2,0.0
YBeTe,0.0
Rb3Pb,0.0
Be2VGa,0.08664365625000015
Pr2AlCo2,0.012873799999999935
CaZn5,0.0
Y3H2,0.023436079999999748
P2Ir,0.0
Er2B4C,0.0
BaCa2Ir,0.04177010249999991
MgSeO4,0.00361212499999608
UMnB4,0.0
FeSi,0.0
ZrSn2,0.0
LiBeGa4,0.2713668700000001
DyCoO3,0.0
BaBiP4,0.14309567222222294
DyTmO3,0.0
PrCoC2,0.0
BaSrTl2,5.752249999999015e-05
Tb2InGe2,0.0
TiZnO3,0.0
Er3Ru2,5.090000000018691e-05
MoPO5,0.0
SrAl2B2O7,0.001382416666665165
HfAl3,0.00960150000000004
ZnCu,0.0
KNbO3,0.00022939999999582733
Ba2LaMo,0.945679735
Ca3(B3Rh4)2,0.0
LiTi2Ir,0.5128872437500007
PrAgSn,0.0
Ba(CdAs)2,0.0
TiCuSn,0.0
ErMnB4,0.0
PmZn2Ag,0.0
Al4C3,0.0
ScBeRu4,0.25709104999999965
BeFeBi,0.7330850666666668
Dy2SO2,0.011334599999998751
BeFeSe,0.15968962222222194
TaTiAl,0.7486061111111111
LiAg3O2,0.0
KNbF6,0.0
Ti2BeGa,0.0
HfGeO4,0.0
MnAlFe2,0.0
SnH8(NCl3)2,0.014881647058821997
TiTc2Sb,0.0
SrCdAu2,0.0
RbBO3,0.0
Ca2AgBi,0.0
Ba2SbMo,0.3420732100000001
UB2C,0.0
TiPRu,0.0
Ba(NiO2)4,0.30126630769231433
BeGaFe,0.25594173749999993
LiTm2Co,0.0
UReB3,0.0
TcN,0.12241331249999995
HoInCu,0.0
AgPtO2,0.013779749999999868
SeBr3,0.29052295125
BaSbPt,0.0
Na3TiCl6,0.0
Sc2CdIn,0.0
Ni3Mo3N,0.039361057142857085
BeRuPb2,0.7351512099999999
Cd2PdRh,0.0
IrCl3,0.5132000000000001
BeW2Se,0.0
Tl2CuAsO4,0.0
BaTePd2,0.0
DyWO4,0.0
Pr(BRu)2,0.0
BeGaIr,0.0
Na3CrF6,0.0
Ca(MnSb)2,0.0
HC,0.10467400000000016
CeS,0.3431414499999992
P2Pd,0.0
Na2H4Pt,0.0
LiNiCO4,0.0
BaTbF6,0.0
Al2(CuSe2)3,0.051492971212121263
BaLi4Cd,0.0
Ba2NdNbO6,0.01662420000000253
Hg2As3Br,0.0
Li5Mn3Nb2,0.0
CuBiS2,0.0
K2Th(CuS2)2,0.0
ScTaRu2,0.0
NaBePd2,0.0
Ce(BRu)2,0.0
MnTlPd2,0.3180761853448273
YMgZn,0.0
NdSi2Ru,0.0
YMg2,0.008685241666666843
